  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012 AIRFOILS                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.208 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.0074   0.02885   0.02127  -0.0167   1.0000   0.0500
  -9.900  -0.9998   0.02842   0.02082  -0.0163   1.0000   0.0508
  -9.800  -0.9923   0.02799   0.02034  -0.0158   1.0000   0.0516
  -9.700  -0.9846   0.02753   0.01982  -0.0154   1.0000   0.0525
  -9.600  -0.9769   0.02707   0.01929  -0.0149   1.0000   0.0533
  -9.500  -0.9691   0.02663   0.01877  -0.0144   1.0000   0.0541
  -9.400  -0.9613   0.02626   0.01830  -0.0138   1.0000   0.0548
  -9.300  -0.9535   0.02555   0.01755  -0.0134   1.0000   0.0558
  -9.200  -0.9456   0.02488   0.01693  -0.0131   1.0000   0.0569
  -9.100  -0.9377   0.02449   0.01656  -0.0127   1.0000   0.0580
  -9.000  -0.9297   0.02416   0.01624  -0.0123   1.0000   0.0591
  -8.900  -0.9216   0.02383   0.01590  -0.0119   1.0000   0.0603
  -8.800  -0.9135   0.02350   0.01553  -0.0114   1.0000   0.0616
  -8.700  -0.9053   0.02318   0.01513  -0.0109   1.0000   0.0629
  -8.600  -0.8969   0.02289   0.01477  -0.0104   1.0000   0.0640
  -8.500  -0.8892   0.02227   0.01416  -0.0099   1.0000   0.0654
  -8.400  -0.8818   0.02176   0.01369  -0.0094   1.0000   0.0668
  -8.300  -0.8740   0.02143   0.01340  -0.0089   1.0000   0.0683
  -8.200  -0.8660   0.02115   0.01312  -0.0085   1.0000   0.0700
  -8.100  -0.8579   0.02088   0.01282  -0.0080   1.0000   0.0718
  -8.000  -0.8496   0.02064   0.01252  -0.0075   1.0000   0.0736
  -7.900  -0.8414   0.02034   0.01217  -0.0069   1.0000   0.0753
  -7.800  -0.8350   0.01976   0.01168  -0.0063   1.0000   0.0773
  -7.700  -0.8274   0.01946   0.01139  -0.0057   1.0000   0.0793
  -7.600  -0.8195   0.01920   0.01114  -0.0051   1.0000   0.0816
  -7.500  -0.8114   0.01897   0.01088  -0.0046   1.0000   0.0841
  -7.400  -0.8029   0.01880   0.01063  -0.0041   1.0000   0.0864
  -7.300  -0.7969   0.01828   0.01020  -0.0033   1.0000   0.0892
  -7.200  -0.7894   0.01800   0.00995  -0.0027   1.0000   0.0920
  -7.100  -0.7815   0.01778   0.00972  -0.0021   1.0000   0.0952
  -7.000  -0.7731   0.01760   0.00949  -0.0016   1.0000   0.0984
  -6.900  -0.7667   0.01718   0.00914  -0.0008   1.0000   0.1020
  -6.800  -0.7592   0.01692   0.00891  -0.0002   1.0000   0.1059
  -6.700  -0.7510   0.01673   0.00870   0.0003   1.0000   0.1103
  -6.600  -0.7438   0.01642   0.00842   0.0010   1.0000   0.1148
  -6.500  -0.7365   0.01615   0.00820   0.0016   1.0000   0.1196
  -6.400  -0.7282   0.01597   0.00799   0.0021   1.0000   0.1254
  -6.300  -0.7214   0.01565   0.00775   0.0028   1.0000   0.1311
  -6.200  -0.7134   0.01544   0.00756   0.0034   1.0000   0.1380
  -6.100  -0.7061   0.01517   0.00734   0.0040   1.0000   0.1449
  -6.000  -0.6982   0.01496   0.00716   0.0046   1.0000   0.1531
  -5.900  -0.6909   0.01470   0.00696   0.0052   1.0000   0.1614
  -5.800  -0.6829   0.01450   0.00679   0.0058   1.0000   0.1712
  -5.700  -0.6754   0.01426   0.00662   0.0064   1.0000   0.1813
  -5.600  -0.6678   0.01403   0.00646   0.0069   1.0000   0.1920
  -5.500  -0.6598   0.01384   0.00631   0.0075   1.0000   0.2037
  -5.300  -0.6441   0.01344   0.00604   0.0085   1.0000   0.2288
  -5.200  -0.6362   0.01325   0.00592   0.0091   1.0000   0.2419
  -5.100  -0.6282   0.01307   0.00581   0.0096   1.0000   0.2554
  -5.000  -0.6201   0.01291   0.00570   0.0101   1.0000   0.2691
  -4.900  -0.6119   0.01275   0.00560   0.0106   1.0000   0.2831
  -4.800  -0.6036   0.01260   0.00550   0.0110   1.0000   0.2974
  -4.600  -0.5871   0.01232   0.00534   0.0120   1.0000   0.3259
  -4.500  -0.5787   0.01218   0.00527   0.0124   1.0000   0.3398
  -4.400  -0.5703   0.01206   0.00520   0.0129   1.0000   0.3538
  -4.300  -0.5618   0.01194   0.00514   0.0133   1.0000   0.3679
  -4.200  -0.5532   0.01183   0.00508   0.0137   1.0000   0.3819
  -4.100  -0.5446   0.01173   0.00503   0.0141   1.0000   0.3960
  -4.000  -0.5359   0.01164   0.00498   0.0145   1.0000   0.4102
  -3.900  -0.5272   0.01154   0.00494   0.0149   1.0000   0.4241
  -3.800  -0.5184   0.01144   0.00491   0.0153   1.0000   0.4379
  -3.700  -0.5095   0.01136   0.00488   0.0157   1.0000   0.4516
  -3.600  -0.5005   0.01128   0.00485   0.0160   1.0000   0.4653
  -3.500  -0.4915   0.01121   0.00483   0.0164   1.0000   0.4792
  -3.400  -0.4824   0.01115   0.00481   0.0167   1.0000   0.4932
  -3.300  -0.4734   0.01108   0.00480   0.0170   1.0000   0.5070
  -3.200  -0.4643   0.01101   0.00480   0.0173   1.0000   0.5205
  -3.100  -0.4552   0.01096   0.00480   0.0177   1.0000   0.5340
  -3.000  -0.4461   0.01091   0.00481   0.0180   1.0000   0.5475
  -2.900  -0.4370   0.01087   0.00481   0.0183   1.0000   0.5612
  -2.700  -0.4188   0.01079   0.00485   0.0189   1.0000   0.5885
  -2.500  -0.3845   0.01070   0.00488   0.0163   0.9952   0.6208
  -2.400  -0.3673   0.01065   0.00490   0.0151   0.9929   0.6366
  -2.300  -0.3511   0.01059   0.00491   0.0140   0.9897   0.6516
  -2.200  -0.3342   0.01055   0.00492   0.0129   0.9868   0.6668
  -2.100  -0.3167   0.01051   0.00494   0.0116   0.9843   0.6817
  -2.000  -0.2998   0.01046   0.00495   0.0105   0.9816   0.6963
  -1.900  -0.2849   0.01041   0.00494   0.0098   0.9776   0.7101
  -1.800  -0.2683   0.01037   0.00494   0.0088   0.9744   0.7242
  -1.700  -0.2508   0.01032   0.00496   0.0076   0.9719   0.7374
  -1.600  -0.2326   0.01029   0.00498   0.0063   0.9700   0.7504
  -1.500  -0.2199   0.01024   0.00497   0.0061   0.9649   0.7625
  -1.400  -0.2037   0.01020   0.00496   0.0052   0.9614   0.7752
  -1.300  -0.1863   0.01016   0.00498   0.0042   0.9588   0.7867
  -1.200  -0.1680   0.01013   0.00498   0.0029   0.9568   0.7978
  -1.100  -0.1532   0.01009   0.00497   0.0024   0.9528   0.8092
  -1.000  -0.1393   0.01006   0.00499   0.0021   0.9482   0.8188
  -0.900  -0.1234   0.01002   0.00497   0.0014   0.9447   0.8288
  -0.800  -0.1068   0.00999   0.00496   0.0006   0.9419   0.8386
  -0.700  -0.0928   0.00997   0.00497   0.0004   0.9375   0.8470
  -0.600  -0.0806   0.00995   0.00496   0.0005   0.9317   0.8566
  -0.500  -0.0655   0.00993   0.00496   0.0000   0.9278   0.8638
  -0.400  -0.0501   0.00989   0.00494  -0.0005   0.9244   0.8723
  -0.300  -0.0394   0.00990   0.00496   0.0000   0.9171   0.8794
  -0.200  -0.0258   0.00988   0.00495  -0.0001   0.9119   0.8867
  -0.100  -0.0118   0.00986   0.00493  -0.0003   0.9074   0.8936
   0.000   0.0000   0.00988   0.00496   0.0000   0.8996   0.8996
   0.100   0.0118   0.00986   0.00493   0.0003   0.8936   0.9074
   0.200   0.0258   0.00988   0.00495   0.0001   0.8867   0.9119
   0.300   0.0394   0.00990   0.00496  -0.0000   0.8794   0.9171
   0.400   0.0501   0.00989   0.00494   0.0005   0.8723   0.9244
   0.500   0.0655   0.00992   0.00496  -0.0000   0.8639   0.9278
   0.600   0.0806   0.00994   0.00496  -0.0005   0.8567   0.9317
   0.700   0.0929   0.00997   0.00497  -0.0004   0.8470   0.9375
   0.800   0.1068   0.00999   0.00496  -0.0006   0.8385   0.9419
   0.900   0.1234   0.01002   0.00497  -0.0014   0.8288   0.9447
   1.000   0.1393   0.01006   0.00499  -0.0021   0.8188   0.9482
   1.100   0.1533   0.01009   0.00497  -0.0024   0.8092   0.9528
   1.200   0.1680   0.01013   0.00498  -0.0029   0.7977   0.9568
   1.300   0.1864   0.01016   0.00498  -0.0042   0.7866   0.9588
   1.400   0.2038   0.01020   0.00496  -0.0053   0.7752   0.9614
   1.500   0.2199   0.01024   0.00497  -0.0061   0.7625   0.9649
   1.600   0.2325   0.01029   0.00498  -0.0063   0.7504   0.9700
   1.700   0.2508   0.01032   0.00496  -0.0076   0.7373   0.9720
   1.800   0.2683   0.01037   0.00494  -0.0088   0.7242   0.9744
   1.900   0.2848   0.01041   0.00494  -0.0098   0.7101   0.9776
   2.000   0.2998   0.01046   0.00495  -0.0105   0.6962   0.9817
   2.100   0.3167   0.01051   0.00494  -0.0116   0.6817   0.9843
   2.200   0.3342   0.01054   0.00492  -0.0129   0.6668   0.9868
   2.300   0.3511   0.01059   0.00490  -0.0140   0.6517   0.9898
   2.400   0.3672   0.01065   0.00490  -0.0151   0.6366   0.9929
   2.500   0.3845   0.01069   0.00488  -0.0163   0.6208   0.9953
   2.600   0.4019   0.01074   0.00486  -0.0177   0.6047   0.9976
   2.700   0.4188   0.01079   0.00485  -0.0189   0.5886   1.0000
   2.900   0.4369   0.01087   0.00481  -0.0183   0.5613   1.0000
   3.000   0.4461   0.01091   0.00480  -0.0180   0.5475   1.0000
   3.100   0.4552   0.01096   0.00480  -0.0177   0.5340   1.0000
   3.200   0.4642   0.01101   0.00480  -0.0173   0.5206   1.0000
   3.300   0.4733   0.01108   0.00480  -0.0170   0.5071   1.0000
   3.400   0.4823   0.01114   0.00481  -0.0167   0.4932   1.0000
   3.500   0.4914   0.01121   0.00483  -0.0164   0.4792   1.0000
   3.600   0.5005   0.01128   0.00485  -0.0160   0.4654   1.0000
   3.700   0.5094   0.01135   0.00488  -0.0157   0.4517   1.0000
   3.800   0.5183   0.01144   0.00491  -0.0153   0.4380   1.0000
   3.900   0.5271   0.01153   0.00494  -0.0149   0.4243   1.0000
   4.000   0.5358   0.01163   0.00498  -0.0145   0.4103   1.0000
   4.100   0.5445   0.01173   0.00502  -0.0141   0.3960   1.0000
   4.200   0.5532   0.01183   0.00508  -0.0137   0.3820   1.0000
   4.300   0.5617   0.01194   0.00514  -0.0133   0.3679   1.0000
   4.400   0.5702   0.01206   0.00520  -0.0129   0.3539   1.0000
   4.500   0.5787   0.01218   0.00527  -0.0124   0.3398   1.0000
   4.600   0.5870   0.01232   0.00534  -0.0120   0.3259   1.0000
   4.700   0.5952   0.01247   0.00542  -0.0115   0.3118   1.0000
   4.800   0.6036   0.01260   0.00550  -0.0110   0.2974   1.0000
   4.900   0.6118   0.01275   0.00559  -0.0106   0.2831   1.0000
   5.000   0.6200   0.01290   0.00569  -0.0101   0.2691   1.0000
   5.100   0.6282   0.01307   0.00581  -0.0096   0.2554   1.0000
   5.200   0.6362   0.01325   0.00592  -0.0091   0.2420   1.0000
   5.300   0.6440   0.01344   0.00604  -0.0085   0.2289   1.0000
   5.400   0.6518   0.01365   0.00617  -0.0080   0.2162   1.0000
   5.500   0.6598   0.01383   0.00631  -0.0075   0.2037   1.0000
   5.600   0.6677   0.01403   0.00646  -0.0069   0.1920   1.0000
   5.700   0.6754   0.01426   0.00662  -0.0064   0.1813   1.0000
   5.800   0.6828   0.01450   0.00679  -0.0058   0.1712   1.0000
   5.900   0.6908   0.01469   0.00696  -0.0052   0.1614   1.0000
   6.000   0.6982   0.01496   0.00716  -0.0046   0.1532   1.0000
   6.100   0.7061   0.01517   0.00734  -0.0040   0.1449   1.0000
   6.200   0.7134   0.01544   0.00756  -0.0034   0.1380   1.0000
   6.300   0.7213   0.01564   0.00775  -0.0028   0.1311   1.0000
   6.400   0.7282   0.01597   0.00799  -0.0021   0.1253   1.0000
   6.500   0.7365   0.01615   0.00820  -0.0016   0.1196   1.0000
   6.600   0.7438   0.01642   0.00842  -0.0010   0.1148   1.0000
   6.700   0.7510   0.01673   0.00870  -0.0003   0.1103   1.0000
   6.800   0.7592   0.01692   0.00891   0.0002   0.1059   1.0000
   6.900   0.7667   0.01718   0.00914   0.0008   0.1020   1.0000
   7.000   0.7731   0.01760   0.00949   0.0016   0.0984   1.0000
   7.100   0.7815   0.01778   0.00972   0.0021   0.0952   1.0000
