NACA 0012 AIRFOILS                              
 Alfa =   6.08333 Re =    64590.844 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.11020
   0.99374  0.00214  0.10254
   0.98279  0.00365  0.08808
   0.96998  0.00540  0.07145
   0.95565  0.00732  0.05316
   0.94026  0.00934  0.03390
   0.92426  0.01141  0.01436
   0.90794  0.01348 -0.00505
   0.89145  0.01554 -0.02414
   0.87488  0.01756 -0.04290
   0.85827  0.01955 -0.06116
   0.84163  0.02150 -0.07910
   0.82498  0.02342 -0.09657
   0.80831  0.02531 -0.11379
   0.79164  0.02715 -0.13056
   0.77497  0.02896 -0.14730
   0.75829  0.03074 -0.16370
   0.74161  0.03247 -0.17992
   0.72493  0.03417 -0.19612
   0.70825  0.03583 -0.21220
   0.69157  0.03745 -0.22817
   0.67489  0.03904 -0.24426
   0.65822  0.04058 -0.26032
   0.64155  0.04208 -0.27645
   0.62490  0.04354 -0.29281
   0.60824  0.04495 -0.30906
   0.59160  0.04632 -0.32493
   0.57497  0.04764 -0.34118
   0.55835  0.04891 -0.35750
   0.54174  0.05012 -0.37405
   0.52515  0.05129 -0.39072
   0.50858  0.05239 -0.40770
   0.49203  0.05344 -0.42468
   0.47550  0.05442 -0.44157
   0.45899  0.05534 -0.45826
   0.44250  0.05618 -0.47471
   0.42604  0.05696 -0.49085
   0.40962  0.05766 -0.50665
   0.39322  0.05828 -0.52237
   0.37686  0.05881 -0.53850
   0.36055  0.05925 -0.55650
   0.34427  0.05960 -0.57977
   0.32805  0.05984 -0.61490
   0.31188  0.05999 -0.67340
   0.29576  0.06001 -0.77180
   0.27972  0.05992 -0.92722
   0.26374  0.05971 -1.10087
   0.24786  0.05936 -1.11683
   0.23206  0.05887 -1.13189
   0.21638  0.05822 -1.14676
   0.20082  0.05742 -1.16199
   0.18542  0.05645 -1.17807
   0.17020  0.05530 -1.19555
   0.15520  0.05397 -1.21508
   0.14048  0.05243 -1.23746
   0.12612  0.05070 -1.26372
   0.11223  0.04877 -1.29517
   0.09895  0.04665 -1.33333
   0.08645  0.04437 -1.37969
   0.07492  0.04198 -1.43529
   0.06448  0.03953 -1.49993
   0.05523  0.03707 -1.57233
   0.04714  0.03466 -1.65144
   0.04013  0.03232 -1.73549
   0.03407  0.03007 -1.82251
   0.02883  0.02790 -1.91085
   0.02429  0.02580 -1.99893
   0.02033  0.02378 -2.08501
   0.01687  0.02180 -2.16715
   0.01383  0.01987 -2.24247
   0.01117  0.01796 -2.30678
   0.00884  0.01607 -2.35378
   0.00681  0.01418 -2.37568
   0.00506  0.01228 -2.35981
   0.00358  0.01038 -2.29544
   0.00236  0.00847 -2.16338
   0.00140  0.00655 -1.95234
   0.00069  0.00463 -1.66439
   0.00024  0.00274 -1.31115
   0.00003  0.00090 -0.93620
   0.00003 -0.00090 -0.55601
   0.00024 -0.00274 -0.18472
   0.00069 -0.00463  0.15972
   0.00140 -0.00655  0.45493
   0.00236 -0.00847  0.68228
   0.00358 -0.01038  0.83942
   0.00506 -0.01228  0.93736
   0.00681 -0.01418  0.98633
   0.00884 -0.01607  0.99998
   0.01117 -0.01796  0.98757
   0.01383 -0.01987  0.95748
   0.01687 -0.02180  0.91495
   0.02033 -0.02378  0.86438
   0.02429 -0.02580  0.80835
   0.02883 -0.02790  0.74899
   0.03407 -0.03007  0.68779
   0.04013 -0.03232  0.62573
   0.04714 -0.03466  0.56380
   0.05523 -0.03707  0.50319
   0.06448 -0.03953  0.44472
   0.07492 -0.04198  0.38972
   0.08645 -0.04437  0.33912
   0.09895 -0.04665  0.29347
   0.11223 -0.04877  0.25285
   0.12612 -0.05070  0.21733
   0.14048 -0.05243  0.18626
   0.15520 -0.05397  0.15934
   0.17020 -0.05530  0.13585
   0.18542 -0.05645  0.11556
   0.20082 -0.05742  0.09800
   0.21638 -0.05822  0.08271
   0.23206 -0.05887  0.06952
   0.24786 -0.05936  0.05799
   0.26374 -0.05971  0.04812
   0.27972 -0.05992  0.03961
   0.29577 -0.06001  0.03235
   0.31188 -0.05999  0.02603
   0.32805 -0.05984  0.02072
   0.34427 -0.05960  0.01629
   0.36055 -0.05925  0.01256
   0.37686 -0.05881  0.00953
   0.39322 -0.05827  0.00707
   0.40962 -0.05766  0.00515
   0.42604 -0.05696  0.00370
   0.44250 -0.05618  0.00268
   0.45899 -0.05534  0.00202
   0.47550 -0.05442  0.00178
   0.49203 -0.05344  0.00177
   0.50858 -0.05239  0.00209
   0.52515 -0.05129  0.00268
   0.54175 -0.05012  0.00353
   0.55835 -0.04891  0.00458
   0.57497 -0.04764  0.00590
   0.59160 -0.04632  0.00734
   0.60825 -0.04495  0.00907
   0.62490 -0.04354  0.01090
   0.64155 -0.04208  0.01300
   0.65822 -0.04058  0.01528
   0.67490 -0.03904  0.01774
   0.69157 -0.03745  0.02040
   0.70825 -0.03583  0.02329
   0.72493 -0.03417  0.02645
   0.74161 -0.03247  0.02980
   0.75829 -0.03074  0.03343
   0.77497 -0.02896  0.03732
   0.79165 -0.02715  0.04153
   0.80831 -0.02531  0.04603
   0.82498 -0.02342  0.05088
   0.84163 -0.02150  0.05602
   0.85827 -0.01955  0.06147
   0.87488 -0.01756  0.06723
   0.89145 -0.01554  0.07318
   0.90794 -0.01348  0.07928
   0.92426 -0.01141  0.08534
   0.94026 -0.00934  0.09121
   0.95565 -0.00732  0.09665
   0.96998 -0.00540  0.10143
   0.98279 -0.00365  0.10539
   0.99374 -0.00214  0.10853
   1.00000 -0.00126  0.11020
