NACA 0012 AIRFOILS                              
 Alfa =  -4.00000 Re =    53825.703 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.09816
   0.99374  0.00214  0.09702
   0.98279  0.00365  0.09494
   0.96998  0.00540  0.09230
   0.95565  0.00732  0.08908
   0.94026  0.00934  0.08534
   0.92426  0.01141  0.08118
   0.90794  0.01348  0.07659
   0.89145  0.01554  0.07157
   0.87488  0.01756  0.06614
   0.85827  0.01955  0.06038
   0.84163  0.02150  0.05437
   0.82498  0.02342  0.04821
   0.80831  0.02531  0.04196
   0.79164  0.02715  0.03572
   0.77497  0.02896  0.02952
   0.75829  0.03074  0.02344
   0.74161  0.03247  0.01750
   0.72493  0.03417  0.01171
   0.70825  0.03583  0.00610
   0.69157  0.03745  0.00068
   0.67489  0.03904 -0.00458
   0.65822  0.04058 -0.00962
   0.64155  0.04208 -0.01451
   0.62490  0.04354 -0.01922
   0.60824  0.04495 -0.02375
   0.59160  0.04632 -0.02807
   0.57497  0.04764 -0.03227
   0.55835  0.04891 -0.03629
   0.54174  0.05012 -0.04009
   0.52515  0.05129 -0.04370
   0.50858  0.05239 -0.04714
   0.49203  0.05344 -0.05033
   0.47550  0.05442 -0.05336
   0.45899  0.05534 -0.05605
   0.44250  0.05618 -0.05853
   0.42604  0.05696 -0.06067
   0.40962  0.05766 -0.06248
   0.39322  0.05828 -0.06395
   0.37686  0.05881 -0.06499
   0.36055  0.05925 -0.06555
   0.34427  0.05960 -0.06559
   0.32805  0.05984 -0.06500
   0.31188  0.05999 -0.06378
   0.29576  0.06001 -0.06176
   0.27972  0.05992 -0.05888
   0.26374  0.05971 -0.05506
   0.24786  0.05936 -0.04996
   0.23206  0.05887 -0.04367
   0.21638  0.05822 -0.03591
   0.20082  0.05742 -0.02633
   0.18542  0.05645 -0.01477
   0.17020  0.05530 -0.00093
   0.15520  0.05397  0.01571
   0.14048  0.05243  0.03557
   0.12612  0.05070  0.05892
   0.11223  0.04877  0.08663
   0.09895  0.04665  0.11902
   0.08645  0.04437  0.15655
   0.07492  0.04198  0.19928
   0.06448  0.03953  0.24711
   0.05523  0.03707  0.29932
   0.04714  0.03466  0.35530
   0.04013  0.03232  0.41445
   0.03407  0.03007  0.47667
   0.02883  0.02790  0.54074
   0.02429  0.02580  0.60679
   0.02033  0.02378  0.67400
   0.01687  0.02180  0.74141
   0.01383  0.01987  0.80785
   0.01117  0.01796  0.87125
   0.00884  0.01607  0.92795
   0.00681  0.01418  0.97216
   0.00506  0.01228  0.99766
   0.00358  0.01038  0.99312
   0.00236  0.00847  0.94848
   0.00140  0.00655  0.84979
   0.00069  0.00463  0.69307
   0.00024  0.00274  0.48385
   0.00003  0.00090  0.23545
   0.00003 -0.00090 -0.04035
   0.00024 -0.00274 -0.33467
   0.00069 -0.00463 -0.63215
   0.00140 -0.00655 -0.90047
   0.00236 -0.00847 -1.12058
   0.00358 -0.01038 -1.28874
   0.00506 -0.01228 -1.40351
   0.00681 -0.01418 -1.47916
   0.00884 -0.01607 -1.52002
   0.01117 -0.01796 -1.53677
   0.01383 -0.01987 -1.53347
   0.01687 -0.02180 -1.51705
   0.02033 -0.02378 -1.49040
   0.02429 -0.02580 -1.45676
   0.02883 -0.02790 -1.41704
   0.03407 -0.03007 -1.37336
   0.04013 -0.03232 -1.32632
   0.04714 -0.03466 -1.27697
   0.05523 -0.03707 -1.22615
   0.06448 -0.03953 -1.17477
   0.07492 -0.04198 -1.12387
   0.08645 -0.04437 -1.07423
   0.09895 -0.04665 -1.02676
   0.11223 -0.04877 -0.98185
   0.12612 -0.05070 -0.93965
   0.14048 -0.05243 -0.90026
   0.15520 -0.05397 -0.86349
   0.17020 -0.05530 -0.82925
   0.18542 -0.05645 -0.79742
   0.20082 -0.05742 -0.76792
   0.21638 -0.05822 -0.74071
   0.23206 -0.05887 -0.71574
   0.24786 -0.05936 -0.69295
   0.26374 -0.05971 -0.67222
   0.27972 -0.05992 -0.65339
   0.29577 -0.06001 -0.63625
   0.31188 -0.05999 -0.62076
   0.32805 -0.05984 -0.60684
   0.34427 -0.05960 -0.59436
   0.36055 -0.05925 -0.58316
   0.37686 -0.05881 -0.57309
   0.39322 -0.05827 -0.56401
   0.40962 -0.05766 -0.55577
   0.42604 -0.05696 -0.54825
   0.44250 -0.05618 -0.54135
   0.45899 -0.05534 -0.53495
   0.47550 -0.05442 -0.52899
   0.49203 -0.05344 -0.52336
   0.50858 -0.05239 -0.51802
   0.52515 -0.05129 -0.51289
   0.54175 -0.05012 -0.50791
   0.55835 -0.04891 -0.50303
   0.57497 -0.04764 -0.49819
   0.59160 -0.04632 -0.49331
   0.60825 -0.04495 -0.48833
   0.62490 -0.04354 -0.48312
   0.64155 -0.04208 -0.44080
   0.65822 -0.04058 -0.37386
   0.67490 -0.03904 -0.30791
   0.69157 -0.03745 -0.25570
   0.70825 -0.03583 -0.21436
   0.72493 -0.03417 -0.18189
   0.74161 -0.03247 -0.15623
   0.75829 -0.03074 -0.13555
   0.77497 -0.02896 -0.11830
   0.79165 -0.02715 -0.10324
   0.80831 -0.02531 -0.08945
   0.82498 -0.02342 -0.07628
   0.84163 -0.02150 -0.06331
   0.85827 -0.01955 -0.05009
   0.87488 -0.01756 -0.03641
   0.89145 -0.01554 -0.02226
   0.90794 -0.01348 -0.00706
   0.92426 -0.01141  0.00913
   0.94026 -0.00934  0.02594
   0.95565 -0.00732  0.04315
   0.96998 -0.00540  0.06010
   0.98279 -0.00365  0.07617
   0.99374 -0.00214  0.09078
   1.00000 -0.00126  0.09816
