  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012 AIRFOILS                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.124 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.9908   0.03916   0.03140  -0.0193   1.0000   0.0679
  -9.900  -0.9842   0.03845   0.03064  -0.0189   1.0000   0.0688
  -9.800  -0.9782   0.03774   0.02985  -0.0183   1.0000   0.0698
  -9.700  -0.9727   0.03698   0.02898  -0.0176   1.0000   0.0709
  -9.600  -0.9674   0.03619   0.02806  -0.0169   1.0000   0.0720
  -9.500  -0.9623   0.03541   0.02711  -0.0161   1.0000   0.0730
  -9.400  -0.9570   0.03468   0.02619  -0.0153   1.0000   0.0740
  -9.300  -0.9517   0.03407   0.02537  -0.0144   1.0000   0.0748
  -9.200  -0.9439   0.03273   0.02401  -0.0142   1.0000   0.0759
  -9.100  -0.9352   0.03188   0.02320  -0.0140   1.0000   0.0770
  -9.000  -0.9269   0.03129   0.02263  -0.0137   1.0000   0.0783
  -8.900  -0.9190   0.03079   0.02210  -0.0133   1.0000   0.0798
  -8.800  -0.9113   0.03028   0.02152  -0.0128   1.0000   0.0815
  -8.700  -0.9036   0.02975   0.02091  -0.0123   1.0000   0.0832
  -8.600  -0.8961   0.02924   0.02026  -0.0117   1.0000   0.0849
  -8.500  -0.8887   0.02881   0.01967  -0.0110   1.0000   0.0863
  -8.400  -0.8794   0.02776   0.01869  -0.0109   1.0000   0.0881
  -8.300  -0.8705   0.02719   0.01818  -0.0106   1.0000   0.0899
  -8.200  -0.8620   0.02674   0.01775  -0.0102   1.0000   0.0920
  -8.100  -0.8538   0.02632   0.01729  -0.0097   1.0000   0.0943
  -8.000  -0.8457   0.02592   0.01679  -0.0092   1.0000   0.0968
  -7.800  -0.8286   0.02474   0.01559  -0.0084   1.0000   0.1016
  -7.700  -0.8202   0.02432   0.01522  -0.0080   1.0000   0.1042
  -7.600  -0.8119   0.02394   0.01483  -0.0075   1.0000   0.1072
  -7.500  -0.8037   0.02359   0.01440  -0.0070   1.0000   0.1105
  -7.400  -0.7954   0.02305   0.01385  -0.0065   1.0000   0.1137
  -7.300  -0.7874   0.02260   0.01350  -0.0060   1.0000   0.1170
  -7.200  -0.7793   0.02226   0.01316  -0.0055   1.0000   0.1209
  -7.100  -0.7710   0.02195   0.01276  -0.0049   1.0000   0.1251
  -7.000  -0.7633   0.02142   0.01232  -0.0044   1.0000   0.1292
  -6.900  -0.7556   0.02107   0.01202  -0.0039   1.0000   0.1337
  -6.800  -0.7475   0.02079   0.01167  -0.0033   1.0000   0.1392
  -6.700  -0.7401   0.02032   0.01129  -0.0027   1.0000   0.1442
  -6.600  -0.7325   0.02000   0.01101  -0.0021   1.0000   0.1501
  -6.500  -0.7248   0.01965   0.01066  -0.0015   1.0000   0.1568
  -6.400  -0.7176   0.01929   0.01040  -0.0009   1.0000   0.1634
  -6.300  -0.7099   0.01898   0.01007  -0.0002   1.0000   0.1715
  -6.200  -0.7028   0.01862   0.00982   0.0004   1.0000   0.1793
  -6.100  -0.6954   0.01829   0.00953   0.0010   1.0000   0.1886
  -6.000  -0.6879   0.01801   0.00927   0.0017   1.0000   0.1989
  -5.900  -0.6809   0.01766   0.00903   0.0023   1.0000   0.2090
  -5.800  -0.6737   0.01735   0.00879   0.0030   1.0000   0.2207
  -5.700  -0.6663   0.01708   0.00857   0.0036   1.0000   0.2336
  -5.600  -0.6589   0.01681   0.00836   0.0043   1.0000   0.2473
  -5.500  -0.6518   0.01653   0.00818   0.0050   1.0000   0.2609
  -5.400  -0.6446   0.01626   0.00801   0.0056   1.0000   0.2752
  -5.300  -0.6373   0.01601   0.00784   0.0063   1.0000   0.2900
  -5.200  -0.6299   0.01578   0.00769   0.0069   1.0000   0.3053
  -5.100  -0.6224   0.01557   0.00754   0.0075   1.0000   0.3208
  -5.000  -0.6149   0.01537   0.00742   0.0082   1.0000   0.3365
