NACA 0012 AIRFOILS                              
 Alfa =  14.00000 Re =   115785.094 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.32568
   0.99374  0.00214 -0.32718
   0.98279  0.00365 -0.32983
   0.96998  0.00540 -0.33296
   0.95565  0.00732 -0.33651
   0.94026  0.00934 -0.34039
   0.92426  0.01141 -0.34450
   0.90794  0.01348 -0.34878
   0.89145  0.01554 -0.35319
   0.87488  0.01756 -0.35772
   0.85827  0.01955 -0.36237
   0.84163  0.02150 -0.36712
   0.82498  0.02342 -0.37200
   0.80831  0.02531 -0.37700
   0.79164  0.02715 -0.38213
   0.77497  0.02896 -0.38739
   0.75829  0.03074 -0.39279
   0.74161  0.03247 -0.39835
   0.72493  0.03417 -0.40406
   0.70825  0.03583 -0.40994
   0.69157  0.03745 -0.41599
   0.67489  0.03904 -0.42223
   0.65822  0.04058 -0.42867
   0.64155  0.04208 -0.43532
   0.62490  0.04354 -0.44219
   0.60824  0.04495 -0.44931
   0.59160  0.04632 -0.45667
   0.57497  0.04764 -0.46432
   0.55835  0.04891 -0.47225
   0.54174  0.05012 -0.48050
   0.52515  0.05129 -0.48909
   0.50858  0.05239 -0.49805
   0.49203  0.05344 -0.50740
   0.47550  0.05442 -0.51719
   0.45899  0.05534 -0.52744
   0.44250  0.05618 -0.53822
   0.42604  0.05696 -0.54955
   0.40962  0.05766 -0.56151
   0.39322  0.05828 -0.57415
   0.37686  0.05881 -0.58756
   0.36055  0.05925 -0.60181
   0.34427  0.05960 -0.61701
   0.32805  0.05984 -0.63328
   0.31188  0.05999 -0.65075
   0.29576  0.06001 -0.66962
   0.27972  0.05992 -0.69006
   0.26374  0.05971 -0.71234
   0.24786  0.05936 -0.73676
   0.23206  0.05887 -0.76371
   0.21638  0.05822 -0.79371
   0.20082  0.05742 -0.82742
   0.18542  0.05645 -0.86578
   0.17020  0.05530 -0.91009
   0.15520  0.05397 -0.96244
   0.14048  0.05243 -1.02645
   0.12612  0.05070 -1.11069
   0.11223  0.04877 -1.26598
   0.09895  0.04665 -1.29318
   0.08645  0.04437 -1.29655
   0.07492  0.04198 -1.29977
   0.06448  0.03953 -1.30278
   0.05523  0.03707 -1.30552
   0.04714  0.03466 -1.30800
   0.04013  0.03232 -1.31027
   0.03407  0.03007 -1.31255
   0.02883  0.02790 -1.31509
   0.02429  0.02580 -1.31842
   0.02033  0.02378 -1.32344
   0.01687  0.02180 -1.33173
   0.01383  0.01987 -1.34620
   0.01117  0.01796 -1.37199
