NACA 0012 AIRFOILS                              
 Alfa =   8.10000 Re =   222307.391 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.11840
   0.99374  0.00214  0.11218
   0.98279  0.00365  0.10042
   0.96998  0.00540  0.08615
   0.95565  0.00732  0.06966
   0.94026  0.00934  0.05149
   0.92426  0.01141  0.03226
   0.90794  0.01348  0.01243
   0.89145  0.01554 -0.00769
   0.87488  0.01756 -0.02797
   0.85827  0.01955 -0.04818
   0.84163  0.02150 -0.06833
   0.82498  0.02342 -0.08832
   0.80831  0.02531 -0.10822
   0.79164  0.02715 -0.12783
   0.77497  0.02896 -0.14755
   0.75829  0.03074 -0.16700
   0.74161  0.03247 -0.18637
   0.72493  0.03417 -0.20582
   0.70825  0.03583 -0.22519
   0.69157  0.03745 -0.24457
   0.67489  0.03904 -0.26412
   0.65822  0.04058 -0.28372
   0.64155  0.04208 -0.30349
   0.62490  0.04354 -0.32355
   0.60824  0.04495 -0.34375
   0.59160  0.04632 -0.36421
   0.57497  0.04764 -0.38516
   0.55835  0.04891 -0.40636
   0.54174  0.05012 -0.42801
   0.52515  0.05129 -0.45006
   0.50858  0.05239 -0.47274
   0.49203  0.05344 -0.49586
   0.47550  0.05442 -0.51960
   0.45899  0.05534 -0.54401
   0.44250  0.05618 -0.56913
   0.42604  0.05696 -0.59493
   0.40962  0.05766 -0.62153
   0.39322  0.05828 -0.64914
   0.37686  0.05881 -0.67768
   0.36055  0.05925 -0.70720
   0.34427  0.05960 -0.73787
   0.32805  0.05984 -0.76966
   0.31188  0.05999 -0.80282
   0.29576  0.06001 -0.83743
   0.27972  0.05992 -0.87360
   0.26374  0.05971 -0.91163
   0.24786  0.05936 -0.95131
   0.23206  0.05887 -0.99311
   0.21638  0.05822 -1.03739
   0.20082  0.05742 -1.08398
   0.18542  0.05645 -1.13321
   0.17020  0.05530 -1.18544
   0.15520  0.05397 -1.24020
   0.14048  0.05243 -1.29731
   0.12612  0.05070 -1.35645
   0.11223  0.04877 -1.41845
   0.09895  0.04665 -1.49878
   0.08645  0.04437 -1.67687
   0.07492  0.04198 -2.11852
   0.06448  0.03953 -2.43487
   0.05523  0.03707 -2.47382
   0.04714  0.03466 -2.51068
   0.04013  0.03232 -2.55032
   0.03407  0.03007 -2.59725
   0.02883  0.02790 -2.65656
   0.02429  0.02580 -2.73422
   0.02033  0.02378 -2.83444
   0.01687  0.02180 -2.95628
   0.01383  0.01987 -3.09826
   0.01117  0.01796 -3.24996
   0.00884  0.01607 -3.39560
   0.00681  0.01418 -3.52096
   0.00506  0.01228 -3.60472
   0.00358  0.01038 -3.63246
   0.00236  0.00847 -3.57086
   0.00140  0.00655 -3.39909
   0.00069  0.00463 -3.11126
   0.00024  0.00274 -2.70562
   0.00003  0.00090 -2.24509
   0.00003 -0.00090 -1.74663
   0.00024 -0.00274 -1.22991
   0.00069 -0.00463 -0.72285
   0.00140 -0.00655 -0.25133
   0.00236 -0.00847  0.14162
   0.00358 -0.01038  0.44799
   0.00506 -0.01228  0.67179
   0.00681 -0.01418  0.82615
   0.00884 -0.01607  0.92268
   0.01117 -0.01796  0.97704
   0.01383 -0.01987  0.99841
   0.01687 -0.02180  0.99614
   0.02033 -0.02378  0.97620
   0.02429 -0.02580  0.94341
   0.02883 -0.02790  0.90084
   0.03407 -0.03007  0.85172
   0.04013 -0.03232  0.79713
   0.04714 -0.03466  0.73946
   0.05523 -0.03707  0.68011
   0.06448 -0.03953  0.62056
   0.07492 -0.04198  0.56261
   0.08645 -0.04437  0.50773
   0.09895 -0.04665  0.45701
   0.11223 -0.04877  0.41081
   0.12612 -0.05070  0.36951
   0.14048 -0.05243  0.33266
   0.15520 -0.05397  0.30004
   0.17020 -0.05530  0.27109
   0.18542 -0.05645  0.24546
   0.20082 -0.05742  0.22282
   0.21638 -0.05822  0.20270
   0.23206 -0.05887  0.18483
   0.24786 -0.05936  0.16884
   0.26374 -0.05971  0.15468
   0.27972 -0.05992  0.14210
   0.29577 -0.06001  0.13096
   0.31188 -0.05999  0.12082
   0.32805 -0.05984  0.11191
   0.34427 -0.05960  0.10400
   0.36055 -0.05925  0.09688
   0.37686 -0.05881  0.09063
   0.39322 -0.05827  0.08504
   0.40962 -0.05766  0.08007
   0.42604 -0.05696  0.07565
   0.44250 -0.05618  0.07179
   0.45899 -0.05534  0.06831
   0.47550 -0.05442  0.06538
   0.49203 -0.05344  0.06267
   0.50858 -0.05239  0.06037
   0.52515 -0.05129  0.05841
   0.54175 -0.05012  0.05675
   0.55835 -0.04891  0.05530
   0.57497 -0.04764  0.05421
   0.59160 -0.04632  0.05315
   0.60825 -0.04495  0.05250
   0.62490 -0.04354  0.05189
   0.64155 -0.04208  0.05158
   0.65822 -0.04058  0.05149
   0.67490 -0.03904  0.05151
   0.69157 -0.03745  0.05174
   0.70825 -0.03583  0.05217
   0.72493 -0.03417  0.05292
   0.74161 -0.03247  0.05376
   0.75829 -0.03074  0.05490
   0.77497 -0.02896  0.05627
   0.79165 -0.02715  0.05800
   0.80831 -0.02531  0.05999
   0.82498 -0.02342  0.06245
   0.84163 -0.02150  0.06524
   0.85827 -0.01955  0.06852
   0.87488 -0.01756  0.07242
   0.89145 -0.01554  0.07681
   0.90794 -0.01348  0.08194
   0.92426 -0.01141  0.08755
   0.94026 -0.00934  0.09371
   0.95565 -0.00732  0.10014
   0.96998 -0.00540  0.10637
   0.98279 -0.00365  0.11187
   0.99374 -0.00214  0.11637
   1.00000 -0.00126  0.11840
