NACA 0012 AIRFOILS                              
 Alfa =  -5.10000 Re =   370512.313 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.11362
   0.99374  0.00214  0.11333
   0.98279  0.00365  0.11297
   0.96998  0.00540  0.11236
   0.95565  0.00732  0.11136
   0.94026  0.00934  0.10984
   0.92426  0.01141  0.10764
   0.90794  0.01348  0.10463
   0.89145  0.01554  0.10075
   0.87488  0.01756  0.09612
   0.85827  0.01955  0.09075
   0.84163  0.02150  0.08446
   0.82498  0.02342  0.07748
   0.80831  0.02531  0.07017
   0.79164  0.02715  0.06295
   0.77497  0.02896  0.05596
   0.75829  0.03074  0.04938
   0.74161  0.03247  0.04329
   0.72493  0.03417  0.03758
   0.70825  0.03583  0.03229
   0.69157  0.03745  0.02743
   0.67489  0.03904  0.02284
   0.65822  0.04058  0.01865
   0.64155  0.04208  0.01469
   0.62490  0.04354  0.01101
   0.60824  0.04495  0.00754
   0.59160  0.04632  0.00444
   0.57497  0.04764  0.00141
   0.55835  0.04891 -0.00137
   0.54174  0.05012 -0.00386
   0.52515  0.05129 -0.00611
   0.50858  0.05239 -0.00819
   0.49203  0.05344 -0.00987
   0.47550  0.05442 -0.01150
   0.45899  0.05534 -0.01256
   0.44250  0.05618 -0.01350
   0.42604  0.05696 -0.01395
   0.40962  0.05766 -0.01401
   0.39322  0.05828 -0.01373
   0.37686  0.05881 -0.01289
   0.36055  0.05925 -0.01148
   0.34427  0.05960 -0.00947
   0.32805  0.05984 -0.00672
   0.31188  0.05999 -0.00323
   0.29576  0.06001  0.00115
   0.27972  0.05992  0.00658
   0.26374  0.05971  0.01297
   0.24786  0.05936  0.02097
   0.23206  0.05887  0.03025
   0.21638  0.05822  0.04112
   0.20082  0.05742  0.05414
   0.18542  0.05645  0.06933
   0.17020  0.05530  0.08692
   0.15520  0.05397  0.10771
   0.14048  0.05243  0.13204
   0.12612  0.05070  0.16008
   0.11223  0.04877  0.19270
   0.09895  0.04665  0.23031
   0.08645  0.04437  0.27306
   0.07492  0.04198  0.32115
   0.06448  0.03953  0.37369
   0.05523  0.03707  0.43041
   0.04714  0.03466  0.49011
   0.04013  0.03232  0.55168
   0.03407  0.03007  0.61491
   0.02883  0.02790  0.67841
   0.02429  0.02580  0.74138
   0.02033  0.02378  0.80343
   0.01687  0.02180  0.86163
   0.01383  0.01987  0.91511
   0.01117  0.01796  0.95934
   0.00884  0.01607  0.99027
   0.00681  0.01418  0.99977
   0.00506  0.01228  0.97887
   0.00358  0.01038  0.91567
   0.00236  0.00847  0.79817
   0.00140  0.00655  0.61352
   0.00069  0.00463  0.36256
   0.00024  0.00274  0.05742
   0.00003  0.00090 -0.28047
   0.00003 -0.00090 -0.63416
   0.00024 -0.00274 -0.99765
   0.00069 -0.00463 -1.34531
   0.00140 -0.00655 -1.63847
   0.00236 -0.00847 -1.85905
   0.00358 -0.01038 -2.00939
   0.00506 -0.01228 -2.09292
   0.00681 -0.01418 -2.13118
   0.00884 -0.01607 -2.13026
   0.01117 -0.01796 -2.10481
   0.01383 -0.01987 -2.05941
   0.01687 -0.02180 -2.00330
   0.02033 -0.02378 -1.93905
   0.02429 -0.02580 -1.87027
   0.02883 -0.02790 -1.79775
   0.03407 -0.03007 -1.72342
   0.04013 -0.03232 -1.64848
   0.04714 -0.03466 -1.57349
   0.05523 -0.03707 -1.49963
   0.06448 -0.03953 -1.42792
   0.07492 -0.04198 -1.35951
   0.08645 -0.04437 -1.29548
   0.09895 -0.04665 -1.23658
   0.11223 -0.04877 -1.18316
   0.12612 -0.05070 -1.13502
   0.14048 -0.05243 -1.09181
   0.15520 -0.05397 -1.05297
   0.17020 -0.05530 -1.01815
   0.18542 -0.05645 -0.98785
   0.20082 -0.05742 -0.92557
   0.21638 -0.05822 -0.83978
   0.23206 -0.05887 -0.79003
   0.24786 -0.05936 -0.75998
   0.26374 -0.05971 -0.73518
   0.27972 -0.05992 -0.71137
   0.29577 -0.06001 -0.68816
   0.31188 -0.05999 -0.66563
   0.32805 -0.05984 -0.64301
   0.34427 -0.05960 -0.62074
   0.36055 -0.05925 -0.59908
   0.37686 -0.05881 -0.57754
   0.39322 -0.05827 -0.55662
   0.40962 -0.05766 -0.53620
   0.42604 -0.05696 -0.51623
   0.44250 -0.05618 -0.49659
   0.45899 -0.05534 -0.47762
   0.47550 -0.05442 -0.45883
   0.49203 -0.05344 -0.44070
   0.50858 -0.05239 -0.42279
   0.52515 -0.05129 -0.40521
   0.54175 -0.05012 -0.38805
   0.55835 -0.04891 -0.37128
   0.57497 -0.04764 -0.35450
   0.59160 -0.04632 -0.33843
   0.60825 -0.04495 -0.32221
   0.62490 -0.04354 -0.30655
   0.64155 -0.04208 -0.29073
   0.65822 -0.04058 -0.27522
   0.67490 -0.03904 -0.25981
   0.69157 -0.03745 -0.24458
