NACA 0012 AIRFOILS                              
 Alfa =   4.00000 Re =   222307.391 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.09612
   0.99374  0.00214  0.08720
   0.98279  0.00365  0.06802
   0.96998  0.00540  0.04758
   0.95565  0.00732  0.02651
   0.94026  0.00934  0.00551
   0.92426  0.01141 -0.01464
   0.90794  0.01348 -0.03378
   0.89145  0.01554 -0.05186
   0.87488  0.01756 -0.06920
   0.85827  0.01955 -0.08556
   0.84163  0.02150 -0.10140
   0.82498  0.02342 -0.11649
   0.80831  0.02531 -0.13129
   0.79164  0.02715 -0.14536
   0.77497  0.02896 -0.15958
   0.75829  0.03074 -0.17325
   0.74161  0.03247 -0.18666
   0.72493  0.03417 -0.20013
   0.70825  0.03583 -0.21340
   0.69157  0.03745 -0.22642
   0.67489  0.03904 -0.23962
   0.65822  0.04058 -0.25262
   0.64155  0.04208 -0.26555
   0.62490  0.04354 -0.27864
   0.60824  0.04495 -0.29156
   0.59160  0.04632 -0.30429
   0.57497  0.04764 -0.31729
   0.55835  0.04891 -0.33001
   0.54174  0.05012 -0.34273
   0.52515  0.05129 -0.35541
   0.50858  0.05239 -0.36872
   0.49203  0.05344 -0.38259
   0.47550  0.05442 -0.39829
   0.45899  0.05534 -0.41837
   0.44250  0.05618 -0.44826
   0.42604  0.05696 -0.49257
   0.40962  0.05766 -0.54755
   0.39322  0.05828 -0.58260
   0.37686  0.05881 -0.59510
   0.36055  0.05925 -0.60871
   0.34427  0.05960 -0.62320
   0.32805  0.05984 -0.63859
   0.31188  0.05999 -0.65499
   0.29576  0.06001 -0.67253
   0.27972  0.05992 -0.69134
   0.26374  0.05971 -0.71157
   0.24786  0.05936 -0.73329
   0.23206  0.05887 -0.75666
   0.21638  0.05822 -0.78179
   0.20082  0.05742 -0.80876
   0.18542  0.05645 -0.83766
   0.17020  0.05530 -0.86875
   0.15520  0.05397 -0.90207
   0.14048  0.05243 -0.93788
   0.12612  0.05070 -0.97660
   0.11223  0.04877 -1.01813
   0.09895  0.04665 -1.06281
   0.08645  0.04437 -1.11044
   0.07492  0.04198 -1.16064
   0.06448  0.03953 -1.21269
   0.05523  0.03707 -1.26583
   0.04714  0.03466 -1.31888
   0.04013  0.03232 -1.37123
   0.03407  0.03007 -1.42129
   0.02883  0.02790 -1.46938
   0.02429  0.02580 -1.51354
   0.02033  0.02378 -1.55203
   0.01687  0.02180 -1.58437
   0.01383  0.01987 -1.60685
   0.01117  0.01796 -1.61579
   0.00884  0.01607 -1.60611
   0.00681  0.01418 -1.56945
   0.00506  0.01228 -1.49940
   0.00358  0.01038 -1.38737
   0.00236  0.00847 -1.22096
   0.00140  0.00655 -0.99582
   0.00069  0.00463 -0.72223
