  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012 AIRFOILS                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.247 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.0099   0.02672   0.01928  -0.0161   1.0000   0.0459
  -9.900  -1.0024   0.02638   0.01886  -0.0156   1.0000   0.0466
  -9.800  -0.9949   0.02610   0.01849  -0.0150   1.0000   0.0472
  -9.700  -0.9877   0.02510   0.01751  -0.0147   1.0000   0.0481
  -9.600  -0.9800   0.02460   0.01703  -0.0143   1.0000   0.0489
  -9.500  -0.9722   0.02423   0.01667  -0.0139   1.0000   0.0497
  -9.400  -0.9644   0.02389   0.01632  -0.0134   1.0000   0.0505
  -9.300  -0.9565   0.02355   0.01597  -0.0130   1.0000   0.0514
  -9.200  -0.9485   0.02321   0.01560  -0.0125   1.0000   0.0523
  -9.100  -0.9405   0.02289   0.01524  -0.0120   1.0000   0.0534
  -9.000  -0.9323   0.02262   0.01490  -0.0116   1.0000   0.0544
  -8.900  -0.9239   0.02242   0.01462  -0.0111   1.0000   0.0552
  -8.800  -0.9174   0.02164   0.01391  -0.0105   1.0000   0.0566
  -8.700  -0.9100   0.02126   0.01355  -0.0100   1.0000   0.0577
  -8.600  -0.9021   0.02097   0.01326  -0.0095   1.0000   0.0589
  -8.500  -0.8941   0.02070   0.01299  -0.0091   1.0000   0.0602
  -8.400  -0.8861   0.02043   0.01269  -0.0086   1.0000   0.0616
  -8.300  -0.8778   0.02017   0.01239  -0.0081   1.0000   0.0630
  -8.200  -0.8693   0.01997   0.01213  -0.0076   1.0000   0.0642
  -8.100  -0.8630   0.01941   0.01161  -0.0069   1.0000   0.0659
  -8.000  -0.8560   0.01905   0.01129  -0.0062   1.0000   0.0675
  -7.900  -0.8482   0.01880   0.01105  -0.0057   1.0000   0.0693
  -7.800  -0.8402   0.01857   0.01081  -0.0052   1.0000   0.0712
  -7.700  -0.8320   0.01836   0.01056  -0.0046   1.0000   0.0731
  -7.600  -0.8234   0.01820   0.01034  -0.0041   1.0000   0.0749
  -7.500  -0.8177   0.01769   0.00990  -0.0033   1.0000   0.0772
  -7.400  -0.8104   0.01741   0.00964  -0.0027   1.0000   0.0795
  -7.300  -0.8025   0.01720   0.00943  -0.0021   1.0000   0.0820
  -7.200  -0.7943   0.01701   0.00922  -0.0016   1.0000   0.0847
  -7.100  -0.7866   0.01676   0.00895  -0.0010   1.0000   0.0874
  -7.000  -0.7800   0.01641   0.00866  -0.0002   1.0000   0.0905
  -6.900  -0.7721   0.01619   0.00846   0.0003   1.0000   0.0938
  -6.800  -0.7638   0.01602   0.00826   0.0009   1.0000   0.0974
  -6.700  -0.7566   0.01573   0.00799   0.0015   1.0000   0.1013
  -6.600  -0.7493   0.01547   0.00778   0.0022   1.0000   0.1055
  -6.500  -0.7410   0.01530   0.00760   0.0027   1.0000   0.1102
  -6.400  -0.7336   0.01504   0.00737   0.0033   1.0000   0.1151
  -6.300  -0.7260   0.01481   0.00719   0.0039   1.0000   0.1207
  -6.200  -0.7178   0.01464   0.00701   0.0045   1.0000   0.1267
  -6.100  -0.7106   0.01437   0.00681   0.0051   1.0000   0.1333
  -5.900  -0.6950   0.01395   0.00647   0.0062   1.0000   0.1485
  -5.800  -0.6869   0.01377   0.00631   0.0068   1.0000   0.1572
  -5.700  -0.6792   0.01355   0.00616   0.0073   1.0000   0.1667
  -5.600  -0.6713   0.01335   0.00601   0.0079   1.0000   0.1765
  -5.500  -0.6632   0.01317   0.00588   0.0084   1.0000   0.1873
  -5.400  -0.6552   0.01299   0.00575   0.0089   1.0000   0.1990
  -5.300  -0.6473   0.01280   0.00563   0.0094   1.0000   0.2107
  -5.200  -0.6391   0.01263   0.00552   0.0099   1.0000   0.2229
  -5.100  -0.6309   0.01247   0.00541   0.0104   1.0000   0.2356
  -5.000  -0.6226   0.01232   0.00530   0.0109   1.0000   0.2488
  -4.900  -0.6143   0.01217   0.00521   0.0113   1.0000   0.2623
  -4.800  -0.6060   0.01201   0.00513   0.0118   1.0000   0.2756
  -4.700  -0.5976   0.01187   0.00505   0.0122   1.0000   0.2890
  -4.600  -0.5891   0.01174   0.00497   0.0126   1.0000   0.3025
  -4.500  -0.5806   0.01162   0.00490   0.0130   1.0000   0.3162
  -4.400  -0.5719   0.01151   0.00484   0.0134   1.0000   0.3301
  -4.300  -0.5633   0.01140   0.00478   0.0138   1.0000   0.3440
  -4.200  -0.5546   0.01129   0.00473   0.0142   1.0000   0.3575
  -4.100  -0.5459   0.01118   0.00468   0.0146   1.0000   0.3712
  -4.000  -0.5370   0.01108   0.00464   0.0150   1.0000   0.3848
  -3.900  -0.5280   0.01100   0.00460   0.0153   1.0000   0.3984
  -3.800  -0.5190   0.01092   0.00457   0.0156   1.0000   0.4122
  -3.600  -0.5008   0.01076   0.00453   0.0162   1.0000   0.4396
  -3.500  -0.4918   0.01069   0.00451   0.0165   1.0000   0.4529
  -3.400  -0.4826   0.01062   0.00449   0.0168   1.0000   0.4663
  -3.300  -0.4735   0.01056   0.00448   0.0171   1.0000   0.4798
  -3.200  -0.4643   0.01051   0.00448   0.0174   1.0000   0.4934
  -3.100  -0.4494   0.01044   0.00447   0.0165   0.9984   0.5093
  -3.000  -0.4325   0.01037   0.00446   0.0152   0.9963   0.5257
  -2.800  -0.3993   0.01022   0.00444   0.0129   0.9920   0.5579
  -2.700  -0.3834   0.01014   0.00442   0.0118   0.9892   0.5732
  -2.600  -0.3670   0.01007   0.00441   0.0107   0.9867   0.5886
  -2.500  -0.3499   0.01000   0.00440   0.0095   0.9846   0.6039
  -2.400  -0.3324   0.00993   0.00440   0.0082   0.9828   0.6191
  -2.300  -0.3185   0.00985   0.00437   0.0076   0.9790   0.6329
  -2.200  -0.3028   0.00977   0.00436   0.0067   0.9759   0.6472
