NACA 0012 AIRFOILS                              
 Alfa =  13.10000 Re =   115785.094 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.29986
   0.99374  0.00214 -0.30144
   0.98279  0.00365 -0.30423
   0.96998  0.00540 -0.30753
   0.95565  0.00732 -0.31128
   0.94026  0.00934 -0.31538
   0.92426  0.01141 -0.31972
   0.90794  0.01348 -0.32424
   0.89145  0.01554 -0.32890
   0.87488  0.01756 -0.33370
   0.85827  0.01955 -0.33862
   0.84163  0.02150 -0.34366
   0.82498  0.02342 -0.34884
   0.80831  0.02531 -0.35414
   0.79164  0.02715 -0.35959
   0.77497  0.02896 -0.36519
   0.75829  0.03074 -0.37094
   0.74161  0.03247 -0.37686
   0.72493  0.03417 -0.38294
   0.70825  0.03583 -0.38921
   0.69157  0.03745 -0.39568
   0.67489  0.03904 -0.40234
   0.65822  0.04058 -0.40923
   0.64155  0.04208 -0.41635
   0.62490  0.04354 -0.42371
   0.60824  0.04495 -0.43133
   0.59160  0.04632 -0.43923
   0.57497  0.04764 -0.44744
   0.55835  0.04891 -0.45596
   0.54174  0.05012 -0.46483
   0.52515  0.05129 -0.47407
   0.50858  0.05239 -0.48372
   0.49203  0.05344 -0.49380
   0.47550  0.05442 -0.50435
   0.45899  0.05534 -0.51542
   0.44250  0.05618 -0.52705
   0.42604  0.05696 -0.53929
   0.40962  0.05766 -0.55222
   0.39322  0.05828 -0.56589
   0.37686  0.05881 -0.58039
   0.36055  0.05925 -0.59581
   0.34427  0.05960 -0.61227
   0.32805  0.05984 -0.62988
   0.31188  0.05999 -0.64880
   0.29576  0.06001 -0.66921
   0.27972  0.05992 -0.69134
   0.26374  0.05971 -0.71545
   0.24786  0.05936 -0.74188
   0.23206  0.05887 -0.77108
   0.21638  0.05822 -0.80360
   0.20082  0.05742 -0.84022
   0.18542  0.05645 -0.88204
   0.17020  0.05530 -0.93074
   0.15520  0.05397 -0.98923
   0.14048  0.05243 -1.06487
   0.12612  0.05070 -1.18889
   0.11223  0.04877 -1.23906
   0.09895  0.04665 -1.24234
   0.08645  0.04437 -1.24554
   0.07492  0.04198 -1.24861
   0.06448  0.03953 -1.25150
   0.05523  0.03707 -1.25418
   0.04714  0.03466 -1.25670
   0.04013  0.03232 -1.25918
   0.03407  0.03007 -1.26191
   0.02883  0.02790 -1.26531
   0.02429  0.02580 -1.27016
   0.02033  0.02378 -1.27777
   0.01687  0.02180 -1.29048
   0.01383  0.01987 -1.31233
   0.01117  0.01796 -1.35018
   0.00884  0.01607 -1.41404
   0.00681  0.01418 -1.50898
   0.00506  0.01228 -1.62982
   0.00358  0.01038 -1.73855
   0.00236  0.00847 -1.78931
   0.00140  0.00655 -1.75230
   0.00069  0.00463 -1.61775
   0.00024  0.00274 -1.39014
   0.00003  0.00090 -1.10826
   0.00003 -0.00090 -0.79131
   0.00024 -0.00274 -0.45252
   0.00069 -0.00463 -0.11363
   0.00140 -0.00655  0.20114
   0.00236 -0.00847  0.46424
   0.00358 -0.01038  0.66821
   0.00506 -0.01228  0.81452
   0.00681 -0.01418  0.91155
   0.00884 -0.01607  0.96925
   0.01117 -0.01796  0.99545
   0.01383 -0.01987  0.99903
   0.01687 -0.02180  0.98515
   0.02033 -0.02378  0.95901
   0.02429 -0.02580  0.92293
   0.02883 -0.02790  0.87997
   0.03407 -0.03007  0.83145
   0.04013 -0.03232  0.77917
   0.04714 -0.03466  0.72380
   0.05523 -0.03707  0.66709
   0.06448 -0.03953  0.60999
   0.07492 -0.04198  0.55393
   0.08645 -0.04437  0.50025
   0.09895 -0.04665  0.45009
   0.11223 -0.04877  0.40375
   0.12612 -0.05070  0.36153
   0.14048 -0.05243  0.32333
   0.15520 -0.05397  0.28887
   0.17020 -0.05530  0.25770
   0.18542 -0.05645  0.22956
   0.20082 -0.05742  0.20410
   0.21638 -0.05822  0.18093
   0.23206 -0.05887  0.15992
   0.24786 -0.05936  0.14061
   0.26374 -0.05971  0.12298
   0.27972 -0.05992  0.10689
   0.29577 -0.06001  0.09210
   0.31188 -0.05999  0.07826
   0.32805 -0.05984  0.06556
   0.34427 -0.05960  0.05381
   0.36055 -0.05925  0.04276
   0.37686 -0.05881  0.03252
   0.39322 -0.05827  0.02287
   0.40962 -0.05766  0.01375
   0.42604 -0.05696  0.00522
   0.44250 -0.05618 -0.00292
   0.45899 -0.05534 -0.01068
   0.47550 -0.05442 -0.01803
   0.49203 -0.05344 -0.02521
   0.50858 -0.05239 -0.03208
   0.52515 -0.05129 -0.03869
   0.54175 -0.05012 -0.04514
   0.55835 -0.04891 -0.05150
   0.57497 -0.04764 -0.05762
   0.59160 -0.04632 -0.06381
   0.60825 -0.04495 -0.06979
   0.62490 -0.04354 -0.07589
   0.64155 -0.04208 -0.08188
   0.65822 -0.04058 -0.08787
   0.67490 -0.03904 -0.09396
   0.69157 -0.03745 -0.10011
   0.70825 -0.03583 -0.10633
   0.72493 -0.03417 -0.11257
   0.74161 -0.03247 -0.11905
   0.75829 -0.03074 -0.12564
   0.77497 -0.02896 -0.13244
   0.79165 -0.02715 -0.13940
   0.80831 -0.02531 -0.14663
   0.82498 -0.02342 -0.15410
   0.84163 -0.02150 -0.16198
   0.85827 -0.01955 -0.17023
   0.87488 -0.01756 -0.17884
   0.89145 -0.01554 -0.18814
   0.90794 -0.01348 -0.19790
   0.92426 -0.01141 -0.20865
   0.94026 -0.00934 -0.22034
   0.95565 -0.00732 -0.23293
   0.96998 -0.00540 -0.24651
   0.98279 -0.00365 -0.26135
   0.99374 -0.00214 -0.27639
   1.00000 -0.00126 -0.29986
