NACA 0012 AIRFOILS                              
 Alfa =  -0.08333 Re =    53825.703 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126 -0.05327
   0.99374  0.00214 -0.05415
   0.98279  0.00365 -0.05560
   0.96998  0.00540 -0.05732
   0.95565  0.00732 -0.05932
   0.94026  0.00934 -0.06155
   0.92426  0.01141 -0.06400
   0.90794  0.01348 -0.06668
   0.89145  0.01554 -0.06957
   0.87488  0.01756 -0.07270
   0.85827  0.01955 -0.07607
   0.84163  0.02150 -0.07972
   0.82498  0.02342 -0.08365
   0.80831  0.02531 -0.08789
   0.79164  0.02715 -0.09244
   0.77497  0.02896 -0.09731
   0.75829  0.03074 -0.10248
   0.74161  0.03247 -0.10793
   0.72493  0.03417 -0.11370
   0.70825  0.03583 -0.11980
   0.69157  0.03745 -0.12625
   0.67489  0.03904 -0.13304
   0.65822  0.04058 -0.14018
   0.64155  0.04208 -0.14765
   0.62490  0.04354 -0.15542
   0.60824  0.04495 -0.16348
   0.59160  0.04632 -0.17177
   0.57497  0.04764 -0.18030
   0.55835  0.04891 -0.18902
   0.54174  0.05012 -0.19791
   0.52515  0.05129 -0.20695
   0.50858  0.05239 -0.21611
   0.49203  0.05344 -0.22537
   0.47550  0.05442 -0.23474
   0.45899  0.05534 -0.24414
   0.44250  0.05618 -0.25364
   0.42604  0.05696 -0.26314
   0.40962  0.05766 -0.27267
   0.39322  0.05828 -0.28224
   0.37686  0.05881 -0.29179
   0.36055  0.05925 -0.30128
   0.34427  0.05960 -0.31074
   0.32805  0.05984 -0.32010
   0.31188  0.05999 -0.32936
   0.29576  0.06001 -0.33847
   0.27972  0.05992 -0.34740
   0.26374  0.05971 -0.35612
   0.24786  0.05936 -0.36445
   0.23206  0.05887 -0.37252
   0.21638  0.05822 -0.38016
   0.20082  0.05742 -0.38722
   0.18542  0.05645 -0.39366
   0.17020  0.05530 -0.39935
   0.15520  0.05397 -0.40395
   0.14048  0.05243 -0.40733
   0.12612  0.05070 -0.40937
   0.11223  0.04877 -0.40946
   0.09895  0.04665 -0.40725
   0.08645  0.04437 -0.40220
   0.07492  0.04198 -0.39389
   0.06448  0.03953 -0.38202
   0.05523  0.03707 -0.36588
   0.04714  0.03466 -0.34551
   0.04013  0.03232 -0.32058
   0.03407  0.03007 -0.29022
   0.02883  0.02790 -0.25453
   0.02429  0.02580 -0.21253
   0.02033  0.02378 -0.16320
   0.01687  0.02180 -0.10562
   0.01383  0.01987 -0.03825
   0.01117  0.01796  0.04070
   0.00884  0.01607  0.13165
   0.00681  0.01418  0.23630
   0.00506  0.01228  0.35563
   0.00358  0.01038  0.48439
   0.00236  0.00847  0.61984
   0.00140  0.00655  0.75378
   0.00069  0.00463  0.86835
   0.00024  0.00274  0.95255
   0.00003  0.00090  0.99513
   0.00003 -0.00090  0.99426
   0.00024 -0.00274  0.95025
   0.00069 -0.00463  0.86486
   0.00140 -0.00655  0.74822
   0.00236 -0.00847  0.61416
   0.00358 -0.01038  0.47755
   0.00506 -0.01228  0.34838
   0.00681 -0.01418  0.22978
   0.00884 -0.01607  0.12491
   0.01117 -0.01796  0.03376
   0.01383 -0.01987 -0.04415
   0.01687 -0.02180 -0.11120
   0.02033 -0.02378 -0.16846
   0.02429 -0.02580 -0.21737
   0.02883 -0.02790 -0.25897
   0.03407 -0.03007 -0.29425
   0.04013 -0.03232 -0.32368
   0.04714 -0.03466 -0.34846
   0.05523 -0.03707 -0.36824
   0.06448 -0.03953 -0.38385
   0.07492 -0.04198 -0.39519
   0.08645 -0.04437 -0.40293
   0.09895 -0.04665 -0.40743
   0.11223 -0.04877 -0.40925
   0.12612 -0.05070 -0.40859
   0.14048 -0.05243 -0.40624
   0.15520 -0.05397 -0.40238
   0.17020 -0.05530 -0.39737
   0.18542 -0.05645 -0.39136
   0.20082 -0.05742 -0.38451
   0.21638 -0.05822 -0.37708
   0.23206 -0.05887 -0.36904
   0.24786 -0.05936 -0.36069
   0.26374 -0.05971 -0.35195
   0.27972 -0.05992 -0.34286
   0.29577 -0.06001 -0.33352
   0.31188 -0.05999 -0.32414
   0.32805 -0.05984 -0.31449
   0.34427 -0.05960 -0.30475
   0.36055 -0.05925 -0.29493
   0.37686 -0.05881 -0.28504
   0.39322 -0.05827 -0.27512
   0.40962 -0.05766 -0.26519
   0.42604 -0.05696 -0.25526
   0.44250 -0.05618 -0.24536
   0.45899 -0.05534 -0.23551
   0.47550 -0.05442 -0.22570
   0.49203 -0.05344 -0.21600
   0.50858 -0.05239 -0.20641
   0.52515 -0.05129 -0.19694
   0.54175 -0.05012 -0.18764
   0.55835 -0.04891 -0.17854
   0.57497 -0.04764 -0.16967
   0.59160 -0.04632 -0.16108
   0.60825 -0.04495 -0.15279
   0.62490 -0.04354 -0.14484
   0.64155 -0.04208 -0.13727
   0.65822 -0.04058 -0.13008
   0.67490 -0.03904 -0.12329
   0.69157 -0.03745 -0.11690
   0.70825 -0.03583 -0.11088
   0.72493 -0.03417 -0.10520
   0.74161 -0.03247 -0.09984
   0.75829 -0.03074 -0.09485
   0.77497 -0.02896 -0.09022
   0.79165 -0.02715 -0.08595
   0.80831 -0.02531 -0.08202
   0.82498 -0.02342 -0.07840
   0.84163 -0.02150 -0.07507
   0.85827 -0.01955 -0.07202
   0.87488 -0.01756 -0.06922
   0.89145 -0.01554 -0.06664
   0.90794 -0.01348 -0.06426
   0.92426 -0.01141 -0.06208
   0.94026 -0.00934 -0.06007
   0.95565 -0.00732 -0.05825
   0.96998 -0.00540 -0.05662
   0.98279 -0.00365 -0.05521
   0.99374 -0.00214 -0.05401
   1.00000 -0.00126 -0.05327
