  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012 AIRFOILS                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.371 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.0249   0.02199   0.01514  -0.0138   1.0000   0.0378
  -9.900  -1.0172   0.02170   0.01481  -0.0134   1.0000   0.0384
  -9.800  -1.0093   0.02143   0.01451  -0.0129   1.0000   0.0391
  -9.700  -1.0011   0.02120   0.01422  -0.0125   1.0000   0.0396
  -9.600  -0.9926   0.02101   0.01399  -0.0120   1.0000   0.0401
  -9.500  -0.9878   0.02033   0.01332  -0.0112   1.0000   0.0410
  -9.400  -0.9809   0.01996   0.01296  -0.0107   1.0000   0.0418
  -9.300  -0.9732   0.01969   0.01270  -0.0102   1.0000   0.0426
  -9.200  -0.9652   0.01945   0.01245  -0.0097   1.0000   0.0434
  -9.100  -0.9571   0.01922   0.01221  -0.0093   1.0000   0.0442
  -9.000  -0.9490   0.01899   0.01196  -0.0088   1.0000   0.0451
  -8.900  -0.9407   0.01877   0.01170  -0.0083   1.0000   0.0459
  -8.800  -0.9322   0.01857   0.01147  -0.0079   1.0000   0.0467
  -8.700  -0.9248   0.01826   0.01113  -0.0073   1.0000   0.0475
  -8.600  -0.9190   0.01780   0.01069  -0.0065   1.0000   0.0487
  -8.500  -0.9116   0.01752   0.01042  -0.0059   1.0000   0.0497
  -8.400  -0.9036   0.01731   0.01022  -0.0054   1.0000   0.0509
  -8.300  -0.8954   0.01712   0.01002  -0.0049   1.0000   0.0521
  -8.200  -0.8871   0.01694   0.00982  -0.0044   1.0000   0.0533
  -8.100  -0.8786   0.01679   0.00963  -0.0039   1.0000   0.0545
  -8.000  -0.8709   0.01654   0.00937  -0.0033   1.0000   0.0557
  -7.900  -0.8648   0.01616   0.00902  -0.0025   1.0000   0.0574
  -7.800  -0.8572   0.01593   0.00880  -0.0019   1.0000   0.0589
  -7.700  -0.8491   0.01575   0.00862  -0.0014   1.0000   0.0605
  -7.600  -0.8408   0.01558   0.00844  -0.0009   1.0000   0.0621
  -7.500  -0.8322   0.01545   0.00827  -0.0004   1.0000   0.0638
  -7.400  -0.8249   0.01518   0.00801   0.0003   1.0000   0.0657
  -7.300  -0.8178   0.01491   0.00777   0.0010   1.0000   0.0680
  -7.200  -0.8098   0.01473   0.00760   0.0015   1.0000   0.0702
  -7.100  -0.8014   0.01458   0.00744   0.0020   1.0000   0.0726
  -7.000  -0.7928   0.01447   0.00730   0.0025   1.0000   0.0747
  -6.900  -0.7859   0.01417   0.00704   0.0032   1.0000   0.0777
  -6.800  -0.7781   0.01397   0.00687   0.0038   1.0000   0.0807
  -6.700  -0.7698   0.01383   0.00671   0.0043   1.0000   0.0839
  -6.600  -0.7613   0.01370   0.00657   0.0048   1.0000   0.0869
  -6.500  -0.7540   0.01345   0.00637   0.0055   1.0000   0.0911
  -6.400  -0.7459   0.01329   0.00623   0.0060   1.0000   0.0953
  -6.200  -0.7298   0.01294   0.00592   0.0071   1.0000   0.1045
  -6.100  -0.7216   0.01279   0.00579   0.0077   1.0000   0.1098
  -6.000  -0.7135   0.01262   0.00565   0.0082   1.0000   0.1155
  -5.900  -0.7054   0.01245   0.00552   0.0087   1.0000   0.1220
  -5.800  -0.6971   0.01231   0.00539   0.0092   1.0000   0.1286
  -5.700  -0.6890   0.01214   0.00527   0.0097   1.0000   0.1363
  -5.600  -0.6807   0.01199   0.00516   0.0102   1.0000   0.1441
  -5.500  -0.6724   0.01184   0.00505   0.0107   1.0000   0.1529
  -5.400  -0.6641   0.01168   0.00494   0.0111   1.0000   0.1619
  -5.300  -0.6556   0.01155   0.00485   0.0116   1.0000   0.1715
  -5.200  -0.6472   0.01140   0.00475   0.0120   1.0000   0.1819
  -5.100  -0.6388   0.01126   0.00466   0.0125   1.0000   0.1923
  -5.000  -0.6301   0.01114   0.00458   0.0129   1.0000   0.2032
  -4.900  -0.6215   0.01101   0.00450   0.0133   1.0000   0.2148
  -4.800  -0.6130   0.01087   0.00443   0.0137   1.0000   0.2265
  -4.700  -0.6043   0.01075   0.00436   0.0140   1.0000   0.2382
  -4.600  -0.5954   0.01065   0.00430   0.0144   1.0000   0.2501
  -4.500  -0.5864   0.01054   0.00424   0.0147   1.0000   0.2627
  -4.400  -0.5775   0.01043   0.00419   0.0150   1.0000   0.2753
  -4.300  -0.5673   0.01032   0.00414   0.0151   0.9998   0.2884
  -4.200  -0.5517   0.01019   0.00407   0.0140   0.9984   0.3043
  -4.100  -0.5362   0.01006   0.00401   0.0130   0.9969   0.3202
  -4.000  -0.5204   0.00994   0.00396   0.0119   0.9955   0.3363
  -3.900  -0.5045   0.00983   0.00391   0.0108   0.9942   0.3523
  -3.800  -0.4893   0.00971   0.00385   0.0099   0.9926   0.3677
  -3.700  -0.4744   0.00959   0.00380   0.0090   0.9906   0.3830
  -3.600  -0.4592   0.00948   0.00374   0.0081   0.9887   0.3984
  -3.500  -0.4436   0.00937   0.00369   0.0071   0.9869   0.4137
  -3.400  -0.4277   0.00927   0.00365   0.0060   0.9854   0.4291
  -3.300  -0.4115   0.00917   0.00361   0.0049   0.9840   0.4445
  -3.200  -0.3950   0.00907   0.00357   0.0037   0.9828   0.4599
  -3.100  -0.3819   0.00896   0.00351   0.0033   0.9798   0.4739
  -3.000  -0.3674   0.00886   0.00347   0.0026   0.9773   0.4881
  -2.900  -0.3521   0.00875   0.00342   0.0017   0.9753   0.5025
  -2.800  -0.3362   0.00865   0.00337   0.0007   0.9735   0.5169
  -2.700  -0.3199   0.00855   0.00333  -0.0004   0.9721   0.5313
  -2.600  -0.3032   0.00846   0.00329  -0.0015   0.9709   0.5457
  -2.500  -0.2881   0.00837   0.00324  -0.0023   0.9688   0.5595
  -2.400  -0.2756   0.00827   0.00320  -0.0026   0.9650   0.5725
  -2.300  -0.2615   0.00817   0.00316  -0.0031   0.9622   0.5853
  -2.200  -0.2468   0.00807   0.00311  -0.0038   0.9597   0.5984
