NACA 0012 AIRFOILS                              
 Alfa =  -2.40000 Re =   240833.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.11467
   0.99374  0.00214  0.08883
   0.98279  0.00365  0.04252
   0.96998  0.00540  0.04171
   0.95565  0.00732  0.04083
   0.94026  0.00934  0.03984
   0.92426  0.01141  0.03865
   0.90794  0.01348  0.03722
   0.89145  0.01554  0.03547
   0.87488  0.01756  0.03334
   0.85827  0.01955  0.03076
   0.84163  0.02150  0.02766
   0.82498  0.02342  0.02398
   0.80831  0.02531  0.01968
   0.79164  0.02715  0.01480
   0.77497  0.02896  0.00946
   0.75829  0.03074  0.00355
   0.74161  0.03247 -0.00295
   0.72493  0.03417 -0.00996
   0.70825  0.03583 -0.01734
   0.69157  0.03745 -0.02490
   0.67489  0.03904 -0.03256
   0.65822  0.04058 -0.04014
   0.64155  0.04208 -0.04763
   0.62490  0.04354 -0.05498
   0.60824  0.04495 -0.06216
   0.59160  0.04632 -0.06911
   0.57497  0.04764 -0.07595
   0.55835  0.04891 -0.08261
   0.54174  0.05012 -0.08904
   0.52515  0.05129 -0.09533
   0.50858  0.05239 -0.10147
   0.49203  0.05344 -0.10737
   0.47550  0.05442 -0.11321
   0.45899  0.05534 -0.11874
   0.44250  0.05618 -0.12416
   0.42604  0.05696 -0.12927
   0.40962  0.05766 -0.13420
   0.39322  0.05828 -0.13888
   0.37686  0.05881 -0.14325
   0.36055  0.05925 -0.14730
   0.34427  0.05960 -0.15091
   0.32805  0.05984 -0.15408
   0.31188  0.05999 -0.15685
   0.29576  0.06001 -0.15894
   0.27972  0.05992 -0.16044
   0.26374  0.05971 -0.16127
   0.24786  0.05936 -0.16100
   0.23206  0.05887 -0.15984
   0.21638  0.05822 -0.15758
   0.20082  0.05742 -0.15397
   0.18542  0.05645 -0.14861
   0.17020  0.05530 -0.14164
   0.15520  0.05397 -0.13223
   0.14048  0.05243 -0.12023
   0.12612  0.05070 -0.10527
   0.11223  0.04877 -0.08672
   0.09895  0.04665 -0.06402
   0.08645  0.04437 -0.03659
   0.07492  0.04198 -0.00455
   0.06448  0.03953  0.03279
   0.05523  0.03707  0.07478
   0.04714  0.03466  0.12153
   0.04013  0.03232  0.17225
   0.03407  0.03007  0.22782
   0.02883  0.02790  0.28709
   0.02429  0.02580  0.35083
   0.02033  0.02378  0.41977
   0.01687  0.02180  0.49190
   0.01383  0.01987  0.56857
   0.01117  0.01796  0.64959
   0.00884  0.01607  0.73296
   0.00681  0.01418  0.81413
   0.00506  0.01228  0.89103
   0.00358  0.01038  0.95349
   0.00236  0.00847  0.99274
   0.00140  0.00655  0.99614
   0.00069  0.00463  0.95276
   0.00024  0.00274  0.85744
   0.00003  0.00090  0.71721
   0.00003 -0.00090  0.53780
   0.00024 -0.00274  0.32480
   0.00069 -0.00463  0.09038
   0.00140 -0.00655 -0.13857
   0.00236 -0.00847 -0.34822
   0.00358 -0.01038 -0.52491
   0.00506 -0.01228 -0.66164
   0.00681 -0.01418 -0.76823
   0.00884 -0.01607 -0.84459
   0.01117 -0.01796 -0.89984
   0.01383 -0.01987 -0.93617
   0.01687 -0.02180 -0.95738
   0.02033 -0.02378 -0.96839
   0.02429 -0.02580 -0.97062
   0.02883 -0.02790 -0.96585
   0.03407 -0.03007 -0.95590
   0.04013 -0.03232 -0.94071
   0.04714 -0.03466 -0.92231
   0.05523 -0.03707 -0.90137
   0.06448 -0.03953 -0.87777
   0.07492 -0.04198 -0.85313
   0.08645 -0.04437 -0.82754
   0.09895 -0.04665 -0.80208
   0.11223 -0.04877 -0.77703
   0.12612 -0.05070 -0.75243
   0.14048 -0.05243 -0.72888
   0.15520 -0.05397 -0.70607
   0.17020 -0.05530 -0.68416
   0.18542 -0.05645 -0.66290
   0.20082 -0.05742 -0.64235
   0.21638 -0.05822 -0.62247
   0.23206 -0.05887 -0.60316
   0.24786 -0.05936 -0.58452
   0.26374 -0.05971 -0.56636
   0.27972 -0.05992 -0.54872
   0.29577 -0.06001 -0.53157
   0.31188 -0.05999 -0.51501
   0.32805 -0.05984 -0.49897
   0.34427 -0.05960 -0.48343
   0.36055 -0.05925 -0.46847
   0.37686 -0.05881 -0.45407
   0.39322 -0.05827 -0.44028
   0.40962 -0.05766 -0.42711
   0.42604 -0.05696 -0.41457
   0.44250 -0.05618 -0.40265
   0.45899 -0.05534 -0.39135
   0.47550 -0.05442 -0.38065
   0.49203 -0.05344 -0.37051
   0.50858 -0.05239 -0.36089
   0.52515 -0.05129 -0.35173
   0.54175 -0.05012 -0.34300
   0.55835 -0.04891 -0.33465
   0.57497 -0.04764 -0.32664
   0.59160 -0.04632 -0.31896
   0.60825 -0.04495 -0.31169
   0.62490 -0.04354 -0.29905
   0.64155 -0.04208 -0.25737
   0.65822 -0.04058 -0.21890
   0.67490 -0.03904 -0.18904
   0.69157 -0.03745 -0.16885
   0.70825 -0.03583 -0.15470
   0.72493 -0.03417 -0.14376
   0.74161 -0.03247 -0.13417
   0.75829 -0.03074 -0.12471
   0.77497 -0.02896 -0.11503
   0.79165 -0.02715 -0.10478
   0.80831 -0.02531 -0.09386
   0.82498 -0.02342 -0.08230
   0.84163 -0.02150 -0.07026
   0.85827 -0.01955 -0.05723
   0.87488 -0.01756 -0.04324
   0.89145 -0.01554 -0.02857
   0.90794 -0.01348 -0.01242
   0.92426 -0.01141  0.00472
   0.94026 -0.00934  0.02337
   0.95565 -0.00732  0.04343
   0.96998 -0.00540  0.06419
   0.98279 -0.00365  0.08524
   0.99374 -0.00214  0.10590
   1.00000 -0.00126  0.11467
