NACA 0012 AIRFOILS                              
 Alfa =  -8.10000 Re =   138942.109 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.11207
   0.99374  0.00214  0.11005
   0.98279  0.00365  0.10548
   0.96998  0.00540  0.10012
   0.95565  0.00732  0.09427
   0.94026  0.00934  0.08819
   0.92426  0.01141  0.08244
   0.90794  0.01348  0.07713
   0.89145  0.01554  0.07238
   0.87488  0.01756  0.06818
   0.85827  0.01955  0.06452
   0.84163  0.02150  0.06133
   0.82498  0.02342  0.05862
   0.80831  0.02531  0.05626
   0.79164  0.02715  0.05432
   0.77497  0.02896  0.05264
   0.75829  0.03074  0.05126
   0.74161  0.03247  0.05017
   0.72493  0.03417  0.04930
   0.70825  0.03583  0.04861
   0.69157  0.03745  0.04819
   0.67489  0.03904  0.04791
   0.65822  0.04058  0.04789
   0.64155  0.04208  0.04802
   0.62490  0.04354  0.04836
   0.60824  0.04495  0.04885
   0.59160  0.04632  0.04966
   0.57497  0.04764  0.05056
   0.55835  0.04891  0.05168
   0.54174  0.05012  0.05314
   0.52515  0.05129  0.05482
   0.50858  0.05239  0.05677
   0.49203  0.05344  0.05909
   0.47550  0.05442  0.06160
   0.45899  0.05534  0.06469
   0.44250  0.05618  0.06805
   0.42604  0.05696  0.07193
   0.40962  0.05766  0.07633
   0.39322  0.05828  0.08122
   0.37686  0.05881  0.08677
   0.36055  0.05925  0.09304
   0.34427  0.05960  0.10007
   0.32805  0.05984  0.10799
   0.31188  0.05999  0.11684
   0.29576  0.06001  0.12681
   0.27972  0.05992  0.13799
   0.26374  0.05971  0.15043
   0.24786  0.05936  0.16468
   0.23206  0.05887  0.18043
   0.21638  0.05822  0.19819
   0.20082  0.05742  0.21828
   0.18542  0.05645  0.24087
   0.17020  0.05530  0.26625
   0.15520  0.05397  0.29508
   0.14048  0.05243  0.32765
   0.12612  0.05070  0.36425
   0.11223  0.04877  0.40544
   0.09895  0.04665  0.45141
   0.08645  0.04437  0.50206
   0.07492  0.04198  0.55687
   0.06448  0.03953  0.61467
   0.05523  0.03707  0.67423
   0.04714  0.03466  0.73366
   0.04013  0.03232  0.79146
   0.03407  0.03007  0.84650
   0.02883  0.02790  0.89615
   0.02429  0.02580  0.93951
   0.02033  0.02378  0.97329
   0.01687  0.02180  0.99489
   0.01383  0.01987  0.99921
   0.01117  0.01796  0.98044
   0.00884  0.01607  0.92981
   0.00681  0.01418  0.83811
   0.00506  0.01228  0.69030
   0.00358  0.01038  0.47456
   0.00236  0.00847  0.17906
   0.00140  0.00655 -0.20285
   0.00069  0.00463 -0.65968
   0.00024  0.00274 -1.15425
   0.00003  0.00090 -1.65568
   0.00003 -0.00090 -2.14009
   0.00024 -0.00274 -2.59108
   0.00069 -0.00463 -2.98416
   0.00140 -0.00655 -3.26783
   0.00236 -0.00847 -3.43489
   0.00358 -0.01038 -3.49598
   0.00506 -0.01228 -3.46960
   0.00681 -0.01418 -3.38828
   0.00884 -0.01607 -3.26650
   0.01117 -0.01796 -3.12535
   0.01383 -0.01987 -2.97845
   0.01687 -0.02180 -2.84069
   0.02033 -0.02378 -2.72139
   0.02429 -0.02580 -2.62200
   0.02883 -0.02790 -2.54365
   0.03407 -0.03007 -2.48344
   0.04013 -0.03232 -2.43651
   0.04714 -0.03466 -2.39852
   0.05523 -0.03707 -2.36604
   0.06448 -0.03953 -2.33626
   0.07492 -0.04198 -2.30650
   0.08645 -0.04437 -2.27336
   0.09895 -0.04665 -1.82295
   0.11223 -0.04877 -1.47118
   0.12612 -0.05070 -1.31742
   0.14048 -0.05243 -1.24305
   0.15520 -0.05397 -1.19076
   0.17020 -0.05530 -1.14423
   0.18542 -0.05645 -1.09916
   0.20082 -0.05742 -1.05486
   0.21638 -0.05822 -1.01237
   0.23206 -0.05887 -0.97126
   0.24786 -0.05936 -0.93211
   0.26374 -0.05971 -0.89428
   0.27972 -0.05992 -0.85788
   0.29577 -0.06001 -0.82296
   0.31188 -0.05999 -0.78963
   0.32805 -0.05984 -0.75735
   0.34427 -0.05960 -0.72624
   0.36055 -0.05925 -0.69637
   0.37686 -0.05881 -0.66734
   0.39322 -0.05827 -0.63938
   0.40962 -0.05766 -0.61232
   0.42604 -0.05696 -0.58612
   0.44250 -0.05618 -0.56056
   0.45899 -0.05534 -0.53589
   0.47550 -0.05442 -0.51178
   0.49203 -0.05344 -0.48837
   0.50858 -0.05239 -0.46549
   0.52515 -0.05129 -0.44309
   0.54175 -0.05012 -0.42124
   0.55835 -0.04891 -0.39989
   0.57497 -0.04764 -0.37876
   0.59160 -0.04632 -0.35823
   0.60825 -0.04495 -0.33785
   0.62490 -0.04354 -0.31793
   0.64155 -0.04208 -0.29807
   0.65822 -0.04058 -0.27852
   0.67490 -0.03904 -0.25912
   0.69157 -0.03745 -0.23994
   0.70825 -0.03583 -0.22075
   0.72493 -0.03417 -0.20168
   0.74161 -0.03247 -0.18263
   0.75829 -0.03074 -0.16358
   0.77497 -0.02896 -0.14453
   0.79165 -0.02715 -0.12541
   0.80831 -0.02531 -0.10618
   0.82498 -0.02342 -0.08689
   0.84163 -0.02150 -0.06761
   0.85827 -0.01955 -0.04818
   0.87488 -0.01756 -0.02873
   0.89145 -0.01554 -0.00939
   0.90794 -0.01348  0.00989
   0.92426 -0.01141  0.02884
   0.94026 -0.00934  0.04723
   0.95565 -0.00732  0.06468
   0.96998 -0.00540  0.08056
   0.98279 -0.00365  0.09442
   0.99374 -0.00214  0.10594
   1.00000 -0.00126  0.11207
