  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012 AIRFOILS                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.054 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8575   0.07023   0.06264  -0.0240   1.0000   0.1399
  -9.917  -0.8622   0.06849   0.06083  -0.0238   1.0000   0.1397
  -9.833  -0.8672   0.06677   0.05902  -0.0235   1.0000   0.1396
  -9.750  -0.8722   0.06506   0.05722  -0.0231   1.0000   0.1395
  -9.667  -0.8771   0.06338   0.05544  -0.0226   1.0000   0.1395
  -9.583  -0.8819   0.06173   0.05367  -0.0221   1.0000   0.1396
  -9.500  -0.8864   0.06012   0.05191  -0.0215   1.0000   0.1397
  -9.417  -0.8902   0.05856   0.05021  -0.0209   1.0000   0.1399
  -9.333  -0.8935   0.05706   0.04853  -0.0202   1.0000   0.1401
  -9.250  -0.8965   0.05561   0.04690  -0.0194   1.0000   0.1405
  -9.167  -0.8737   0.05553   0.04726  -0.0201   1.0000   0.1442
  -9.083  -0.8716   0.05442   0.04609  -0.0196   1.0000   0.1452
  -9.000  -0.8708   0.05319   0.04477  -0.0191   1.0000   0.1460
  -8.917  -0.8702   0.05192   0.04339  -0.0185   1.0000   0.1468
  -8.833  -0.8696   0.05065   0.04198  -0.0179   1.0000   0.1476
  -8.750  -0.8686   0.04942   0.04062  -0.0173   1.0000   0.1486
  -8.667  -0.8676   0.04822   0.03928  -0.0166   1.0000   0.1497
  -8.583  -0.8667   0.04704   0.03793  -0.0159   1.0000   0.1511
  -8.500  -0.8660   0.04587   0.03655  -0.0152   1.0000   0.1525
  -8.417  -0.8656   0.04472   0.03516  -0.0143   1.0000   0.1539
  -8.333  -0.8652   0.04363   0.03379  -0.0133   1.0000   0.1552
  -8.250  -0.8568   0.04272   0.03304  -0.0133   1.0000   0.1576
  -8.167  -0.8491   0.04209   0.03247  -0.0131   1.0000   0.1600
  -8.083  -0.8434   0.04132   0.03165  -0.0126   1.0000   0.1623
  -8.000  -0.8389   0.04046   0.03068  -0.0121   1.0000   0.1646
  -7.917  -0.8354   0.03956   0.02959  -0.0114   1.0000   0.1671
  -7.833  -0.8329   0.03865   0.02840  -0.0105   1.0000   0.1696
  -7.750  -0.8258   0.03784   0.02766  -0.0102   1.0000   0.1725
  -7.667  -0.8181   0.03730   0.02720  -0.0100   1.0000   0.1759
  -7.583  -0.8120   0.03665   0.02650  -0.0095   1.0000   0.1793
  -7.500  -0.8072   0.03587   0.02555  -0.0088   1.0000   0.1827
  -7.417  -0.8027   0.03506   0.02456  -0.0082   1.0000   0.1861
  -7.333  -0.7943   0.03451   0.02417  -0.0080   1.0000   0.1901
  -7.250  -0.7876   0.03398   0.02364  -0.0076   1.0000   0.1946
  -7.167  -0.7826   0.03332   0.02279  -0.0069   1.0000   0.1992
  -7.083  -0.7756   0.03265   0.02214  -0.0065   1.0000   0.2035
  -7.000  -0.7682   0.03217   0.02173  -0.0061   1.0000   0.2085
  -6.917  -0.7627   0.03160   0.02103  -0.0055   1.0000   0.2143
  -6.833  -0.7557   0.03103   0.02050  -0.0051   1.0000   0.2197
  -6.750  -0.7487   0.03058   0.02011  -0.0047   1.0000   0.2259
  -6.667  -0.7433   0.03000   0.01935  -0.0040   1.0000   0.2325
  -6.583  -0.7354   0.02956   0.01910  -0.0037   1.0000   0.2389
  -6.500  -0.7299   0.02907   0.01848  -0.0030   1.0000   0.2469
  -6.417  -0.7224   0.02863   0.01821  -0.0027   1.0000   0.2541
  -6.333  -0.7168   0.02816   0.01762  -0.0020   1.0000   0.2630
  -6.250  -0.7094   0.02774   0.01739  -0.0016   1.0000   0.2710
  -6.167  -0.7037   0.02729   0.01688  -0.0009   1.0000   0.2810
  -6.083  -0.6969   0.02694   0.01664  -0.0004   1.0000   0.2905
  -6.000  -0.6905   0.02653   0.01628   0.0002   1.0000   0.3008
  -5.917  -0.6849   0.02613   0.01584   0.0009   1.0000   0.3125
  -5.833  -0.6782   0.02580   0.01566   0.0015   1.0000   0.3235
  -5.750  -0.6720   0.02546   0.01541   0.0022   1.0000   0.3353
  -5.667  -0.6661   0.02511   0.01511   0.0029   1.0000   0.3481
  -5.583  -0.6604   0.02478   0.01480   0.0036   1.0000   0.3617
  -5.500  -0.6544   0.02450   0.01460   0.0044   1.0000   0.3752
  -5.417  -0.6481   0.02423   0.01446   0.0051   1.0000   0.3886
  -5.333  -0.6420   0.02397   0.01429   0.0059   1.0000   0.4025
  -5.250  -0.6360   0.02372   0.01412   0.0067   1.0000   0.4168
  -5.167  -0.6301   0.02348   0.01394   0.0075   1.0000   0.4315
  -5.083  -0.6242   0.02326   0.01378   0.0083   1.0000   0.4464
  -5.000  -0.6183   0.02304   0.01362   0.0092   1.0000   0.4614
  -4.917  -0.6124   0.02284   0.01348   0.0100   1.0000   0.4765
  -4.833  -0.6065   0.02267   0.01336   0.0109   1.0000   0.4915
  -4.750  -0.6000   0.02253   0.01332   0.0118   1.0000   0.5056
  -4.667  -0.5935   0.02239   0.01327   0.0127   1.0000   0.5197
  -4.583  -0.5872   0.02226   0.01321   0.0136   1.0000   0.5340
  -4.500  -0.5810   0.02213   0.01314   0.0145   1.0000   0.5484
  -4.417  -0.5749   0.02201   0.01307   0.0154   1.0000   0.5627
  -4.333  -0.5688   0.02189   0.01298   0.0163   1.0000   0.5771
  -4.250  -0.5629   0.02177   0.01288   0.0173   1.0000   0.5917
  -4.167  -0.5560   0.02173   0.01292   0.0183   1.0000   0.6047
  -4.083  -0.5492   0.02168   0.01293   0.0193   1.0000   0.6178
  -4.000  -0.5428   0.02162   0.01291   0.0203   1.0000   0.6311
  -3.917  -0.5367   0.02154   0.01287   0.0213   1.0000   0.6448
  -3.833  -0.5308   0.02146   0.01280   0.0223   1.0000   0.6587
  -3.750  -0.5235   0.02149   0.01288   0.0233   1.0000   0.6708
  -3.667  -0.5165   0.02149   0.01293   0.0244   1.0000   0.6831
  -3.583  -0.5101   0.02147   0.01292   0.0254   1.0000   0.6960
  -3.500  -0.5042   0.02142   0.01288   0.0265   1.0000   0.7093
  -3.417  -0.4966   0.02148   0.01296   0.0275   1.0000   0.7212
  -3.333  -0.4889   0.02154   0.01304   0.0285   1.0000   0.7328
  -3.250  -0.4821   0.02155   0.01306   0.0295   1.0000   0.7453
  -3.167  -0.4763   0.02153   0.01303   0.0306   1.0000   0.7585
  -3.083  -0.4661   0.02170   0.01322   0.0314   1.0000   0.7690
  -3.000  -0.4576   0.02177   0.01329   0.0322   1.0000   0.7807
  -2.917  -0.4505   0.02179   0.01330   0.0331   1.0000   0.7933
  -2.833  -0.4395   0.02195   0.01344   0.0336   1.0000   0.8046
  -2.750  -0.4272   0.02211   0.01359   0.0338   1.0000   0.8155
  -2.667  -0.4173   0.02218   0.01362   0.0343   1.0000   0.8277
  -2.583  -0.4045   0.02232   0.01373   0.0343   1.0000   0.8394
  -2.500  -0.3850   0.02257   0.01393   0.0332   1.0000   0.8497
  -2.417  -0.3702   0.02268   0.01401   0.0327   1.0000   0.8614
  -2.333  -0.3520   0.02284   0.01410   0.0316   1.0000   0.8728
  -2.250  -0.3238   0.02310   0.01428   0.0288   1.0000   0.8824
  -2.167  -0.3044   0.02318   0.01430   0.0272   1.0000   0.8937
  -2.083  -0.2738   0.02335   0.01438   0.0236   1.0000   0.9033
  -2.000  -0.2426   0.02342   0.01437   0.0198   1.0000   0.9127
  -1.917  -0.2194   0.02341   0.01429   0.0172   1.0000   0.9234
  -1.833  -0.1838   0.02339   0.01418   0.0124   1.0000   0.9312
  -1.750  -0.1617   0.02329   0.01403   0.0098   1.0000   0.9416
  -1.667  -0.1305   0.02315   0.01383   0.0055   1.0000   0.9497
  -1.583  -0.1055   0.02298   0.01361   0.0023   1.0000   0.9589
  -1.500  -0.0794   0.02278   0.01336  -0.0013   1.0000   0.9679
  -1.417  -0.0516   0.02251   0.01305  -0.0052   1.0000   0.9758
  -1.333  -0.0256   0.02223   0.01274  -0.0088   1.0000   0.9844
  -1.250   0.0020   0.02190   0.01238  -0.0129   1.0000   0.9923
  -1.167   0.0302   0.02154   0.01199  -0.0171   1.0000   0.9999
  -1.083   0.0316   0.02136   0.01182  -0.0165   1.0000   1.0000
  -1.000   0.0323   0.02120   0.01167  -0.0158   1.0000   1.0000
  -0.917   0.0324   0.02105   0.01153  -0.0150   1.0000   1.0000
  -0.833   0.0320   0.02091   0.01141  -0.0141   1.0000   1.0000
  -0.750   0.0311   0.02079   0.01130  -0.0131   1.0000   1.0000
  -0.667   0.0298   0.02068   0.01121  -0.0120   1.0000   1.0000
  -0.583   0.0280   0.02058   0.01112  -0.0108   1.0000   1.0000
  -0.500   0.0255   0.02050   0.01105  -0.0095   1.0000   1.0000
  -0.417   0.0224   0.02043   0.01099  -0.0081   1.0000   1.0000
  -0.333   0.0188   0.02037   0.01094  -0.0066   1.0000   1.0000
  -0.250   0.0146   0.02033   0.01091  -0.0051   1.0000   1.0000
  -0.167   0.0100   0.02030   0.01088  -0.0034   1.0000   1.0000
  -0.083   0.0051   0.02028   0.01087  -0.0017   1.0000   1.0000
   0.000   0.0000   0.02027   0.01086  -0.0000   1.0000   1.0000
   0.083  -0.0051   0.02028   0.01087   0.0017   1.0000   1.0000
   0.167  -0.0100   0.02030   0.01088   0.0034   1.0000   1.0000
   0.250  -0.0146   0.02033   0.01091   0.0051   1.0000   1.0000
   0.333  -0.0188   0.02037   0.01094   0.0066   1.0000   1.0000
   0.417  -0.0224   0.02043   0.01099   0.0081   1.0000   1.0000
   0.500  -0.0255   0.02049   0.01105   0.0095   1.0000   1.0000
   0.583  -0.0280   0.02058   0.01112   0.0108   1.0000   1.0000
   0.667  -0.0298   0.02068   0.01120   0.0120   1.0000   1.0000
   0.750  -0.0311   0.02079   0.01130   0.0131   1.0000   1.0000
   0.833  -0.0320   0.02091   0.01141   0.0141   1.0000   1.0000
   0.917  -0.0324   0.02105   0.01153   0.0150   1.0000   1.0000
   1.000  -0.0322   0.02120   0.01167   0.0158   1.0000   1.0000
   1.083  -0.0316   0.02136   0.01182   0.0165   1.0000   1.0000
   1.167  -0.0303   0.02154   0.01199   0.0171   0.9999   1.0000
   1.250  -0.0021   0.02190   0.01237   0.0129   0.9923   1.0000
   1.333   0.0255   0.02223   0.01273   0.0089   0.9844   1.0000
   1.417   0.0515   0.02250   0.01304   0.0052   0.9758   1.0000
   1.500   0.0794   0.02277   0.01335   0.0013   0.9679   1.0000
   1.583   0.1054   0.02298   0.01360  -0.0022   0.9589   1.0000
   1.667   0.1305   0.02315   0.01382  -0.0055   0.9497   1.0000
   1.750   0.1617   0.02329   0.01403  -0.0098   0.9416   1.0000
   1.833   0.1837   0.02338   0.01417  -0.0123   0.9312   1.0000
   1.917   0.2195   0.02341   0.01429  -0.0172   0.9235   1.0000
   2.000   0.2425   0.02342   0.01436  -0.0198   0.9127   1.0000
   2.083   0.2738   0.02334   0.01437  -0.0236   0.9033   1.0000
   2.167   0.3043   0.02318   0.01429  -0.0272   0.8937   1.0000
   2.250   0.3237   0.02309   0.01428  -0.0287   0.8824   1.0000
   2.333   0.3520   0.02283   0.01410  -0.0316   0.8728   1.0000
   2.417   0.3701   0.02268   0.01400  -0.0327   0.8614   1.0000
   2.500   0.3850   0.02257   0.01393  -0.0332   0.8497   1.0000
   2.583   0.4045   0.02231   0.01373  -0.0343   0.8395   1.0000
   2.667   0.4173   0.02218   0.01362  -0.0342   0.8277   1.0000
   2.750   0.4272   0.02211   0.01358  -0.0338   0.8156   1.0000
   2.833   0.4395   0.02194   0.01344  -0.0336   0.8046   1.0000
   2.917   0.4504   0.02179   0.01330  -0.0331   0.7933   1.0000
   3.000   0.4575   0.02177   0.01329  -0.0322   0.7807   1.0000
   3.083   0.4660   0.02170   0.01321  -0.0314   0.7690   1.0000
   3.167   0.4762   0.02152   0.01303  -0.0306   0.7585   1.0000
   3.250   0.4821   0.02155   0.01306  -0.0295   0.7453   1.0000
   3.333   0.4888   0.02154   0.01304  -0.0285   0.7328   1.0000
   3.417   0.4965   0.02148   0.01296  -0.0275   0.7212   1.0000
   3.500   0.5042   0.02142   0.01288  -0.0265   0.7094   1.0000
   3.583   0.5100   0.02147   0.01292  -0.0254   0.6960   1.0000
   3.667   0.5165   0.02149   0.01293  -0.0244   0.6832   1.0000
   3.750   0.5235   0.02149   0.01288  -0.0233   0.6709   1.0000
