NACA 0012 AIRFOILS                              
 Alfa =  -1.30000 Re =   213044.578 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.15556
   0.99374  0.00214  0.13429
   0.98279  0.00365  0.09519
   0.96998  0.00540  0.04594
   0.95565  0.00732 -0.00347
   0.94026  0.00934 -0.00528
   0.92426  0.01141 -0.00710
   0.90794  0.01348 -0.00902
   0.89145  0.01554 -0.01112
   0.87488  0.01756 -0.01344
   0.85827  0.01955 -0.01605
   0.84163  0.02150 -0.01902
   0.82498  0.02342 -0.02239
   0.80831  0.02531 -0.02621
   0.79164  0.02715 -0.03052
   0.77497  0.02896 -0.03532
   0.75829  0.03074 -0.04056
   0.74161  0.03247 -0.04621
   0.72493  0.03417 -0.05234
   0.70825  0.03583 -0.05896
   0.69157  0.03745 -0.06603
   0.67489  0.03904 -0.07349
   0.65822  0.04058 -0.08120
   0.64155  0.04208 -0.08911
   0.62490  0.04354 -0.09713
   0.60824  0.04495 -0.10520
   0.59160  0.04632 -0.11322
   0.57497  0.04764 -0.12127
   0.55835  0.04891 -0.12924
   0.54174  0.05012 -0.13713
   0.52515  0.05129 -0.14494
   0.50858  0.05239 -0.15270
   0.49203  0.05344 -0.16033
   0.47550  0.05442 -0.16793
   0.45899  0.05534 -0.17536
   0.44250  0.05618 -0.18271
   0.42604  0.05696 -0.18994
   0.40962  0.05766 -0.19700
   0.39322  0.05828 -0.20395
   0.37686  0.05881 -0.21070
   0.36055  0.05925 -0.21726
   0.34427  0.05960 -0.22354
   0.32805  0.05984 -0.22954
   0.31188  0.05999 -0.23522
   0.29576  0.06001 -0.24048
   0.27972  0.05992 -0.24532
   0.26374  0.05971 -0.24974
   0.24786  0.05936 -0.25325
   0.23206  0.05887 -0.25626
   0.21638  0.05822 -0.25841
   0.20082  0.05742 -0.25951
   0.18542  0.05645 -0.25935
   0.17020  0.05530 -0.25800
   0.15520  0.05397 -0.25465
   0.14048  0.05243 -0.24941
   0.12612  0.05070 -0.24179
   0.11223  0.04877 -0.23131
   0.09895  0.04665 -0.21734
   0.08645  0.04437 -0.19965
   0.07492  0.04198 -0.17748
   0.06448  0.03953 -0.15072
   0.05523  0.03707 -0.11950
   0.04714  0.03466 -0.08324
   0.04013  0.03232 -0.04267
   0.03407  0.03007  0.00296
