NACA 0012 AIRFOILS                              
 Alfa =  -6.60000 Re =   240833.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.12543
   0.99374  0.00214  0.12410
   0.98279  0.00365  0.12164
   0.96998  0.00540  0.11838
   0.95565  0.00732  0.11431
   0.94026  0.00934  0.10922
   0.92426  0.01141  0.10317
   0.90794  0.01348  0.09649
   0.89145  0.01554  0.08959
   0.87488  0.01756  0.08280
   0.85827  0.01955  0.07636
   0.84163  0.02150  0.07037
   0.82498  0.02342  0.06494
   0.80831  0.02531  0.05996
   0.79164  0.02715  0.05551
   0.77497  0.02896  0.05145
   0.75829  0.03074  0.04779
   0.74161  0.03247  0.04454
   0.72493  0.03417  0.04156
   0.70825  0.03583  0.03885
   0.69157  0.03745  0.03646
   0.67489  0.03904  0.03424
   0.65822  0.04058  0.03234
   0.64155  0.04208  0.03060
   0.62490  0.04354  0.02908
   0.60824  0.04495  0.02773
   0.59160  0.04632  0.02672
   0.57497  0.04764  0.02578
   0.55835  0.04891  0.02506
   0.54174  0.05012  0.02466
   0.52515  0.05129  0.02447
   0.50858  0.05239  0.02451
   0.49203  0.05344  0.02492
   0.47550  0.05442  0.02547
   0.45899  0.05534  0.02657
   0.44250  0.05618  0.02789
   0.42604  0.05696  0.02970
   0.40962  0.05766  0.03200
   0.39322  0.05828  0.03468
   0.37686  0.05881  0.03799
   0.36055  0.05925  0.04196
   0.34427  0.05960  0.04662
   0.32805  0.05984  0.05208
   0.31188  0.05999  0.05841
   0.29576  0.06001  0.06577
   0.27972  0.05992  0.07422
   0.26374  0.05971  0.08385
   0.24786  0.05936  0.09520
   0.23206  0.05887  0.10791
   0.21638  0.05822  0.12251
   0.20082  0.05742  0.13935
   0.18542  0.05645  0.15859
   0.17020  0.05530  0.18046
   0.15520  0.05397  0.20566
   0.14048  0.05243  0.23465
   0.12612  0.05070  0.26753
   0.11223  0.04877  0.30514
   0.09895  0.04665  0.34766
   0.08645  0.04437  0.39534
   0.07492  0.04198  0.44779
   0.06448  0.03953  0.50420
   0.05523  0.03707  0.56365
   0.04714  0.03466  0.62466
   0.04013  0.03232  0.68607
   0.03407  0.03007  0.74694
   0.02883  0.02790  0.80524
   0.02429  0.02580  0.86078
   0.02033  0.02378  0.91057
   0.01687  0.02180  0.95296
   0.01383  0.01987  0.98400
   0.01117  0.01796  0.99941
   0.00884  0.01607  0.99198
   0.00681  0.01418  0.95325
   0.00506  0.01228  0.87039
   0.00358  0.01038  0.73291
   0.00236  0.00847  0.52563
   0.00140  0.00655  0.24117
   0.00069  0.00463 -0.11639
   0.00024  0.00274 -0.52095
   0.00003  0.00090 -0.94891
   0.00003 -0.00090 -1.37660
   0.00024 -0.00274 -1.79368
   0.00069 -0.00463 -2.17577
   0.00140 -0.00655 -2.47469
   0.00236 -0.00847 -2.67953
   0.00358 -0.01038 -2.79624
   0.00506 -0.01228 -2.83368
   0.00681 -0.01418 -2.82152
   0.00884 -0.01607 -2.76787
   0.01117 -0.01796 -2.69074
   0.01383 -0.01987 -2.59600
   0.01687 -0.02180 -2.49312
   0.02033 -0.02378 -2.38592
   0.02429 -0.02580 -2.27858
   0.02883 -0.02790 -2.17402
   0.03407 -0.03007 -2.07597
   0.04013 -0.03232 -1.98671
   0.04714 -0.03466 -1.90703
   0.05523 -0.03707 -1.83820
   0.06448 -0.03953 -1.77966
   0.07492 -0.04198 -1.72912
   0.08645 -0.04437 -1.68335
   0.09895 -0.04665 -1.63844
   0.11223 -0.04877 -1.46722
   0.12612 -0.05070 -1.20948
   0.14048 -0.05243 -1.12112
   0.15520 -0.05397 -1.08072
   0.17020 -0.05530 -1.04509
   0.18542 -0.05645 -1.00762
   0.20082 -0.05742 -0.97018
   0.21638 -0.05822 -0.93423
   0.23206 -0.05887 -0.89825
   0.24786 -0.05936 -0.86399
   0.26374 -0.05971 -0.83082
   0.27972 -0.05992 -0.79888
   0.29577 -0.06001 -0.76816
   0.31188 -0.05999 -0.73881
   0.32805 -0.05984 -0.71029
   0.34427 -0.05960 -0.68274
   0.36055 -0.05925 -0.65627
   0.37686 -0.05881 -0.63043
   0.39322 -0.05827 -0.60553
   0.40962 -0.05766 -0.58141
   0.42604 -0.05696 -0.55800
   0.44250 -0.05618 -0.53512
   0.45899 -0.05534 -0.51301
   0.47550 -0.05442 -0.49140
   0.49203 -0.05344 -0.47038
   0.50858 -0.05239 -0.44983
   0.52515 -0.05129 -0.42967
   0.54175 -0.05012 -0.41001
   0.55835 -0.04891 -0.39079
   0.57497 -0.04764 -0.37169
   0.59160 -0.04632 -0.35325
   0.60825 -0.04495 -0.33480
   0.62490 -0.04354 -0.31684
   0.64155 -0.04208 -0.29885
   0.65822 -0.04058 -0.28115
   0.67490 -0.03904 -0.26356
   0.69157 -0.03745 -0.24613
   0.70825 -0.03583 -0.22860
   0.72493 -0.03417 -0.21111
   0.74161 -0.03247 -0.19357
   0.75829 -0.03074 -0.17590
   0.77497 -0.02896 -0.15812
   0.79165 -0.02715 -0.14003
   0.80831 -0.02531 -0.12161
   0.82498 -0.02342 -0.10285
   0.84163 -0.02150 -0.08378
   0.85827 -0.01955 -0.06411
   0.87488 -0.01756 -0.04389
   0.89145 -0.01554 -0.02327
   0.90794 -0.01348 -0.00199
   0.92426 -0.01141  0.01963
   0.94026 -0.00934  0.04143
   0.95565 -0.00732  0.06294
   0.96998 -0.00540  0.08319
   0.98279 -0.00365  0.10149
   0.99374 -0.00214  0.11721
   1.00000 -0.00126  0.12543
