NACA 0012 AIRFOILS                              
 Alfa =  -9.00000 Re =   308760.250 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.11737
   0.99374  0.00214  0.11553
   0.98279  0.00365  0.11029
   0.96998  0.00540  0.10445
   0.95565  0.00732  0.09851
   0.94026  0.00934  0.09262
   0.92426  0.01141  0.08746
   0.90794  0.01348  0.08298
   0.89145  0.01554  0.07926
   0.87488  0.01756  0.07615
   0.85827  0.01955  0.07365
   0.84163  0.02150  0.07162
   0.82498  0.02342  0.07008
   0.80831  0.02531  0.06883
   0.79164  0.02715  0.06803
   0.77497  0.02896  0.06747
   0.75829  0.03074  0.06712
   0.74161  0.03247  0.06712
   0.72493  0.03417  0.06730
   0.70825  0.03583  0.06763
   0.69157  0.03745  0.06825
   0.67489  0.03904  0.06896
   0.65822  0.04058  0.06997
   0.64155  0.04208  0.07110
   0.62490  0.04354  0.07247
   0.60824  0.04495  0.07394
   0.59160  0.04632  0.07582
   0.57497  0.04764  0.07774
   0.55835  0.04891  0.07989
   0.54174  0.05012  0.08243
   0.52515  0.05129  0.08520
   0.50858  0.05239  0.08821
   0.49203  0.05344  0.09171
   0.47550  0.05442  0.09530
   0.45899  0.05534  0.09963
   0.44250  0.05618  0.10415
   0.42604  0.05696  0.10928
   0.40962  0.05766  0.11501
   0.39322  0.05828  0.12116
   0.37686  0.05881  0.12808
   0.36055  0.05925  0.13575
   0.34427  0.05960  0.14424
   0.32805  0.05984  0.15366
   0.31188  0.05999  0.16406
   0.29576  0.06001  0.17565
   0.27972  0.05992  0.18851
   0.26374  0.05971  0.20264
   0.24786  0.05936  0.21873
   0.23206  0.05887  0.23638
   0.21638  0.05822  0.25601
   0.20082  0.05742  0.27813
   0.18542  0.05645  0.30278
   0.17020  0.05530  0.33027
   0.15520  0.05397  0.36124
   0.14048  0.05243  0.39599
   0.12612  0.05070  0.43465
   0.11223  0.04877  0.47786
   0.09895  0.04665  0.52550
   0.08645  0.04437  0.57750
   0.07492  0.04198  0.63300
   0.06448  0.03953  0.69048
   0.05523  0.03707  0.74880
   0.04714  0.03466  0.80533
   0.04013  0.03232  0.85866
   0.03407  0.03007  0.90679
   0.02883  0.02790  0.94765
   0.02429  0.02580  0.97858
   0.02033  0.02378  0.99693
   0.01687  0.02180  0.99813
   0.01383  0.01987  0.97706
   0.01117  0.01796  0.92556
   0.00884  0.01607  0.83484
   0.00681  0.01418  0.69189
   0.00506  0.01228  0.48255
   0.00358  0.01038  0.19187
   0.00236  0.00847 -0.19027
   0.00140  0.00655 -0.66827
   0.00069  0.00463 -1.22439
   0.00024  0.00274 -1.81024
   0.00003  0.00090 -2.39245
   0.00003 -0.00090 -2.94043
   0.00024 -0.00274 -3.43992
   0.00069 -0.00463 -3.85935
   0.00140 -0.00655 -4.14056
   0.00236 -0.00847 -4.28256
   0.00358 -0.01038 -4.30070
   0.00506 -0.01228 -4.22101
   0.00681 -0.01418 -4.08203
   0.00884 -0.01607 -3.90429
   0.01117 -0.01796 -3.71957
   0.01383 -0.01987 -3.55392
   0.01687 -0.02180 -3.42079
   0.02033 -0.02378 -3.32053
   0.02429 -0.02580 -3.24836
   0.02883 -0.02790 -3.19455
   0.03407 -0.03007 -3.15066
   0.04013 -0.03232 -3.10992
   0.04714 -0.03466 -3.06508
   0.05523 -0.03707 -2.45590
   0.06448 -0.03953 -2.03395
   0.07492 -0.04198 -1.87187
   0.08645 -0.04437 -1.76958
   0.09895 -0.04665 -1.67730
   0.11223 -0.04877 -1.58910
   0.12612 -0.05070 -1.50502
   0.14048 -0.05243 -1.42724
   0.15520 -0.05397 -1.35489
   0.17020 -0.05530 -1.28823
   0.18542 -0.05645 -1.22627
   0.20082 -0.05742 -1.16860
   0.21638 -0.05822 -1.11507
   0.23206 -0.05887 -1.06462
   0.24786 -0.05936 -1.01761
   0.26374 -0.05971 -0.97297
   0.27972 -0.05992 -0.93067
   0.29577 -0.06001 -0.89048
   0.31188 -0.05999 -0.85243
   0.32805 -0.05984 -0.81589
   0.34427 -0.05960 -0.78096
   0.36055 -0.05925 -0.74752
   0.37686 -0.05881 -0.71528
   0.39322 -0.05827 -0.68429
   0.40962 -0.05766 -0.65439
   0.42604 -0.05696 -0.62553
   0.44250 -0.05618 -0.59750
   0.45899 -0.05534 -0.57048
   0.47550 -0.05442 -0.54414
   0.49203 -0.05344 -0.51862
   0.50858 -0.05239 -0.49372
   0.52515 -0.05129 -0.46940
   0.54175 -0.05012 -0.44567
   0.55835 -0.04891 -0.42254
   0.57497 -0.04764 -0.39967
   0.59160 -0.04632 -0.37748
   0.60825 -0.04495 -0.35545
   0.62490 -0.04354 -0.33391
   0.64155 -0.04208 -0.31251
   0.65822 -0.04058 -0.29141
   0.67490 -0.03904 -0.27049
   0.69157 -0.03745 -0.24982
   0.70825 -0.03583 -0.22913
   0.72493 -0.03417 -0.20855
   0.74161 -0.03247 -0.18802
   0.75829 -0.03074 -0.16750
   0.77497 -0.02896 -0.14698
   0.79165 -0.02715 -0.12641
   0.80831 -0.02531 -0.10573
   0.82498 -0.02342 -0.08504
   0.84163 -0.02150 -0.06440
   0.85827 -0.01955 -0.04371
   0.87488 -0.01756 -0.02309
   0.89145 -0.01554 -0.00274
   0.90794 -0.01348  0.01732
   0.92426 -0.01141  0.03680
   0.94026 -0.00934  0.05541
   0.95565 -0.00732  0.07271
   0.96998 -0.00540  0.08810
   0.98279 -0.00365  0.10119
   0.99374 -0.00214  0.11179
   1.00000 -0.00126  0.11737
