NACA 0012 AIRFOILS                              
 Alfa =   7.90000 Re =   138942.109 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.11283
   0.99374  0.00214  0.10658
   0.98279  0.00365  0.09484
   0.96998  0.00540  0.08074
   0.95565  0.00732  0.06459
   0.94026  0.00934  0.04693
   0.92426  0.01141  0.02833
   0.90794  0.01348  0.00923
   0.89145  0.01554 -0.01012
   0.87488  0.01756 -0.02961
   0.85827  0.01955 -0.04904
   0.84163  0.02150 -0.06844
   0.82498  0.02342 -0.08771
   0.80831  0.02531 -0.10692
   0.79164  0.02715 -0.12589
   0.77497  0.02896 -0.14498
   0.75829  0.03074 -0.16386
   0.74161  0.03247 -0.18268
   0.72493  0.03417 -0.20159
   0.70825  0.03583 -0.22046
   0.69157  0.03745 -0.23933
   0.67489  0.03904 -0.25838
   0.65822  0.04058 -0.27751
   0.64155  0.04208 -0.29678
   0.62490  0.04354 -0.31635
   0.60824  0.04495 -0.33608
   0.59160  0.04632 -0.35602
   0.57497  0.04764 -0.37646
   0.55835  0.04891 -0.39711
   0.54174  0.05012 -0.41822
   0.52515  0.05129 -0.43970
   0.50858  0.05239 -0.46174
   0.49203  0.05344 -0.48424
   0.47550  0.05442 -0.50730
   0.45899  0.05534 -0.53100
   0.44250  0.05618 -0.55531
   0.42604  0.05696 -0.58034
   0.40962  0.05766 -0.60601
   0.39322  0.05828 -0.63265
   0.37686  0.05881 -0.66009
   0.36055  0.05925 -0.68847
   0.34427  0.05960 -0.71779
   0.32805  0.05984 -0.74812
   0.31188  0.05999 -0.77961
   0.29576  0.06001 -0.81228
   0.27972  0.05992 -0.84621
   0.26374  0.05971 -0.88163
   0.24786  0.05936 -0.91811
   0.23206  0.05887 -0.95612
   0.21638  0.05822 -0.99568
   0.20082  0.05742 -1.03667
   0.18542  0.05645 -1.07826
   0.17020  0.05530 -1.12104
   0.15520  0.05397 -1.16645
   0.14048  0.05243 -1.22195
   0.12612  0.05070 -1.31843
   0.11223  0.04877 -1.53324
   0.09895  0.04665 -1.93911
   0.08645  0.04437 -2.18042
   0.07492  0.04198 -2.21150
   0.06448  0.03953 -2.24085
   0.05523  0.03707 -2.27137
   0.04714  0.03466 -2.30564
   0.04013  0.03232 -2.34656
   0.03407  0.03007 -2.39771
   0.02883  0.02790 -2.46335
   0.02429  0.02580 -2.54760
   0.02033  0.02378 -2.65102
   0.01687  0.02180 -2.77281
   0.01383  0.01987 -2.90907
   0.01117  0.01796 -3.04993
   0.00884  0.01607 -3.18217
   0.00681  0.01418 -3.29311
   0.00506  0.01228 -3.36358
   0.00358  0.01038 -3.37967
   0.00236  0.00847 -3.30955
   0.00140  0.00655 -3.13593
   0.00069  0.00463 -2.85101
   0.00024  0.00274 -2.45901
   0.00003  0.00090 -2.01613
   0.00003 -0.00090 -1.53994
   0.00024 -0.00274 -1.04837
   0.00069 -0.00463 -0.56943
   0.00140 -0.00655 -0.12799
   0.00236 -0.00847  0.23709
   0.00358 -0.01038  0.51900
   0.00506 -0.01228  0.72275
   0.00681 -0.01418  0.85945
   0.00884 -0.01607  0.94324
   0.01117 -0.01796  0.98677
   0.01383 -0.01987  0.99997
   0.01687 -0.02180  0.99130
   0.02033 -0.02378  0.96630
   0.02429 -0.02580  0.92988
   0.02883 -0.02790  0.88442
   0.03407 -0.03007  0.83325
   0.04013 -0.03232  0.77725
   0.04714 -0.03466  0.71868
   0.05523 -0.03707  0.65883
   0.06448 -0.03953  0.59920
   0.07492 -0.04198  0.54143
   0.08645 -0.04437  0.48690
   0.09895 -0.04665  0.43657
   0.11223 -0.04877  0.39099
   0.12612 -0.05070  0.35032
   0.14048 -0.05243  0.31405
   0.15520 -0.05397  0.28208
   0.17020 -0.05530  0.25371
   0.18542 -0.05645  0.22869
   0.20082 -0.05742  0.20660
   0.21638 -0.05822  0.18699
   0.23206 -0.05887  0.16963
   0.24786 -0.05936  0.15414
   0.26374 -0.05971  0.14045
   0.27972 -0.05992  0.12831
   0.29577 -0.06001  0.11759
   0.31188 -0.05999  0.10787
   0.32805 -0.05984  0.09934
   0.34427 -0.05960  0.09180
   0.36055 -0.05925  0.08504
   0.37686 -0.05881  0.07914
   0.39322 -0.05827  0.07386
   0.40962 -0.05766  0.06922
   0.42604 -0.05696  0.06512
   0.44250 -0.05618  0.06153
   0.45899 -0.05534  0.05837
   0.47550 -0.05442  0.05568
   0.49203 -0.05344  0.05326
   0.50858 -0.05239  0.05124
   0.52515 -0.05129  0.04953
   0.54175 -0.05012  0.04811
   0.55835 -0.04891  0.04691
   0.57497 -0.04764  0.04604
   0.59160 -0.04632  0.04524
   0.60825 -0.04495  0.04482
   0.62490 -0.04354  0.04445
   0.64155 -0.04208  0.04437
   0.65822 -0.04058  0.04449
   0.67490 -0.03904  0.04475
   0.69157 -0.03745  0.04521
   0.70825 -0.03583  0.04588
   0.72493 -0.03417  0.04682
   0.74161 -0.03247  0.04790
   0.75829 -0.03074  0.04927
   0.77497 -0.02896  0.05086
   0.79165 -0.02715  0.05280
   0.80831 -0.02531  0.05502
   0.82498 -0.02342  0.05766
   0.84163 -0.02150  0.06064
   0.85827 -0.01955  0.06407
   0.87488 -0.01756  0.06807
   0.89145 -0.01554  0.07251
   0.90794 -0.01348  0.07760
   0.92426 -0.01141  0.08310
   0.94026 -0.00934  0.08903
   0.95565 -0.00732  0.09517
   0.96998 -0.00540  0.10110
   0.98279 -0.00365  0.10639
   0.99374 -0.00214  0.11080
   1.00000 -0.00126  0.11283
