NACA 0012 AIRFOILS                              
 Alfa =  -3.30000 Re =   231570.188 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.07959
   0.99374  0.00214  0.07934
   0.98279  0.00365  0.07906
   0.96998  0.00540  0.07868
   0.95565  0.00732  0.07814
   0.94026  0.00934  0.07739
   0.92426  0.01141  0.07636
   0.90794  0.01348  0.07497
   0.89145  0.01554  0.07316
   0.87488  0.01756  0.07085
   0.85827  0.01955  0.06794
   0.84163  0.02150  0.06438
   0.82498  0.02342  0.06013
   0.80831  0.02531  0.05527
   0.79164  0.02715  0.04988
   0.77497  0.02896  0.04382
   0.75829  0.03074  0.03713
   0.74161  0.03247  0.02998
   0.72493  0.03417  0.02255
   0.70825  0.03583  0.01507
   0.69157  0.03745  0.00770
   0.67489  0.03904  0.00047
   0.65822  0.04058 -0.00648
   0.64155  0.04208 -0.01319
   0.62490  0.04354 -0.01963
   0.60824  0.04495 -0.02582
   0.59160  0.04632 -0.03169
   0.57497  0.04764 -0.03741
   0.55835  0.04891 -0.04287
   0.54174  0.05012 -0.04806
   0.52515  0.05129 -0.05306
   0.50858  0.05239 -0.05786
   0.49203  0.05344 -0.06236
   0.47550  0.05442 -0.06676
   0.45899  0.05534 -0.07074
   0.44250  0.05618 -0.07459
   0.42604  0.05696 -0.07806
   0.40962  0.05766 -0.08125
   0.39322  0.05828 -0.08412
   0.37686  0.05881 -0.08661
   0.36055  0.05925 -0.08862
   0.34427  0.05960 -0.09015
   0.32805  0.05984 -0.09113
   0.31188  0.05999 -0.09152
   0.29576  0.06001 -0.09119
   0.27972  0.05992 -0.09004
   0.26374  0.05971 -0.08800
   0.24786  0.05936 -0.08483
   0.23206  0.05887 -0.08044
   0.21638  0.05822 -0.07484
   0.20082  0.05742 -0.06749
   0.18542  0.05645 -0.05830
   0.17020  0.05530 -0.04693
   0.15520  0.05397 -0.03293
   0.14048  0.05243 -0.01587
   0.12612  0.05070  0.00452
   0.11223  0.04877  0.02894
   0.09895  0.04665  0.05807
   0.08645  0.04437  0.09208
   0.07492  0.04198  0.13133
   0.06448  0.03953  0.17575
   0.05523  0.03707  0.22479
   0.04714  0.03466  0.27788
   0.04013  0.03232  0.33460
   0.03407  0.03007  0.39534
   0.02883  0.02790  0.45876
   0.02429  0.02580  0.52473
   0.02033  0.02378  0.59333
   0.01687  0.02180  0.66431
   0.01383  0.01987  0.73566
   0.01117  0.01796  0.80745
   0.00884  0.01607  0.87436
   0.00681  0.01418  0.93400
   0.00506  0.01228  0.97912
   0.00358  0.01038  0.99969
   0.00236  0.00847  0.98499
   0.00140  0.00655  0.92145
   0.00069  0.00463  0.80318
   0.00024  0.00274  0.62993
   0.00003  0.00090  0.41388
   0.00003 -0.00090  0.16753
   0.00024 -0.00274 -0.10741
   0.00069 -0.00463 -0.38796
   0.00140 -0.00655 -0.64867
   0.00236 -0.00847 -0.87123
   0.00358 -0.01038 -1.04364
   0.00506 -0.01228 -1.16721
   0.00681 -0.01418 -1.25508
   0.00884 -0.01607 -1.30721
   0.01117 -0.01796 -1.33699
   0.01383 -0.01987 -1.34605
   0.01687 -0.02180 -1.34177
   0.02033 -0.02378 -1.32663
   0.02429 -0.02580 -1.30535
   0.02883 -0.02790 -1.27635
   0.03407 -0.03007 -1.24370
   0.04013 -0.03232 -1.20727
   0.04714 -0.03466 -1.16855
   0.05523 -0.03707 -1.12768
   0.06448 -0.03953 -1.08642
   0.07492 -0.04198 -1.04506
   0.08645 -0.04437 -1.00449
   0.09895 -0.04665 -0.96548
   0.11223 -0.04877 -0.92845
   0.12612 -0.05070 -0.89346
   0.14048 -0.05243 -0.86057
   0.15520 -0.05397 -0.82961
   0.17020 -0.05530 -0.80044
   0.18542 -0.05645 -0.77285
   0.20082 -0.05742 -0.74668
   0.21638 -0.05822 -0.72190
   0.23206 -0.05887 -0.69831
   0.24786 -0.05936 -0.67597
   0.26374 -0.05971 -0.65471
   0.27972 -0.05992 -0.63452
   0.29577 -0.06001 -0.61542
   0.31188 -0.05999 -0.59741
   0.32805 -0.05984 -0.58042
   0.34427 -0.05960 -0.56442
   0.36055 -0.05925 -0.54939
   0.37686 -0.05881 -0.53525
   0.39322 -0.05827 -0.52194
   0.40962 -0.05766 -0.50938
   0.42604 -0.05696 -0.49749
   0.44250 -0.05618 -0.48622
   0.45899 -0.05534 -0.47553
   0.47550 -0.05442 -0.46552
   0.49203 -0.05344 -0.45271
   0.50858 -0.05239 -0.40396
   0.52515 -0.05129 -0.35956
   0.54175 -0.05012 -0.32721
   0.55835 -0.04891 -0.30572
   0.57497 -0.04764 -0.28971
   0.59160 -0.04632 -0.27750
   0.60825 -0.04495 -0.26649
   0.62490 -0.04354 -0.25629
   0.64155 -0.04208 -0.24566
   0.65822 -0.04058 -0.23502
   0.67490 -0.03904 -0.22412
   0.69157 -0.03745 -0.21311
   0.70825 -0.03583 -0.20171
   0.72493 -0.03417 -0.19009
   0.74161 -0.03247 -0.17837
   0.75829 -0.03074 -0.16633
   0.77497 -0.02896 -0.15414
   0.79165 -0.02715 -0.14157
   0.80831 -0.02531 -0.12858
   0.82498 -0.02342 -0.11521
   0.84163 -0.02150 -0.10157
   0.85827 -0.01955 -0.08719
   0.87488 -0.01756 -0.07208
   0.89145 -0.01554 -0.05651
   0.90794 -0.01348 -0.03976
   0.92426 -0.01141 -0.02230
   0.94026 -0.00934 -0.00375
   0.95565 -0.00732  0.01570
   0.96998 -0.00540  0.03524
   0.98279 -0.00365  0.05435
   0.99374 -0.00214  0.07252
   1.00000 -0.00126  0.07959
