NACA 0012 AIRFOILS                              
 Alfa =  -4.20000 Re =   115785.094 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.10279
   0.99374  0.00214  0.10206
   0.98279  0.00365  0.10078
   0.96998  0.00540  0.09906
   0.95565  0.00732  0.09683
   0.94026  0.00934  0.09404
   0.92426  0.01141  0.09065
   0.90794  0.01348  0.08670
   0.89145  0.01554  0.08230
   0.87488  0.01756  0.07744
   0.85827  0.01955  0.07204
   0.84163  0.02150  0.06613
   0.82498  0.02342  0.05981
   0.80831  0.02531  0.05322
   0.79164  0.02715  0.04655
   0.77497  0.02896  0.03986
   0.75829  0.03074  0.03330
   0.74161  0.03247  0.02694
   0.72493  0.03417  0.02078
   0.70825  0.03583  0.01486
   0.69157  0.03745  0.00921
   0.67489  0.03904  0.00378
   0.65822  0.04058 -0.00138
   0.64155  0.04208 -0.00632
   0.62490  0.04354 -0.01104
   0.60824  0.04495 -0.01556
   0.59160  0.04632 -0.01980
   0.57497  0.04764 -0.02393
   0.55835  0.04891 -0.02783
   0.54174  0.05012 -0.03150
   0.52515  0.05129 -0.03495
   0.50858  0.05239 -0.03823
   0.49203  0.05344 -0.04122
   0.47550  0.05442 -0.04406
   0.45899  0.05534 -0.04651
   0.44250  0.05618 -0.04877
   0.42604  0.05696 -0.05065
   0.40962  0.05766 -0.05220
   0.39322  0.05828 -0.05339
   0.37686  0.05881 -0.05411
   0.36055  0.05925 -0.05436
   0.34427  0.05960 -0.05404
   0.32805  0.05984 -0.05309
   0.31188  0.05999 -0.05146
   0.29576  0.06001 -0.04902
   0.27972  0.05992 -0.04569
   0.26374  0.05971 -0.04143
   0.24786  0.05936 -0.03577
   0.23206  0.05887 -0.02894
   0.21638  0.05822 -0.02058
   0.20082  0.05742 -0.01035
   0.18542  0.05645  0.00193
   0.17020  0.05530  0.01646
   0.15520  0.05397  0.03395
   0.14048  0.05243  0.05469
   0.12612  0.05070  0.07905
   0.11223  0.04877  0.10776
   0.09895  0.04665  0.14124
   0.08645  0.04437  0.17990
   0.07492  0.04198  0.22377
   0.06448  0.03953  0.27268
   0.05523  0.03707  0.32600
   0.04714  0.03466  0.38296
   0.04013  0.03232  0.44294
   0.03407  0.03007  0.50549
   0.02883  0.02790  0.56977
   0.02429  0.02580  0.63568
   0.02033  0.02378  0.70236
   0.01687  0.02180  0.76838
   0.01383  0.01987  0.83273
   0.01117  0.01796  0.89330
   0.00884  0.01607  0.94535
   0.00681  0.01418  0.98321
   0.00506  0.01228  0.99993
   0.00358  0.01038  0.98400
   0.00236  0.00847  0.92462
   0.00140  0.00655  0.80788
   0.00069  0.00463  0.63194
   0.00024  0.00274  0.39986
   0.00003  0.00090  0.13064
   0.00003 -0.00090 -0.16376
   0.00024 -0.00274 -0.47609
   0.00069 -0.00463 -0.78572
   0.00140 -0.00655 -1.06330
   0.00236 -0.00847 -1.28642
   0.00358 -0.01038 -1.45178
