  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012 AIRFOILS                              
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.116 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.9826   0.04136   0.03371  -0.0202   1.0000   0.0715
  -9.900  -0.9796   0.04035   0.03253  -0.0193   1.0000   0.0723
  -9.800  -0.9766   0.03940   0.03138  -0.0184   1.0000   0.0732
  -9.700  -0.9734   0.03853   0.03030  -0.0174   1.0000   0.0740
  -9.600  -0.9699   0.03780   0.02934  -0.0163   1.0000   0.0747
  -9.500  -0.9639   0.03635   0.02783  -0.0160   1.0000   0.0757
  -9.400  -0.9559   0.03537   0.02688  -0.0158   1.0000   0.0768
  -9.300  -0.9481   0.03466   0.02616  -0.0154   1.0000   0.0779
  -9.200  -0.9407   0.03398   0.02544  -0.0150   1.0000   0.0790
  -9.100  -0.9332   0.03332   0.02472  -0.0145   1.0000   0.0802
  -9.000  -0.9258   0.03270   0.02403  -0.0140   1.0000   0.0817
  -8.900  -0.9187   0.03208   0.02331  -0.0134   1.0000   0.0832
  -8.800  -0.9118   0.03149   0.02255  -0.0127   1.0000   0.0848
  -8.700  -0.9053   0.03100   0.02186  -0.0119   1.0000   0.0862
  -8.600  -0.8965   0.02989   0.02079  -0.0118   1.0000   0.0879
  -8.500  -0.8875   0.02924   0.02021  -0.0116   1.0000   0.0896
  -8.400  -0.8790   0.02872   0.01969  -0.0112   1.0000   0.0914
  -8.300  -0.8707   0.02822   0.01915  -0.0108   1.0000   0.0934
  -8.200  -0.8627   0.02774   0.01859  -0.0102   1.0000   0.0956
  -8.100  -0.8548   0.02731   0.01802  -0.0096   1.0000   0.0979
  -8.000  -0.8462   0.02658   0.01726  -0.0093   1.0000   0.1002
  -7.900  -0.8373   0.02599   0.01678  -0.0090   1.0000   0.1026
  -7.800  -0.8288   0.02557   0.01637  -0.0086   1.0000   0.1052
  -7.700  -0.8205   0.02514   0.01590  -0.0081   1.0000   0.1081
  -7.600  -0.8123   0.02477   0.01541  -0.0075   1.0000   0.1112
  -7.500  -0.8038   0.02412   0.01480  -0.0071   1.0000   0.1143
  -7.400  -0.7955   0.02369   0.01446  -0.0067   1.0000   0.1175
  -7.300  -0.7873   0.02332   0.01408  -0.0062   1.0000   0.1213
  -7.200  -0.7791   0.02299   0.01364  -0.0056   1.0000   0.1253
  -7.100  -0.7709   0.02241   0.01316  -0.0052   1.0000   0.1292
  -7.000  -0.7631   0.02205   0.01285  -0.0047   1.0000   0.1336
  -6.900  -0.7550   0.02173   0.01246  -0.0041   1.0000   0.1389
  -6.800  -0.7472   0.02124   0.01205  -0.0036   1.0000   0.1437
  -6.700  -0.7396   0.02090   0.01176  -0.0030   1.0000   0.1492
  -6.600  -0.7316   0.02058   0.01138  -0.0024   1.0000   0.1558
  -6.500  -0.7244   0.02015   0.01108  -0.0018   1.0000   0.1618
  -6.400  -0.7165   0.01987   0.01075  -0.0012   1.0000   0.1697
  -6.300  -0.7094   0.01944   0.01046  -0.0005   1.0000   0.1767
  -6.200  -0.7017   0.01914   0.01015   0.0001   1.0000   0.1860
  -6.100  -0.6947   0.01878   0.00990   0.0007   1.0000   0.1947
  -6.000  -0.6874   0.01843   0.00961   0.0014   1.0000   0.2049
  -5.900  -0.6798   0.01815   0.00934   0.0020   1.0000   0.2167
  -5.800  -0.6729   0.01781   0.00912   0.0027   1.0000   0.2278
  -5.700  -0.6658   0.01750   0.00890   0.0034   1.0000   0.2402
  -5.600  -0.6586   0.01721   0.00869   0.0041   1.0000   0.2538
  -5.500  -0.6513   0.01693   0.00849   0.0047   1.0000   0.2681
  -5.400  -0.6440   0.01667   0.00830   0.0054   1.0000   0.2830
  -5.300  -0.6367   0.01643   0.00813   0.0060   1.0000   0.2984
  -5.200  -0.6293   0.01619   0.00798   0.0067   1.0000   0.3141
  -5.100  -0.6219   0.01597   0.00782   0.0073   1.0000   0.3299
  -5.000  -0.6144   0.01577   0.00769   0.0080   1.0000   0.3458
  -4.900  -0.6068   0.01558   0.00757   0.0086   1.0000   0.3618
  -4.800  -0.5992   0.01540   0.00746   0.0093   1.0000   0.3777
  -4.700  -0.5915   0.01523   0.00735   0.0099   1.0000   0.3936
  -4.600  -0.5837   0.01507   0.00725   0.0105   1.0000   0.4093
  -4.500  -0.5759   0.01491   0.00717   0.0112   1.0000   0.4247
  -4.400  -0.5680   0.01477   0.00710   0.0118   1.0000   0.4400
  -4.300  -0.5600   0.01463   0.00703   0.0124   1.0000   0.4550
  -4.200  -0.5520   0.01450   0.00695   0.0130   1.0000   0.4701
  -4.100  -0.5439   0.01437   0.00689   0.0136   1.0000   0.4851
  -4.000  -0.5357   0.01426   0.00684   0.0142   1.0000   0.5000
  -3.900  -0.5275   0.01415   0.00679   0.0148   1.0000   0.5148
  -3.800  -0.5192   0.01405   0.00674   0.0154   1.0000   0.5297
  -3.700  -0.5109   0.01395   0.00670   0.0160   1.0000   0.5447
  -3.600  -0.5026   0.01387   0.00666   0.0166   1.0000   0.5595
  -3.500  -0.4942   0.01379   0.00663   0.0171   1.0000   0.5743
  -3.400  -0.4858   0.01370   0.00661   0.0178   1.0000   0.5884
  -3.300  -0.4774   0.01363   0.00660   0.0184   1.0000   0.6024
  -3.200  -0.4689   0.01356   0.00660   0.0190   1.0000   0.6165
  -3.100  -0.4604   0.01350   0.00659   0.0196   1.0000   0.6308
  -3.000  -0.4520   0.01345   0.00659   0.0201   1.0000   0.6452
  -2.900  -0.4435   0.01341   0.00659   0.0207   1.0000   0.6597
  -2.800  -0.4350   0.01337   0.00660   0.0213   1.0000   0.6741
  -2.700  -0.4265   0.01334   0.00664   0.0220   1.0000   0.6876
  -2.600  -0.4180   0.01332   0.00667   0.0226   1.0000   0.7012
  -2.500  -0.4095   0.01331   0.00671   0.0233   1.0000   0.7150
  -2.400  -0.4011   0.01330   0.00675   0.0239   1.0000   0.7290
  -2.300  -0.3928   0.01330   0.00679   0.0246   1.0000   0.7432
  -2.200  -0.3846   0.01331   0.00685   0.0253   1.0000   0.7570
  -2.100  -0.3765   0.01334   0.00693   0.0261   1.0000   0.7699
  -2.000  -0.3685   0.01338   0.00701   0.0269   1.0000   0.7831
  -1.900  -0.3606   0.01342   0.00710   0.0277   1.0000   0.7966
  -1.800  -0.3529   0.01347   0.00718   0.0285   1.0000   0.8104
  -1.700  -0.3453   0.01353   0.00726   0.0293   1.0000   0.8241
  -1.600  -0.3375   0.01362   0.00739   0.0302   1.0000   0.8365
  -1.500  -0.3296   0.01371   0.00751   0.0310   1.0000   0.8494
  -1.400  -0.3216   0.01382   0.00763   0.0318   1.0000   0.8627
  -1.300  -0.3134   0.01392   0.00776   0.0325   1.0000   0.8764
  -1.200  -0.3041   0.01406   0.00791   0.0330   1.0000   0.8894
  -1.100  -0.2928   0.01422   0.00808   0.0331   1.0000   0.9013
  -1.000  -0.2803   0.01438   0.00824   0.0329   1.0000   0.9135
  -0.900  -0.2615   0.01456   0.00841   0.0314   0.9980   0.9253
  -0.800  -0.2346   0.01480   0.00862   0.0285   0.9953   0.9331
  -0.700  -0.2090   0.01499   0.00879   0.0257   0.9925   0.9418
  -0.600  -0.1804   0.01518   0.00896   0.0224   0.9896   0.9473
  -0.500  -0.1533   0.01534   0.00909   0.0192   0.9866   0.9544
  -0.400  -0.1225   0.01549   0.00922   0.0154   0.9845   0.9585
  -0.300  -0.0902   0.01562   0.00934   0.0113   0.9827   0.9620
  -0.200  -0.0613   0.01568   0.00939   0.0077   0.9789   0.9661
  -0.100  -0.0325   0.01573   0.00943   0.0042   0.9756   0.9706
   0.000  -0.0000   0.01574   0.00944   0.0000   0.9729   0.9729
   0.100   0.0324   0.01573   0.00943  -0.0042   0.9706   0.9756
   0.200   0.0613   0.01568   0.00939  -0.0077   0.9661   0.9790
   0.300   0.0902   0.01561   0.00933  -0.0113   0.9620   0.9827
   0.400   0.1225   0.01549   0.00922  -0.0154   0.9586   0.9845
   0.500   0.1533   0.01534   0.00909  -0.0193   0.9544   0.9867
   0.600   0.1804   0.01518   0.00896  -0.0224   0.9473   0.9896
   0.700   0.2090   0.01499   0.00879  -0.0257   0.9418   0.9925
   0.800   0.2346   0.01480   0.00862  -0.0285   0.9331   0.9954
   0.900   0.2614   0.01456   0.00840  -0.0314   0.9253   0.9980
   1.000   0.2802   0.01438   0.00824  -0.0329   0.9136   1.0000
   1.100   0.2927   0.01422   0.00808  -0.0331   0.9013   1.0000
   1.200   0.3041   0.01406   0.00790  -0.0330   0.8894   1.0000
   1.300   0.3134   0.01392   0.00776  -0.0325   0.8764   1.0000
   1.400   0.3216   0.01381   0.00763  -0.0318   0.8627   1.0000
   1.500   0.3296   0.01371   0.00751  -0.0310   0.8494   1.0000
   1.600   0.3375   0.01362   0.00739  -0.0302   0.8365   1.0000
   1.700   0.3453   0.01353   0.00726  -0.0293   0.8241   1.0000
   1.800   0.3529   0.01347   0.00717  -0.0284   0.8104   1.0000
   1.900   0.3606   0.01342   0.00709  -0.0276   0.7966   1.0000
   2.000   0.3685   0.01338   0.00701  -0.0269   0.7831   1.0000
   2.100   0.3765   0.01334   0.00693  -0.0261   0.7699   1.0000
   2.200   0.3846   0.01331   0.00685  -0.0253   0.7570   1.0000
   2.300   0.3928   0.01330   0.00679  -0.0246   0.7432   1.0000
   2.400   0.4011   0.01330   0.00675  -0.0239   0.7290   1.0000
   2.500   0.4095   0.01330   0.00671  -0.0233   0.7150   1.0000
   2.600   0.4179   0.01332   0.00667  -0.0226   0.7012   1.0000
   2.700   0.4265   0.01334   0.00664  -0.0220   0.6876   1.0000
   2.800   0.4350   0.01337   0.00660  -0.0213   0.6741   1.0000
   2.900   0.4435   0.01341   0.00659  -0.0207   0.6598   1.0000
   3.000   0.4519   0.01345   0.00659  -0.0201   0.6452   1.0000
   3.100   0.4604   0.01350   0.00659  -0.0195   0.6309   1.0000
   3.200   0.4689   0.01356   0.00660  -0.0190   0.6166   1.0000
   3.300   0.4773   0.01363   0.00660  -0.0184   0.6024   1.0000
   3.400   0.4858   0.01370   0.00661  -0.0178   0.5884   1.0000
   3.500   0.4942   0.01378   0.00663  -0.0171   0.5744   1.0000
   3.600   0.5025   0.01387   0.00666  -0.0166   0.5596   1.0000
   3.700   0.5109   0.01395   0.00670  -0.0160   0.5447   1.0000
   3.800   0.5192   0.01405   0.00674  -0.0154   0.5298   1.0000
   3.900   0.5274   0.01415   0.00679  -0.0148   0.5148   1.0000
   4.000   0.5357   0.01426   0.00684  -0.0142   0.5000   1.0000
   4.100   0.5438   0.01437   0.00689  -0.0136   0.4851   1.0000
   4.200   0.5519   0.01449   0.00695  -0.0130   0.4701   1.0000
   4.300   0.5600   0.01462   0.00702  -0.0124   0.4551   1.0000
   4.400   0.5679   0.01476   0.00709  -0.0118   0.4400   1.0000
   4.500   0.5758   0.01491   0.00717  -0.0111   0.4248   1.0000
   4.600   0.5836   0.01507   0.00725  -0.0105   0.4094   1.0000
   4.700   0.5914   0.01523   0.00735  -0.0099   0.3936   1.0000
   4.800   0.5991   0.01540   0.00746  -0.0093   0.3777   1.0000
   4.900   0.6068   0.01558   0.00757  -0.0086   0.3618   1.0000
   5.000   0.6144   0.01577   0.00769  -0.0080   0.3458   1.0000
   5.100   0.6219   0.01597   0.00782  -0.0073   0.3300   1.0000
   5.200   0.6293   0.01619   0.00798  -0.0067   0.3141   1.0000
