NACA 0012 AIRFOILS                              
 Alfa =  -0.70000 Re =   185256.156 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.16269
   0.99374  0.00214  0.14543
   0.98279  0.00365  0.11073
   0.96998  0.00540  0.06608
   0.95565  0.00732  0.01340
   0.94026  0.00934 -0.02867
   0.92426  0.01141 -0.03083
   0.90794  0.01348 -0.03297
   0.89145  0.01554 -0.03518
   0.87488  0.01756 -0.03753
   0.85827  0.01955 -0.04008
   0.84163  0.02150 -0.04288
   0.82498  0.02342 -0.04598
   0.80831  0.02531 -0.04944
   0.79164  0.02715 -0.05330
   0.77497  0.02896 -0.05758
   0.75829  0.03074 -0.06233
   0.74161  0.03247 -0.06754
   0.72493  0.03417 -0.07313
   0.70825  0.03583 -0.07914
   0.69157  0.03745 -0.08561
   0.67489  0.03904 -0.09255
   0.65822  0.04058 -0.09992
   0.64155  0.04208 -0.10768
   0.62490  0.04354 -0.11575
   0.60824  0.04495 -0.12404
   0.59160  0.04632 -0.13247
   0.57497  0.04764 -0.14104
   0.55835  0.04891 -0.14967
   0.54174  0.05012 -0.15831
   0.52515  0.05129 -0.16695
   0.50858  0.05239 -0.17559
   0.49203  0.05344 -0.18418
   0.47550  0.05442 -0.19278
   0.45899  0.05534 -0.20126
   0.44250  0.05618 -0.20973
   0.42604  0.05696 -0.21811
   0.40962  0.05766 -0.22636
   0.39322  0.05828 -0.23459
   0.37686  0.05881 -0.24268
   0.36055  0.05925 -0.25061
   0.34427  0.05960 -0.25836
   0.32805  0.05984 -0.26589
   0.31188  0.05999 -0.27320
   0.29576  0.06001 -0.28020
   0.27972  0.05992 -0.28687
   0.26374  0.05971 -0.29323
   0.24786  0.05936 -0.29886
   0.23206  0.05887 -0.30410
   0.21638  0.05822 -0.30871
   0.20082  0.05742 -0.31237
   0.18542  0.05645 -0.31506
   0.17020  0.05530 -0.31679
   0.15520  0.05397 -0.31695
   0.14048  0.05243 -0.31524
   0.12612  0.05070 -0.31188
   0.11223  0.04877 -0.30594
   0.09895  0.04665 -0.29687
   0.08645  0.04437 -0.28453
   0.07492  0.04198 -0.26832
   0.06448  0.03953 -0.24772
   0.05523  0.03707 -0.22274
   0.04714  0.03466 -0.19323
   0.04013  0.03232 -0.15910
   0.03407  0.03007 -0.11976
   0.02883  0.02790 -0.07469
   0.02429  0.02580 -0.02414
   0.02033  0.02378  0.03352
   0.01687  0.02180  0.09786
   0.01383  0.01987  0.17191
   0.01117  0.01796  0.25507
   0.00884  0.01607  0.34821
   0.00681  0.01418  0.45063
   0.00506  0.01228  0.56299
   0.00358  0.01038  0.67871
   0.00236  0.00847  0.79213
   0.00140  0.00655  0.89245
   0.00069  0.00463  0.96531
   0.00024  0.00274  0.99867
   0.00003  0.00090  0.98700
   0.00003 -0.00090  0.93121
   0.00024 -0.00274  0.83375
   0.00069 -0.00463  0.69788
   0.00140 -0.00655  0.53917
   0.00236 -0.00847  0.37508
   0.00358 -0.01038  0.21975
   0.00506 -0.01228  0.08129
   0.00681 -0.01418 -0.04119
   0.00884 -0.01607 -0.14232
   0.01117 -0.01796 -0.22692
   0.01383 -0.01987 -0.29554
   0.01687 -0.02180 -0.35269
   0.02033 -0.02378 -0.39803
   0.02429 -0.02580 -0.43586
   0.02883 -0.02790 -0.46520
   0.03407 -0.03007 -0.48818
   0.04013 -0.03232 -0.50574
   0.04714 -0.03466 -0.51879
   0.05523 -0.03707 -0.52734
   0.06448 -0.03953 -0.53212
   0.07492 -0.04198 -0.53352
   0.08645 -0.04437 -0.53186
   0.09895 -0.04665 -0.52812
   0.11223 -0.04877 -0.52230
   0.12612 -0.05070 -0.51501
   0.14048 -0.05243 -0.50672
   0.15520 -0.05397 -0.49747
   0.17020 -0.05530 -0.48780
   0.18542 -0.05645 -0.47747
   0.20082 -0.05742 -0.46676
   0.21638 -0.05822 -0.45583
   0.23206 -0.05887 -0.44470
   0.24786 -0.05936 -0.43348
   0.26374 -0.05971 -0.42203
   0.27972 -0.05992 -0.41058
   0.29577 -0.06001 -0.39903
   0.31188 -0.05999 -0.38758
   0.32805 -0.05984 -0.37608
   0.34427 -0.05960 -0.36463
   0.36055 -0.05925 -0.35327
   0.37686 -0.05881 -0.34192
   0.39322 -0.05827 -0.33070
   0.40962 -0.05766 -0.31960
   0.42604 -0.05696 -0.30861
   0.44250 -0.05618 -0.29775
   0.45899 -0.05534 -0.28708
   0.47550 -0.05442 -0.27654
   0.49203 -0.05344 -0.26625
   0.50858 -0.05239 -0.25615
   0.52515 -0.05129 -0.24631
   0.54175 -0.05012 -0.23675
   0.55835 -0.04891 -0.22751
   0.57497 -0.04764 -0.21860
   0.59160 -0.04632 -0.21009
   0.60825 -0.04495 -0.20196
   0.62490 -0.04354 -0.19426
   0.64155 -0.04208 -0.18695
   0.65822 -0.04058 -0.18005
   0.67490 -0.03904 -0.17353
   0.69157 -0.03745 -0.16735
   0.70825 -0.03583 -0.16148
   0.72493 -0.03417 -0.15592
   0.74161 -0.03247 -0.15066
   0.75829 -0.03074 -0.14567
   0.77497 -0.02896 -0.14094
   0.79165 -0.02715 -0.13640
   0.80831 -0.02531 -0.13202
   0.82498 -0.02342 -0.12775
   0.84163 -0.02150 -0.12352
   0.85827 -0.01955 -0.11926
   0.87488 -0.01756 -0.08359
   0.89145 -0.01554 -0.03503
   0.90794 -0.01348  0.00729
   0.92426 -0.01141  0.04144
   0.94026 -0.00934  0.06899
   0.95565 -0.00732  0.09260
   0.96998 -0.00540  0.11404
   0.98279 -0.00365  0.13421
   0.99374 -0.00214  0.15333
   1.00000 -0.00126  0.16269
