NACA 0012 AIRFOILS                              
 Alfa =  -2.60000 Re =   138942.109 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.06887
   0.99374  0.00214  0.06851
   0.98279  0.00365  0.06799
   0.96998  0.00540  0.06734
   0.95565  0.00732  0.06650
   0.94026  0.00934  0.06544
   0.92426  0.01141  0.06411
   0.90794  0.01348  0.06247
   0.89145  0.01554  0.06046
   0.87488  0.01756  0.05805
   0.85827  0.01955  0.05516
   0.84163  0.02150  0.05175
   0.82498  0.02342  0.04779
   0.80831  0.02531  0.04328
   0.79164  0.02715  0.03830
   0.77497  0.02896  0.03286
   0.75829  0.03074  0.02687
   0.74161  0.03247  0.02036
   0.72493  0.03417  0.01340
   0.70825  0.03583  0.00614
   0.69157  0.03745 -0.00130
   0.67489  0.03904 -0.00881
   0.65822  0.04058 -0.01626
   0.64155  0.04208 -0.02362
   0.62490  0.04354 -0.03085
   0.60824  0.04495 -0.03789
   0.59160  0.04632 -0.04471
   0.57497  0.04764 -0.05138
   0.55835  0.04891 -0.05785
   0.54174  0.05012 -0.06410
   0.52515  0.05129 -0.07014
   0.50858  0.05239 -0.07601
   0.49203  0.05344 -0.08164
   0.47550  0.05442 -0.08712
   0.45899  0.05534 -0.09229
   0.44250  0.05618 -0.09730
   0.42604  0.05696 -0.10199
   0.40962  0.05766 -0.10641
   0.39322  0.05828 -0.11059
   0.37686  0.05881 -0.11438
   0.36055  0.05925 -0.11778
   0.34427  0.05960 -0.12076
   0.32805  0.05984 -0.12326
   0.31188  0.05999 -0.12515
   0.29576  0.06001 -0.12654
   0.27972  0.05992 -0.12709
   0.26374  0.05971 -0.12689
   0.24786  0.05936 -0.12566
   0.23206  0.05887 -0.12338
   0.21638  0.05822 -0.11989
   0.20082  0.05742 -0.11485
   0.18542  0.05645 -0.10818
   0.17020  0.05530 -0.09958
   0.15520  0.05397 -0.08842
   0.14048  0.05243 -0.07446
   0.12612  0.05070 -0.05756
   0.11223  0.04877 -0.03665
   0.09895  0.04665 -0.01141
   0.08645  0.04437  0.01854
   0.07492  0.04198  0.05337
   0.06448  0.03953  0.09375
   0.05523  0.03707  0.13869
   0.04714  0.03466  0.18796
   0.04013  0.03232  0.24155
   0.03407  0.03007  0.29913
   0.02883  0.02790  0.36020
   0.02429  0.02580  0.42545
   0.02033  0.02378  0.49445
   0.01687  0.02180  0.56647
   0.01383  0.01987  0.64147
   0.01117  0.01796  0.71940
   0.00884  0.01607  0.79678
   0.00681  0.01418  0.86994
   0.00506  0.01228  0.93463
   0.00358  0.01038  0.98142
   0.00236  0.00847  1.00000
   0.00140  0.00655  0.97761
   0.00069  0.00463  0.90656
   0.00024  0.00274  0.77942
   0.00003  0.00090  0.61188
   0.00003 -0.00090  0.40709
   0.00024 -0.00274  0.16845
   0.00069 -0.00463 -0.08287
   0.00140 -0.00655 -0.32538
   0.00236 -0.00847 -0.54032
   0.00358 -0.01038 -0.71527
   0.00506 -0.01228 -0.84921
   0.00681 -0.01418 -0.94950
   0.00884 -0.01607 -1.01843
   0.01117 -0.01796 -1.06537
   0.01383 -0.01987 -1.09129
   0.01687 -0.02180 -1.10420
   0.02033 -0.02378 -1.10649
   0.02429 -0.02580 -1.10023
   0.02883 -0.02790 -1.08707
   0.03407 -0.03007 -1.06864
   0.04013 -0.03232 -1.04607
   0.04714 -0.03466 -1.02031
   0.05523 -0.03707 -0.99184
   0.06448 -0.03953 -0.96185
   0.07492 -0.04198 -0.93084
   0.08645 -0.04437 -0.89974
   0.09895 -0.04665 -0.86908
   0.11223 -0.04877 -0.83943
   0.12612 -0.05070 -0.81091
   0.14048 -0.05243 -0.78376
   0.15520 -0.05397 -0.75775
   0.17020 -0.05530 -0.73295
   0.18542 -0.05645 -0.70916
   0.20082 -0.05742 -0.68630
   0.21638 -0.05822 -0.66441
   0.23206 -0.05887 -0.64325
   0.24786 -0.05936 -0.62288
   0.26374 -0.05971 -0.60325
   0.27972 -0.05992 -0.58426
   0.29577 -0.06001 -0.56598
   0.31188 -0.05999 -0.54843
   0.32805 -0.05984 -0.53154
   0.34427 -0.05960 -0.51538
   0.36055 -0.05925 -0.49997
   0.37686 -0.05881 -0.48531
   0.39322 -0.05827 -0.47144
   0.40962 -0.05766 -0.45834
