NACA 0012 AIRFOILS                              
 Alfa =  -6.20000 Re =   231570.188 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.12369
   0.99374  0.00214  0.12258
   0.98279  0.00365  0.12053
   0.96998  0.00540  0.11771
   0.95565  0.00732  0.11409
   0.94026  0.00934  0.10973
   0.92426  0.01141  0.10445
   0.90794  0.01348  0.09832
   0.89145  0.01554  0.09163
   0.87488  0.01756  0.08474
   0.85827  0.01955  0.07795
   0.84163  0.02150  0.07146
   0.82498  0.02342  0.06542
   0.80831  0.02531  0.05981
   0.79164  0.02715  0.05472
   0.77497  0.02896  0.05002
   0.75829  0.03074  0.04574
   0.74161  0.03247  0.04188
   0.72493  0.03417  0.03830
   0.70825  0.03583  0.03503
   0.69157  0.03745  0.03208
   0.67489  0.03904  0.02933
   0.65822  0.04058  0.02689
   0.64155  0.04208  0.02462
   0.62490  0.04354  0.02259
   0.60824  0.04495  0.02073
   0.59160  0.04632  0.01920
   0.57497  0.04764  0.01775
   0.55835  0.04891  0.01652
   0.54174  0.05012  0.01559
   0.52515  0.05129  0.01488
   0.50858  0.05239  0.01439
   0.49203  0.05344  0.01427
   0.47550  0.05442  0.01426
   0.45899  0.05534  0.01480
   0.44250  0.05618  0.01555
   0.42604  0.05696  0.01678
   0.40962  0.05766  0.01845
   0.39322  0.05828  0.02053
   0.37686  0.05881  0.02320
   0.36055  0.05925  0.02650
   0.34427  0.05960  0.03046
   0.32805  0.05984  0.03524
   0.31188  0.05999  0.04081
   0.29576  0.06001  0.04740
   0.27972  0.05992  0.05506
   0.26374  0.05971  0.06383
   0.24786  0.05936  0.07435
   0.23206  0.05887  0.08615
   0.21638  0.05822  0.09981
   0.20082  0.05742  0.11563
   0.18542  0.05645  0.13382
   0.17020  0.05530  0.15459
   0.15520  0.05397  0.17871
   0.14048  0.05243  0.20646
   0.12612  0.05070  0.23816
   0.11223  0.04877  0.27450
   0.09895  0.04665  0.31582
   0.08645  0.04437  0.36237
   0.07492  0.04198  0.41376
   0.06448  0.03953  0.46939
   0.05523  0.03707  0.52836
   0.04714  0.03466  0.58931
   0.04013  0.03232  0.65111
   0.03407  0.03007  0.71302
   0.02883  0.02790  0.77325
   0.02429  0.02580  0.83130
   0.02033  0.02378  0.88490
   0.01687  0.02180  0.93252
   0.01383  0.01987  0.97032
   0.01117  0.01796  0.99463
   0.00884  0.01607  0.99863
   0.00681  0.01418  0.97432
   0.00506  0.01228  0.90974
   0.00358  0.01038  0.79414
   0.00236  0.00847  0.61328
   0.00140  0.00655  0.35754
   0.00069  0.00463  0.03065
   0.00024  0.00274 -0.34522
   0.00003  0.00090 -0.74830
   0.00003 -0.00090 -1.15424
   0.00024 -0.00274 -1.55649
   0.00069 -0.00463 -1.93002
   0.00140 -0.00655 -2.22739
   0.00236 -0.00847 -2.43907
   0.00358 -0.01038 -2.56656
   0.00506 -0.01228 -2.61860
   0.00681 -0.01418 -2.62282
   0.00884 -0.01607 -2.58539
   0.01117 -0.01796 -2.52449
   0.01383 -0.01987 -2.44549
   0.01687 -0.02180 -2.35683
   0.02033 -0.02378 -2.26256
   0.02429 -0.02580 -2.16593
   0.02883 -0.02790 -2.06860
   0.03407 -0.03007 -1.97325
   0.04013 -0.03232 -1.88154
   0.04714 -0.03466 -1.79563
   0.05523 -0.03707 -1.71697
   0.06448 -0.03953 -1.64623
   0.07492 -0.04198 -1.58438
   0.08645 -0.04437 -1.53076
   0.09895 -0.04665 -1.48347
   0.11223 -0.04877 -1.43992
   0.12612 -0.05070 -1.39712
   0.14048 -0.05243 -1.20479
   0.15520 -0.05397 -1.04829
   0.17020 -0.05530 -0.99041
   0.18542 -0.05645 -0.95836
   0.20082 -0.05742 -0.92833
   0.21638 -0.05822 -0.89697
   0.23206 -0.05887 -0.86507
   0.24786 -0.05936 -0.83449
   0.26374 -0.05971 -0.80431
   0.27972 -0.05992 -0.77428
   0.29577 -0.06001 -0.74544
   0.31188 -0.05999 -0.71778
   0.32805 -0.05984 -0.69083
   0.34427 -0.05960 -0.66464
   0.36055 -0.05925 -0.63950
   0.37686 -0.05881 -0.61489
   0.39322 -0.05827 -0.59104
   0.40962 -0.05766 -0.56800
   0.42604 -0.05696 -0.54556
   0.44250 -0.05618 -0.52357
   0.45899 -0.05534 -0.50236
   0.47550 -0.05442 -0.48154
   0.49203 -0.05344 -0.46131
   0.50858 -0.05239 -0.44155
   0.52515 -0.05129 -0.42208
   0.54175 -0.05012 -0.40313
   0.55835 -0.04891 -0.38458
   0.57497 -0.04764 -0.36614
   0.59160 -0.04632 -0.34835
   0.60825 -0.04495 -0.33052
   0.62490 -0.04354 -0.31317
   0.64155 -0.04208 -0.29577
   0.65822 -0.04058 -0.27866
   0.67490 -0.03904 -0.26166
   0.69157 -0.03745 -0.24480
   0.70825 -0.03583 -0.22785
   0.72493 -0.03417 -0.21092
   0.74161 -0.03247 -0.19393
   0.75829 -0.03074 -0.17683
   0.77497 -0.02896 -0.15959
   0.79165 -0.02715 -0.14206
   0.80831 -0.02531 -0.12414
   0.82498 -0.02342 -0.10589
   0.84163 -0.02150 -0.08730
   0.85827 -0.01955 -0.06806
   0.87488 -0.01756 -0.04821
   0.89145 -0.01554 -0.02788
   0.90794 -0.01348 -0.00676
   0.92426 -0.01141  0.01484
   0.94026 -0.00934  0.03681
   0.95565 -0.00732  0.05869
   0.96998 -0.00540  0.07952
   0.98279 -0.00365  0.09855
   0.99374 -0.00214  0.11508
   1.00000 -0.00126  0.12369
