  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2415                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.347 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.9606   0.02180   0.01499  -0.0323   1.0000   0.0562
  -9.900  -0.9550   0.02161   0.01476  -0.0314   1.0000   0.0569
  -9.800  -0.9491   0.02144   0.01454  -0.0306   1.0000   0.0575
  -9.600  -0.9282   0.02073   0.01382  -0.0309   0.9987   0.0591
  -9.500  -0.9149   0.02044   0.01356  -0.0316   0.9976   0.0600
  -9.400  -0.9011   0.02022   0.01334  -0.0324   0.9965   0.0610
  -9.300  -0.8871   0.02002   0.01313  -0.0332   0.9955   0.0622
  -9.200  -0.8727   0.01983   0.01292  -0.0340   0.9945   0.0634
  -9.100  -0.8579   0.01967   0.01270  -0.0348   0.9936   0.0646
  -9.000  -0.8446   0.01937   0.01238  -0.0355   0.9926   0.0657
  -8.900  -0.8328   0.01901   0.01206  -0.0359   0.9910   0.0669
  -8.800  -0.8196   0.01878   0.01185  -0.0365   0.9896   0.0681
  -8.700  -0.8059   0.01860   0.01166  -0.0372   0.9882   0.0695
  -8.600  -0.7918   0.01842   0.01146  -0.0379   0.9869   0.0709
  -8.500  -0.7771   0.01828   0.01127  -0.0387   0.9857   0.0724
  -8.400  -0.7632   0.01798   0.01098  -0.0395   0.9846   0.0739
  -8.300  -0.7491   0.01769   0.01072  -0.0403   0.9836   0.0756
  -8.200  -0.7341   0.01751   0.01054  -0.0412   0.9828   0.0773
  -8.100  -0.7186   0.01735   0.01037  -0.0422   0.9820   0.0791
  -8.000  -0.7060   0.01721   0.01020  -0.0426   0.9802   0.0808
  -7.900  -0.6940   0.01699   0.00997  -0.0428   0.9780   0.0825
  -7.800  -0.6815   0.01669   0.00972  -0.0433   0.9762   0.0846
  -7.700  -0.6674   0.01651   0.00955  -0.0440   0.9747   0.0866
