NACA 2415                                       
 Alfa =   8.91667 Re =    43060.563 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00157 -0.07611
   0.99318  0.00326 -0.07855
   0.98173  0.00600 -0.08274
   0.96880  0.00906 -0.08759
   0.95446  0.01238 -0.09316
   0.93889  0.01591 -0.09945
   0.92241  0.01956 -0.10642
   0.90530  0.02327 -0.11402
   0.88776  0.02697 -0.12225
   0.86990  0.03064 -0.13112
   0.85186  0.03426 -0.14064
   0.83372  0.03780 -0.15085
   0.81551  0.04126 -0.16182
   0.79724  0.04464 -0.17363
   0.77892  0.04793 -0.18640
   0.76059  0.05113 -0.20021
   0.74224  0.05423 -0.21519
   0.72388  0.05724 -0.23148
   0.70551  0.06016 -0.24923
   0.68713  0.06297 -0.26861
   0.66875  0.06569 -0.28977
   0.65038  0.06831 -0.31292
   0.63203  0.07083 -0.33829
   0.61369  0.07324 -0.36616
   0.59536  0.07554 -0.39681
   0.57704  0.07773 -0.43059
   0.55874  0.07980 -0.46785
   0.54048  0.08177 -0.50899
   0.52226  0.08361 -0.55457
   0.50409  0.08532 -0.60566
   0.48596  0.08690 -0.66372
   0.46787  0.08835 -0.73003
   0.44982  0.08966 -0.80744
   0.43188  0.09084 -0.90105
   0.41408  0.09185 -1.02672
   0.39645  0.09270 -1.04301
   0.37898  0.09336 -1.04572
   0.36163  0.09382 -1.04839
   0.34440  0.09409 -1.05111
   0.32729  0.09415 -1.05400
   0.31030  0.09400 -1.05718
   0.29344  0.09362 -1.06076
   0.27672  0.09303 -1.06492
   0.26016  0.09221 -1.06986
   0.24379  0.09116 -1.07587
   0.22763  0.08988 -1.08331
   0.21174  0.08836 -1.09266
   0.19615  0.08660 -1.10453
   0.18090  0.08460 -1.11973
   0.16606  0.08238 -1.13925
   0.15171  0.07995 -1.16417
   0.13796  0.07734 -1.19549
   0.12489  0.07456 -1.23359
   0.11257  0.07165 -1.27760
   0.10108  0.06865 -1.32705
   0.09046  0.06560 -1.38068
   0.08074  0.06256 -1.43673
   0.07191  0.05954 -1.49312
   0.06392  0.05658 -1.54854
   0.05672  0.05368 -1.60224
   0.05024  0.05086 -1.65362
   0.04440  0.04812 -1.70208
   0.03913  0.04546 -1.74799
   0.03438  0.04287 -1.79163
   0.03008  0.04035 -1.83140
   0.02620  0.03789 -1.86570
   0.02268  0.03549 -1.89570
   0.01949  0.03313 -1.92129
   0.01660  0.03082 -1.93919
   0.01398  0.02853 -1.94622
   0.01163  0.02626 -1.93974
   0.00950  0.02401 -1.92104
   0.00760  0.02178 -1.88903
   0.00592  0.01956 -1.83945
   0.00445  0.01734 -1.76159
   0.00319  0.01514 -1.65129
   0.00215  0.01295 -1.50189
   0.00131  0.01077 -1.31501
   0.00067  0.00859 -1.10198
   0.00023  0.00644 -0.87369
  -0.00003  0.00431 -0.63809
  -0.00011  0.00221 -0.39768
  -0.00001  0.00013 -0.15375
   0.00028 -0.00195  0.08702
   0.00077 -0.00403  0.30875
   0.00145 -0.00612  0.50191
   0.00233 -0.00822  0.66423
   0.00343 -0.01032  0.79370
   0.00476 -0.01241  0.89014
   0.00631 -0.01448  0.95443
   0.00810 -0.01651  0.98942
   0.01013 -0.01851  1.00000
   0.01238 -0.02046  0.99210
   0.01485 -0.02238  0.97020
   0.01757 -0.02427  0.93862
   0.02054 -0.02613  0.89988
   0.02380 -0.02797  0.85703
   0.02739 -0.02980  0.81146
   0.03132 -0.03162  0.76370
   0.03564 -0.03344  0.71495
   0.04040 -0.03525  0.66646
   0.04564 -0.03706  0.61906
   0.05143 -0.03886  0.57210
   0.05784 -0.04067  0.52576
   0.06495 -0.04246  0.48119
   0.07287 -0.04424  0.43851
   0.08166 -0.04599  0.39723
   0.09140 -0.04769  0.35814
   0.10214 -0.04932  0.32173
   0.11390 -0.05084  0.28791
   0.12665 -0.05224  0.25736
   0.14035 -0.05348  0.22971
   0.15491 -0.05455  0.20508
   0.17020 -0.05543  0.18346
   0.18612 -0.05611  0.16465
   0.20258 -0.05661  0.14847
   0.21948 -0.05692  0.13447
   0.23676 -0.05705  0.12240
   0.25434 -0.05702  0.11210
   0.27219 -0.05684  0.10317
   0.29027 -0.05652  0.09545
   0.30856 -0.05607  0.08872
   0.32702 -0.05552  0.08265
   0.34565 -0.05486  0.07704
   0.36440 -0.05413  0.07148
   0.38322 -0.05331  0.06594
   0.40208 -0.05243  0.06041
   0.42093 -0.05149  0.05485
   0.43976 -0.05047  0.04963
   0.45859 -0.04936  0.04510
   0.47746 -0.04818  0.04138
   0.49642 -0.04692  0.03820
   0.51544 -0.04560  0.03535
   0.53452 -0.04423  0.03278
   0.55364 -0.04280  0.03044
   0.57279 -0.04132  0.02823
   0.59199 -0.03979  0.02615
   0.61123 -0.03823  0.02420
   0.63052 -0.03663  0.02221
   0.64985 -0.03499  0.02016
   0.66919 -0.03334  0.01791
   0.68854 -0.03165  0.01555
   0.70789 -0.02994  0.01309
   0.72725 -0.02821  0.01061
   0.74664 -0.02645  0.00795
   0.76603 -0.02467  0.00506
   0.78541 -0.02287  0.00185
   0.80477 -0.02106 -0.00150
   0.82409 -0.01923 -0.00509
   0.84336 -0.01739 -0.00900
   0.86253 -0.01554 -0.01328
   0.88153 -0.01368 -0.01804
   0.90022 -0.01184 -0.02325
   0.91844 -0.01002 -0.02877
   0.93595 -0.00824 -0.03473
   0.95244 -0.00655 -0.04113
   0.96758 -0.00498 -0.04794
   0.98112 -0.00357 -0.05581
   0.99298 -0.00231 -0.06328
   1.00000 -0.00157 -0.07611
