NACA 2415                                       
 Alfa =  17.95918 Re =    86121.125 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00157 -0.19963
   0.99318  0.00326 -0.20060
   0.98173  0.00600 -0.20226
   0.96880  0.00906 -0.20414
   0.95446  0.01238 -0.20625
   0.93889  0.01591 -0.20859
   0.92241  0.01956 -0.21111
   0.90530  0.02327 -0.21377
   0.88776  0.02697 -0.21657
   0.86990  0.03064 -0.21949
   0.85186  0.03426 -0.22251
   0.83372  0.03780 -0.22563
   0.81551  0.04126 -0.22886
   0.79724  0.04464 -0.23219
   0.77892  0.04793 -0.23563
   0.76059  0.05113 -0.23919
   0.74224  0.05423 -0.24286
   0.72388  0.05724 -0.24667
   0.70551  0.06016 -0.25061
   0.68713  0.06297 -0.25470
   0.66875  0.06569 -0.25895
   0.65038  0.06831 -0.26337
   0.63203  0.07083 -0.26797
   0.61369  0.07324 -0.27277
   0.59536  0.07554 -0.27779
   0.57704  0.07773 -0.28304
   0.55874  0.07980 -0.28854
   0.54048  0.08177 -0.29432
   0.52226  0.08361 -0.30039
   0.50409  0.08532 -0.30680
   0.48596  0.08690 -0.31357
   0.46787  0.08835 -0.32076
   0.44982  0.08966 -0.32840
   0.43188  0.09084 -0.33653
   0.41408  0.09185 -0.34519
   0.39645  0.09270 -0.35443
   0.37898  0.09336 -0.36436
   0.36163  0.09382 -0.37508
   0.34440  0.09409 -0.38672
   0.32729  0.09415 -0.39943
   0.31030  0.09400 -0.41341
   0.29344  0.09362 -0.42887
   0.27672  0.09303 -0.44611
   0.26016  0.09221 -0.46550
   0.24379  0.09116 -0.48754
   0.22763  0.08988 -0.51288
   0.21174  0.08836 -0.54251
   0.19615  0.08660 -0.57797
   0.18090  0.08460 -0.62204
   0.16606  0.08238 -0.68203
   0.15171  0.07995 -0.79816
   0.13796  0.07734 -0.79956
   0.12489  0.07456 -0.80085
   0.11257  0.07165 -0.80205
   0.10108  0.06865 -0.80314
   0.09046  0.06560 -0.80412
   0.08074  0.06256 -0.80499
   0.07191  0.05954 -0.80579
   0.06392  0.05658 -0.80656
   0.05672  0.05368 -0.80737
   0.05024  0.05086 -0.80834
   0.04440  0.04812 -0.80962
   0.03913  0.04546 -0.81145
   0.03438  0.04287 -0.81414
   0.03008  0.04035 -0.81825
   0.02620  0.03789 -0.82467
   0.02268  0.03549 -0.83457
   0.01949  0.03313 -0.84974
   0.01660  0.03082 -0.87297
   0.01398  0.02853 -0.90783
   0.01163  0.02626 -0.95619
   0.00950  0.02401 -1.01815
   0.00760  0.02178 -1.08981
   0.00592  0.01956 -1.15898
   0.00445  0.01734 -1.21028
   0.00319  0.01514 -1.23084
   0.00215  0.01295 -1.21103
   0.00131  0.01077 -1.14569
   0.00067  0.00859 -1.04359
   0.00023  0.00644 -0.91177
  -0.00003  0.00431 -0.75921
  -0.00011  0.00221 -0.58290
  -0.00001  0.00013 -0.38893
   0.00028 -0.00195 -0.17768
   0.00077 -0.00403  0.03386
   0.00145 -0.00612  0.22988
   0.00233 -0.00822  0.40922
   0.00343 -0.01032  0.56696
   0.00476 -0.01241  0.70110
   0.00631 -0.01448  0.80893
   0.00810 -0.01651  0.88977
   0.01013 -0.01851  0.94515
   0.01238 -0.02046  0.97975
   0.01485 -0.02238  0.99630
   0.01757 -0.02427  0.99974
   0.02054 -0.02613  0.99239
   0.02380 -0.02797  0.97698
   0.02739 -0.02980  0.95512
   0.03132 -0.03162  0.92843
   0.03564 -0.03344  0.89787
   0.04040 -0.03525  0.86428
   0.04564 -0.03706  0.82930
   0.05143 -0.03886  0.79255
   0.05784 -0.04067  0.75432
   0.06495 -0.04246  0.71567
   0.07287 -0.04424  0.67708
   0.08166 -0.04599  0.63803
   0.09140 -0.04769  0.59947
   0.10214 -0.04932  0.56183
   0.11390 -0.05084  0.52553
   0.12665 -0.05224  0.49122
   0.14035 -0.05348  0.45872
   0.15491 -0.05455  0.42822
   0.17020 -0.05543  0.40024
   0.18612 -0.05611  0.37461
   0.20258 -0.05661  0.35135
   0.21948 -0.05692  0.32993
   0.23676 -0.05705  0.31047
   0.25434 -0.05702  0.29282
   0.27219 -0.05684  0.27656
   0.29027 -0.05652  0.26161
   0.30856 -0.05607  0.24779
   0.32702 -0.05552  0.23465
   0.34565 -0.05486  0.22222
   0.36440 -0.05413  0.20989
   0.38322 -0.05331  0.19767
   0.40208 -0.05243  0.18555
   0.42093 -0.05149  0.17341
   0.43976 -0.05047  0.16179
   0.45859 -0.04936  0.15097
   0.47746 -0.04818  0.14127
   0.49642 -0.04692  0.13210
   0.51544 -0.04560  0.12334
   0.53452 -0.04423  0.11486
   0.55364 -0.04280  0.10658
   0.57279 -0.04132  0.09850
   0.59199 -0.03979  0.09047
   0.61123 -0.03823  0.08266
   0.63052 -0.03663  0.07470
   0.64985 -0.03499  0.06668
   0.66919 -0.03334  0.05833
   0.68854 -0.03165  0.04978
   0.70789 -0.02994  0.04107
   0.72725 -0.02821  0.03233
   0.74664 -0.02645  0.02330
   0.76603 -0.02467  0.01385
   0.78541 -0.02287  0.00388
   0.80477 -0.02106 -0.00642
   0.82409 -0.01923 -0.01712
   0.84336 -0.01739 -0.02839
   0.86253 -0.01554 -0.04037
   0.88153 -0.01368 -0.05320
   0.90022 -0.01184 -0.06689
   0.91844 -0.01002 -0.08121
   0.93595 -0.00824 -0.09628
   0.95244 -0.00655 -0.11215
   0.96758 -0.00498 -0.12866
   0.98112 -0.00357 -0.14751
   0.99298 -0.00231 -0.16519
   1.00000 -0.00157 -0.19963
