NACA 2415                                       
 Alfa =  16.62500 Re =    86121.125 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00157 -0.19081
   0.00319  0.01514 -1.12297
   0.00215  0.01295 -1.07284
   0.00131  0.01077 -0.98388
   0.00067  0.00859 -0.86108
   0.00023  0.00644 -0.71476
  -0.00003  0.00431 -0.55453
  -0.00011  0.00221 -0.37556
  -0.00001  0.00013 -0.18422
   0.00028 -0.00195  0.01674
   0.00077 -0.00403  0.21378
   0.00145 -0.00612  0.39273
   0.00233 -0.00822  0.55154
   0.00343 -0.01032  0.68807
   0.00476 -0.01241  0.79869
   0.00631 -0.01448  0.88457
   0.00810 -0.01651  0.94384
   0.01013 -0.01851  0.97998
   0.01238 -0.02046  0.99719
   0.01485 -0.02238  0.99933
   0.01757 -0.02427  0.98994
   0.02054 -0.02613  0.97185
   0.02380 -0.02797  0.94704
   0.02739 -0.02980  0.91776
   0.03132 -0.03162  0.88450
   0.03564 -0.03344  0.84850
   0.04040 -0.03525  0.81078
   0.04564 -0.03706  0.77242
   0.05143 -0.03886  0.73302
   0.05784 -0.04067  0.69262
   0.06495 -0.04246  0.65263
   0.07287 -0.04424  0.61334
   0.08166 -0.04599  0.57369
   0.09140 -0.04769  0.53529
   0.10214 -0.04932  0.49821
   0.11390 -0.05084  0.46290
   0.12665 -0.05224  0.42955
   0.14035 -0.05348  0.39831
   0.15491 -0.05455  0.36943
   0.17020 -0.05543  0.34304
   0.18612 -0.05611  0.31918
   0.20258 -0.05661  0.29755
   0.21948 -0.05692  0.27792
   0.23676 -0.05705  0.26017
   0.25434 -0.05702  0.24419
   0.27219 -0.05684  0.22958
   0.29027 -0.05652  0.21622
   0.30856 -0.05607  0.20399
   0.32702 -0.05552  0.19234
   0.34565 -0.05486  0.18138
   0.36440 -0.05413  0.17042
   0.38322 -0.05331  0.15954
   0.40208 -0.05243  0.14870
   0.42093 -0.05149  0.13783
   0.43976 -0.05047  0.12740
   0.45859 -0.04936  0.11783
   0.47746 -0.04818  0.10925
   0.49642 -0.04692  0.10131
   0.51544 -0.04560  0.09366
   0.53452 -0.04423  0.08630
   0.55364 -0.04280  0.07917
   0.57279 -0.04132  0.07220
   0.59199 -0.03979  0.06531
   0.61123 -0.03823  0.05857
   0.63052 -0.03663  0.05173
   0.64985 -0.03499  0.04481
   0.66919 -0.03334  0.03755
   0.68854 -0.03165  0.03009
   0.70789 -0.02994  0.02251
   0.72725 -0.02821  0.01490
   0.74664 -0.02645  0.00694
   0.76603 -0.02467 -0.00132
   0.78541 -0.02287 -0.01013
   0.80477 -0.02106 -0.01923
   0.82409 -0.01923 -0.02866
   0.84336 -0.01739 -0.03868
   0.86253 -0.01554 -0.04931
   0.88153 -0.01368 -0.06073
   0.90022 -0.01184 -0.07293
   0.91844 -0.01002 -0.08569
   0.93595 -0.00824 -0.09909
   0.95244 -0.00655 -0.11320
   0.96758 -0.00498 -0.12784
   0.98112 -0.00357 -0.14453
   0.99298 -0.00231 -0.16006
   1.00000 -0.00157 -0.19081
