  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2415                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.054 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.3930   0.11553   0.10777  -0.0186   1.0000   0.3261
  -9.917  -0.4128   0.11583   0.10813  -0.0190   1.0000   0.3272
  -9.750  -0.3740   0.11082   0.10304  -0.0184   1.0000   0.3318
  -9.667  -0.3673   0.10963   0.10185  -0.0182   1.0000   0.3348
  -9.583  -0.3656   0.10876   0.10098  -0.0181   1.0000   0.3387
  -9.500  -0.3760   0.10858   0.10085  -0.0181   1.0000   0.3433
  -9.417  -0.3978   0.10892   0.10126  -0.0183   1.0000   0.3454
  -9.333  -0.3928   0.10713   0.09948  -0.0183   1.0000   0.3468
  -9.250  -0.3686   0.10482   0.09710  -0.0179   1.0000   0.3503
  -9.167  -0.3608   0.10367   0.09595  -0.0176   1.0000   0.3539
  -9.083  -0.3603   0.10285   0.09513  -0.0174   1.0000   0.3578
  -9.000  -0.3737   0.10275   0.09509  -0.0173   1.0000   0.3625
  -8.917  -0.3941   0.10282   0.09524  -0.0172   1.0000   0.3642
  -8.833  -0.3935   0.10136   0.09380  -0.0172   1.0000   0.3652
  -8.750  -0.3750   0.09918   0.09158  -0.0171   1.0000   0.3671
  -8.667  -0.3646   0.09776   0.09013  -0.0169   1.0000   0.3694
  -8.583  -0.3590   0.09666   0.08903  -0.0167   1.0000   0.3721
  -8.500  -0.3579   0.09573   0.08811  -0.0165   1.0000   0.3750
  -8.417  -0.3608   0.09489   0.08730  -0.0163   1.0000   0.3776
  -8.333  -0.3665   0.09408   0.08651  -0.0161   1.0000   0.3795
  -8.250  -0.3672   0.09287   0.08532  -0.0161   1.0000   0.3790
  -8.167  -0.3666   0.09119   0.08365  -0.0164   1.0000   0.3736
  -8.083  -0.7160   0.05328   0.04508  -0.0337   1.0000   0.1850
  -8.000  -0.7207   0.05187   0.04351  -0.0327   1.0000   0.1855
  -7.917  -0.7248   0.05051   0.04197  -0.0317   1.0000   0.1860
  -7.833  -0.7207   0.04971   0.04123  -0.0311   1.0000   0.1875
  -7.750  -0.7087   0.04991   0.04164  -0.0308   1.0000   0.1900
  -7.667  -0.7041   0.04949   0.04124  -0.0301   1.0000   0.1918
  -7.583  -0.7023   0.04876   0.04047  -0.0294   1.0000   0.1935
  -7.500  -0.7017   0.04786   0.03949  -0.0286   1.0000   0.1950
  -7.417  -0.7016   0.04687   0.03838  -0.0278   1.0000   0.1965
  -7.333  -0.7017   0.04580   0.03717  -0.0271   1.0000   0.1980
  -7.250  -0.7020   0.04469   0.03589  -0.0263   1.0000   0.1995
  -7.167  -0.7024   0.04356   0.03454  -0.0255   1.0000   0.2012
  -7.083  -0.7030   0.04245   0.03317  -0.0247   1.0000   0.2029
  -7.000  -0.6962   0.04201   0.03288  -0.0243   1.0000   0.2051
  -6.917  -0.6893   0.04179   0.03278  -0.0238   1.0000   0.2075
  -6.833  -0.6843   0.04138   0.03237  -0.0232   1.0000   0.2100
  -6.750  -0.6805   0.04077   0.03169  -0.0226   1.0000   0.2125
  -6.667  -0.6774   0.04000   0.03078  -0.0220   1.0000   0.2150
  -6.583  -0.6751   0.03913   0.02969  -0.0214   1.0000   0.2177
  -6.500  -0.6721   0.03830   0.02867  -0.0208   1.0000   0.2203
  -6.417  -0.6656   0.03797   0.02848  -0.0204   1.0000   0.2230
  -6.333  -0.6594   0.03770   0.02828  -0.0199   1.0000   0.2259
  -6.250  -0.6542   0.03729   0.02784  -0.0194   1.0000   0.2291
  -6.167  -0.6496   0.03669   0.02712  -0.0189   1.0000   0.2326
  -6.083  -0.6458   0.03596   0.02613  -0.0184   1.0000   0.2361
  -6.000  -0.6399   0.03548   0.02571  -0.0180   1.0000   0.2392
  -5.917  -0.6336   0.03524   0.02555  -0.0175   1.0000   0.2426
  -5.833  -0.6277   0.03493   0.02525  -0.0170   1.0000   0.2464
  -5.750  -0.6224   0.03444   0.02464  -0.0166   1.0000   0.2507
  -5.667  -0.6173   0.03383   0.02381  -0.0163   1.0000   0.2550
  -5.583  -0.6108   0.03354   0.02366  -0.0159   1.0000   0.2584
  -5.500  -0.6045   0.03330   0.02347  -0.0154   1.0000   0.2626
  -5.417  -0.5986   0.03295   0.02306  -0.0150   1.0000   0.2675
  -5.333  -0.5929   0.03246   0.02236  -0.0148   1.0000   0.2728
  -5.250  -0.5862   0.03219   0.02224  -0.0144   1.0000   0.2767
  -5.167  -0.5797   0.03196   0.02205  -0.0140   1.0000   0.2814
  -5.083  -0.5735   0.03162   0.02161  -0.0137   1.0000   0.2873
  -5.000  -0.5670   0.03126   0.02121  -0.0134   1.0000   0.2927
  -4.917  -0.5605   0.03107   0.02111  -0.0130   1.0000   0.2976
  -4.833  -0.5540   0.03081   0.02081  -0.0127   1.0000   0.3037
  -4.750  -0.5474   0.03046   0.02036  -0.0125   1.0000   0.3101
  -4.667  -0.5409   0.03027   0.02030  -0.0120   1.0000   0.3152
  -4.583  -0.5344   0.03006   0.02007  -0.0117   1.0000   0.3220
  -4.500  -0.5278   0.02976   0.01970  -0.0115   1.0000   0.3290
  -4.417  -0.5213   0.02959   0.01964  -0.0111   1.0000   0.3347
  -4.333  -0.5147   0.02937   0.01937  -0.0108   1.0000   0.3423
  -4.250  -0.5081   0.02913   0.01915  -0.0105   1.0000   0.3492
  -4.167  -0.5018   0.02898   0.01907  -0.0101   1.0000   0.3560
  -4.083  -0.4950   0.02875   0.01872  -0.0100   1.0000   0.3650
  -4.000  -0.4887   0.02858   0.01870  -0.0095   1.0000   0.3713
  -3.917  -0.4821   0.02841   0.01851  -0.0093   1.0000   0.3800
  -3.833  -0.4756   0.02823   0.01838  -0.0090   1.0000   0.3878
  -3.750  -0.4692   0.02810   0.01830  -0.0086   1.0000   0.3963
  -3.667  -0.4626   0.02793   0.01813  -0.0084   1.0000   0.4053
  -3.583  -0.4564   0.02781   0.01809  -0.0080   1.0000   0.4137
  -3.500  -0.4497   0.02766   0.01793  -0.0077   1.0000   0.4236
  -3.417  -0.4436   0.02757   0.01793  -0.0073   1.0000   0.4323
  -3.333  -0.4370   0.02744   0.01781  -0.0071   1.0000   0.4427
  -3.250  -0.4309   0.02736   0.01781  -0.0067   1.0000   0.4522
  -3.167  -0.4244   0.02726   0.01773  -0.0064   1.0000   0.4627
  -3.083  -0.4182   0.02719   0.01771  -0.0060   1.0000   0.4736
  -3.000  -0.4120   0.02712   0.01771  -0.0056   1.0000   0.4840
  -2.917  -0.4054   0.02705   0.01764  -0.0054   1.0000   0.4969
  -2.833  -0.3996   0.02701   0.01772  -0.0049   1.0000   0.5068
  -2.750  -0.3934   0.02695   0.01770  -0.0045   1.0000   0.5192
  -2.667  -0.3874   0.02692   0.01772  -0.0041   1.0000   0.5320
  -2.583  -0.3817   0.02689   0.01779  -0.0036   1.0000   0.5437
  -2.500  -0.3757   0.02686   0.01781  -0.0032   1.0000   0.5574
  -2.417  -0.3698   0.02685   0.01784  -0.0028   1.0000   0.5719
  -2.333  -0.3644   0.02685   0.01794  -0.0022   1.0000   0.5846
  -2.250  -0.3587   0.02685   0.01802  -0.0016   1.0000   0.5991
  -2.167  -0.3530   0.02685   0.01809  -0.0011   1.0000   0.6149
  -2.083  -0.3473   0.02687   0.01816  -0.0006   1.0000   0.6315
  -2.000  -0.3421   0.02689   0.01828   0.0001   1.0000   0.6476
  -1.917  -0.3371   0.02692   0.01841   0.0009   1.0000   0.6640
  -1.833  -0.3265   0.02702   0.01860   0.0007   0.9976   0.6863
  -1.750  -0.3121   0.02722   0.01892   0.0001   0.9939   0.7114
  -1.583  -0.2885   0.02754   0.01943  -0.0001   0.9857   0.7619
  -1.500  -0.2755   0.02780   0.01978  -0.0001   0.9822   0.7896
  -1.417  -0.2666   0.02795   0.02001   0.0005   0.9779   0.8147
  -1.333  -0.2551   0.02816   0.02028   0.0007   0.9736   0.8441
  -1.250  -0.2366   0.02856   0.02073  -0.0001   0.9701   0.8752
  -1.167  -0.2130   0.02899   0.02115  -0.0022   0.9661   0.9063
  -1.083  -0.1775   0.02957   0.02166  -0.0067   0.9621   0.9373
