NACA 2415                                       
 Alfa =  16.32653 Re =    86121.125 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00157 -0.17912
   0.00631 -0.01448  0.85868
   0.00810 -0.01651  0.92655
   0.01013 -0.01851  0.97030
   0.01238 -0.02046  0.99303
   0.01485 -0.02238  1.00000
   0.01757 -0.02427  0.99435
   0.02054 -0.02613  0.97902
   0.02380 -0.02797  0.95655
   0.02739 -0.02980  0.92871
   0.03132 -0.03162  0.89668
   0.03564 -0.03344  0.86139
   0.04040 -0.03525  0.82412
   0.04564 -0.03706  0.78608
   0.05143 -0.03886  0.74671
   0.05784 -0.04067  0.70619
   0.06495 -0.04246  0.66605
   0.07287 -0.04424  0.62632
   0.08166 -0.04599  0.58634
   0.09140 -0.04769  0.54747
   0.10214 -0.04932  0.51000
   0.11390 -0.05084  0.47395
   0.12665 -0.05224  0.44033
   0.14035 -0.05348  0.40848
   0.15491 -0.05455  0.37908
   0.17020 -0.05543  0.35244
   0.18612 -0.05611  0.32801
   0.20258 -0.05661  0.30618
   0.21948 -0.05692  0.28617
   0.23676 -0.05705  0.26815
   0.25434 -0.05702  0.25198
   0.27219 -0.05684  0.23706
   0.29027 -0.05652  0.22365
   0.30856 -0.05607  0.21115
   0.32702 -0.05552  0.19945
   0.34565 -0.05486  0.18833
   0.36440 -0.05413  0.17737
   0.38322 -0.05331  0.16641
   0.40208 -0.05243  0.15554
   0.42093 -0.05149  0.14462
   0.43976 -0.05047  0.13421
   0.45859 -0.04936  0.12462
   0.47746 -0.04818  0.11606
   0.49642 -0.04692  0.10813
   0.51544 -0.04560  0.10053
   0.53452 -0.04423  0.09320
   0.55364 -0.04280  0.08613
   0.57279 -0.04132  0.07920
   0.59199 -0.03979  0.07238
   0.61123 -0.03823  0.06570
   0.63052 -0.03663  0.05893
   0.64985 -0.03499  0.05212
   0.66919 -0.03334  0.04495
   0.68854 -0.03165  0.03762
   0.70789 -0.02994  0.03013
   0.72725 -0.02821  0.02264
   0.74664 -0.02645  0.01486
   0.76603 -0.02467  0.00673
   0.78541 -0.02287 -0.00192
   0.80477 -0.02106 -0.01085
   0.82409 -0.01923 -0.02011
   0.84336 -0.01739 -0.02994
   0.86253 -0.01554 -0.04035
   0.88153 -0.01368 -0.05155
   0.90022 -0.01184 -0.06351
   0.91844 -0.01002 -0.07601
   0.93595 -0.00824 -0.08915
   0.95244 -0.00655 -0.10298
   0.96758 -0.00498 -0.11735
   0.98112 -0.00357 -0.13376
   0.99298 -0.00231 -0.14897
   1.00000 -0.00157 -0.17912
