NACA 2415                                       
 Alfa =  18.37500 Re =    86121.125 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00157 -0.21006
   0.99318  0.00326 -0.21102
   0.98173  0.00600 -0.21265
   0.96880  0.00906 -0.21450
   0.95446  0.01238 -0.21658
   0.93889  0.01591 -0.21887
   0.92241  0.01956 -0.22134
   0.90530  0.02327 -0.22395
   0.88776  0.02697 -0.22669
   0.86990  0.03064 -0.22954
   0.85186  0.03426 -0.23249
   0.83372  0.03780 -0.23553
   0.81551  0.04126 -0.23866
   0.79724  0.04464 -0.24189
   0.77892  0.04793 -0.24522
   0.76059  0.05113 -0.24866
   0.74224  0.05423 -0.25220
   0.72388  0.05724 -0.25585
   0.70551  0.06016 -0.25963
   0.68713  0.06297 -0.26355
   0.66875  0.06569 -0.26759
   0.65038  0.06831 -0.27179
   0.63203  0.07083 -0.27615
   0.61369  0.07324 -0.28067
   0.59536  0.07554 -0.28538
   0.57704  0.07773 -0.29029
   0.55874  0.07980 -0.29542
   0.54048  0.08177 -0.30077
   0.52226  0.08361 -0.30638
   0.50409  0.08532 -0.31225
   0.48596  0.08690 -0.31843
   0.46787  0.08835 -0.32495
   0.44982  0.08966 -0.33183
   0.43188  0.09084 -0.33910
   0.41408  0.09185 -0.34678
   0.39645  0.09270 -0.35492
   0.37898  0.09336 -0.36359
   0.36163  0.09382 -0.37286
   0.34440  0.09409 -0.38283
   0.32729  0.09415 -0.39361
   0.31030  0.09400 -0.40532
   0.29344  0.09362 -0.41812
   0.27672  0.09303 -0.43220
   0.26016  0.09221 -0.44781
   0.24379  0.09116 -0.46526
   0.22763  0.08988 -0.48498
   0.21174  0.08836 -0.50754
   0.19615  0.08660 -0.53389
   0.18090  0.08460 -0.56619
   0.16606  0.08238 -0.60754
   0.15171  0.07995 -0.67258
   0.13796  0.07734 -0.70764
   0.12489  0.07456 -0.70882
   0.11257  0.07165 -0.70991
   0.10108  0.06865 -0.71090
   0.09046  0.06560 -0.71178
   0.08074  0.06256 -0.71254
   0.07191  0.05954 -0.71321
   0.06392  0.05658 -0.71383
   0.05672  0.05368 -0.71445
   0.05024  0.05086 -0.71516
   0.04440  0.04812 -0.71608
   0.03913  0.04546 -0.71741
   0.03438  0.04287 -0.71938
   0.03008  0.04035 -0.72244
   0.02620  0.03789 -0.72733
   0.02268  0.03549 -0.73498
   0.01949  0.03313 -0.74692
   0.01660  0.03082 -0.76550
   0.01398  0.02853 -0.79408
   0.01163  0.02626 -0.83576
   0.00950  0.02401 -0.89070
   0.00760  0.02178 -0.95810
   0.00592  0.01956 -1.02720
   0.00445  0.01734 -1.08216
   0.00319  0.01514 -1.10827
   0.00215  0.01295 -1.09468
   0.00131  0.01077 -1.03884
   0.00067  0.00859 -0.94468
   0.00023  0.00644 -0.82139
  -0.00003  0.00431 -0.67736
  -0.00011  0.00221 -0.51112
  -0.00001  0.00013 -0.32624
   0.00028 -0.00195 -0.12366
   0.00077 -0.00403  0.07783
   0.00145 -0.00612  0.26624
   0.00233 -0.00822  0.43773
   0.00343 -0.01032  0.58863
   0.00476 -0.01241  0.71680
   0.00631 -0.01448  0.81991
   0.00810 -0.01651  0.89739
   0.01013 -0.01851  0.94975
   0.01238 -0.02046  0.98198
   0.01485 -0.02238  0.99715
   0.01757 -0.02427  0.99953
   0.02054 -0.02613  0.99145
   0.02380 -0.02797  0.97560
   0.02739 -0.02980  0.95377
   0.03132 -0.03162  0.92712
   0.03564 -0.03344  0.89628
   0.04040 -0.03525  0.86327
   0.04564 -0.03706  0.82844
   0.05143 -0.03886  0.79206
   0.05784 -0.04067  0.75422
   0.06495 -0.04246  0.71580
   0.07287 -0.04424  0.67755
   0.08166 -0.04599  0.63898
   0.09140 -0.04769  0.60053
   0.10214 -0.04932  0.56335
   0.11390 -0.05084  0.52735
   0.12665 -0.05224  0.49308
   0.14035 -0.05348  0.46069
   0.15491 -0.05455  0.43050
   0.17020 -0.05543  0.40248
   0.18612 -0.05611  0.37695
   0.20258 -0.05661  0.35361
   0.21948 -0.05692  0.33221
   0.23676 -0.05705  0.31272
   0.25434 -0.05702  0.29495
   0.27219 -0.05684  0.27863
   0.29027 -0.05652  0.26356
   0.30856 -0.05607  0.24959
   0.32702 -0.05552  0.23637
   0.34565 -0.05486  0.22382
   0.36440 -0.05413  0.21127
   0.38322 -0.05331  0.19891
   0.40208 -0.05243  0.18664
   0.42093 -0.05149  0.17431
   0.43976 -0.05047  0.16251
   0.45859 -0.04936  0.15155
   0.47746 -0.04818  0.14160
   0.49642 -0.04692  0.13234
   0.51544 -0.04560  0.12334
   0.53452 -0.04423  0.11461
   0.55364 -0.04280  0.10619
   0.57279 -0.04132  0.09787
   0.59199 -0.03979  0.08961
   0.61123 -0.03823  0.08158
   0.63052 -0.03663  0.07341
   0.64985 -0.03499  0.06516
   0.66919 -0.03334  0.05653
   0.68854 -0.03165  0.04773
   0.70789 -0.02994  0.03878
   0.72725 -0.02821  0.02976
   0.74664 -0.02645  0.02044
   0.76603 -0.02467  0.01070
   0.78541 -0.02287  0.00043
   0.80477 -0.02106 -0.01025
   0.82409 -0.01923 -0.02122
   0.84336 -0.01739 -0.03288
   0.86253 -0.01554 -0.04525
   0.88153 -0.01368 -0.05849
   0.90022 -0.01184 -0.07264
   0.91844 -0.01002 -0.08743
   0.93595 -0.00824 -0.10300
   0.95244 -0.00655 -0.11942
   0.96758 -0.00498 -0.13652
   0.98112 -0.00357 -0.15602
   0.99298 -0.00231 -0.17433
   1.00000 -0.00157 -0.21006
