NACA 2415                                       
 Alfa =  17.00000 Re =    86121.125 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00157 -0.19140
   0.55364 -0.04280  0.08916
   0.57279 -0.04132  0.08180
   0.59199 -0.03979  0.07457
   0.61123 -0.03823  0.06748
   0.63052 -0.03663  0.06029
   0.64985 -0.03499  0.05301
   0.66919 -0.03334  0.04545
   0.68854 -0.03165  0.03766
   0.70789 -0.02994  0.02974
   0.72725 -0.02821  0.02179
   0.74664 -0.02645  0.01351
   0.76603 -0.02467  0.00488
   0.78541 -0.02287 -0.00424
   0.80477 -0.02106 -0.01372
   0.82409 -0.01923 -0.02353
   0.84336 -0.01739 -0.03388
   0.86253 -0.01554 -0.04491
   0.88153 -0.01368 -0.05673
   0.90022 -0.01184 -0.06937
   0.91844 -0.01002 -0.08256
   0.93595 -0.00824 -0.09645
   0.95244 -0.00655 -0.11104
   0.96758 -0.00498 -0.12621
   0.98112 -0.00357 -0.14351
   0.99298 -0.00231 -0.15961
   1.00000 -0.00157 -0.19140
