  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2415                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.710 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8900   0.01563   0.00962  -0.0484   0.9858   0.0471
  -9.900  -0.8767   0.01542   0.00942  -0.0490   0.9851   0.0479
  -9.800  -0.8630   0.01525   0.00925  -0.0497   0.9844   0.0488
  -9.700  -0.8491   0.01510   0.00910  -0.0504   0.9839   0.0496
  -9.600  -0.8349   0.01495   0.00894  -0.0511   0.9834   0.0505
  -9.500  -0.8205   0.01482   0.00879  -0.0518   0.9829   0.0513
  -9.400  -0.8067   0.01460   0.00856  -0.0525   0.9824   0.0522
  -9.300  -0.7929   0.01436   0.00832  -0.0532   0.9820   0.0534
  -9.200  -0.7810   0.01418   0.00816  -0.0535   0.9807   0.0543
  -9.100  -0.7702   0.01404   0.00802  -0.0535   0.9788   0.0553
  -9.000  -0.7575   0.01390   0.00787  -0.0539   0.9774   0.0563
  -8.900  -0.7441   0.01378   0.00774  -0.0544   0.9764   0.0574
  -8.800  -0.7305   0.01363   0.00757  -0.0549   0.9755   0.0584
  -8.700  -0.7173   0.01339   0.00735  -0.0555   0.9746   0.0600
  -8.600  -0.7035   0.01322   0.00720  -0.0562   0.9738   0.0613
  -8.500  -0.6895   0.01308   0.00705  -0.0568   0.9730   0.0627
  -8.400  -0.6755   0.01295   0.00692  -0.0574   0.9722   0.0641
  -8.300  -0.6614   0.01285   0.00679  -0.0580   0.9714   0.0652
  -8.200  -0.6481   0.01261   0.00658  -0.0586   0.9705   0.0671
  -8.100  -0.6343   0.01244   0.00643  -0.0592   0.9697   0.0688
  -8.000  -0.6205   0.01230   0.00629  -0.0598   0.9688   0.0706
  -7.900  -0.6120   0.01221   0.00619  -0.0592   0.9655   0.0719
  -7.700  -0.5896   0.01192   0.00590  -0.0592   0.9610   0.0754
  -7.600  -0.5777   0.01177   0.00577  -0.0594   0.9592   0.0774
  -7.500  -0.5655   0.01164   0.00565  -0.0596   0.9576   0.0794
  -7.400  -0.5532   0.01154   0.00554  -0.0598   0.9561   0.0812
  -7.300  -0.5412   0.01140   0.00540  -0.0600   0.9547   0.0834
  -7.200  -0.5322   0.01127   0.00528  -0.0596   0.9515   0.0856
  -7.100  -0.5222   0.01116   0.00519  -0.0593   0.9485   0.0878
  -7.000  -0.5114   0.01106   0.00508  -0.0592   0.9460   0.0900
  -6.800  -0.4896   0.01081   0.00485  -0.0590   0.9415   0.0949
  -6.700  -0.4783   0.01069   0.00474  -0.0590   0.9396   0.0978
  -6.600  -0.4679   0.01061   0.00465  -0.0588   0.9368   0.1004
  -6.400  -0.4477   0.01040   0.00446  -0.0583   0.9304   0.1061
  -6.300  -0.4372   0.01029   0.00436  -0.0581   0.9275   0.1093
  -6.200  -0.4262   0.01020   0.00427  -0.0581   0.9250   0.1124
  -6.100  -0.4150   0.01011   0.00418  -0.0580   0.9227   0.1153
  -6.000  -0.4050   0.01000   0.00409  -0.0578   0.9193   0.1192
  -5.900  -0.3947   0.00991   0.00401  -0.0576   0.9158   0.1228
  -5.800  -0.3840   0.00984   0.00394  -0.0574   0.9125   0.1262
  -5.700  -0.3734   0.00973   0.00384  -0.0573   0.9094   0.1304
  -5.600  -0.3625   0.00963   0.00375  -0.0571   0.9066   0.1347
  -5.500  -0.3517   0.00956   0.00368  -0.0570   0.9034   0.1387
  -5.400  -0.3412   0.00948   0.00361  -0.0569   0.8996   0.1426
  -5.300  -0.3308   0.00937   0.00353  -0.0567   0.8958   0.1474
  -5.200  -0.3199   0.00930   0.00346  -0.0566   0.8924   0.1521
  -5.100  -0.3089   0.00924   0.00338  -0.0565   0.8893   0.1564
  -5.000  -0.2983   0.00914   0.00331  -0.0563   0.8858   0.1619
  -4.900  -0.2876   0.00906   0.00325  -0.0562   0.8817   0.1671
  -4.800  -0.2767   0.00900   0.00319  -0.0561   0.8776   0.1719
  -4.700  -0.2661   0.00891   0.00312  -0.0559   0.8739   0.1780
  -4.600  -0.2551   0.00885   0.00305  -0.0559   0.8704   0.1835
  -4.500  -0.2442   0.00878   0.00300  -0.0558   0.8664   0.1889
  -4.400  -0.2336   0.00870   0.00294  -0.0556   0.8621   0.1953
  -4.300  -0.2226   0.00864   0.00289  -0.0555   0.8578   0.2011
  -4.200  -0.2118   0.00858   0.00283  -0.0554   0.8539   0.2073
  -4.100  -0.2010   0.00851   0.00277  -0.0553   0.8499   0.2139
  -4.000  -0.1899   0.00846   0.00273  -0.0552   0.8453   0.2196
  -3.900  -0.1792   0.00838   0.00268  -0.0551   0.8407   0.2266
  -3.800  -0.1683   0.00833   0.00262  -0.0550   0.8364   0.2335
  -3.700  -0.1574   0.00828   0.00258  -0.0549   0.8322   0.2399
  -3.600  -0.1465   0.00821   0.00254  -0.0548   0.8274   0.2472
  -3.500  -0.1355   0.00817   0.00249  -0.0547   0.8225   0.2538
  -3.400  -0.1248   0.00811   0.00245  -0.0546   0.8179   0.2612
  -3.300  -0.1138   0.00807   0.00240  -0.0545   0.8133   0.2688
  -3.200  -0.1029   0.00802   0.00237  -0.0544   0.8082   0.2759
