NACA 2415                                       
 Alfa =  19.25000 Re =    86121.125 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00157 -0.21901
   0.99318  0.00326 -0.21993
   0.98173  0.00600 -0.22150
   0.96880  0.00906 -0.22328
   0.95446  0.01238 -0.22529
   0.93889  0.01591 -0.22749
   0.92241  0.01956 -0.22986
   0.90530  0.02327 -0.23237
   0.88776  0.02697 -0.23500
   0.86990  0.03064 -0.23773
   0.85186  0.03426 -0.24055
   0.83372  0.03780 -0.24346
   0.81551  0.04126 -0.24646
   0.79724  0.04464 -0.24954
   0.77892  0.04793 -0.25272
   0.76059  0.05113 -0.25599
   0.74224  0.05423 -0.25937
   0.72388  0.05724 -0.26284
   0.70551  0.06016 -0.26644
   0.68713  0.06297 -0.27015
   0.66875  0.06569 -0.27399
   0.65038  0.06831 -0.27797
   0.63203  0.07083 -0.28209
   0.61369  0.07324 -0.28636
   0.59536  0.07554 -0.29081
   0.57704  0.07773 -0.29544
   0.55874  0.07980 -0.30026
   0.54048  0.08177 -0.30529
   0.52226  0.08361 -0.31055
   0.50409  0.08532 -0.31606
   0.48596  0.08690 -0.32183
   0.46787  0.08835 -0.32792
   0.44982  0.08966 -0.33433
   0.43188  0.09084 -0.34109
   0.41408  0.09185 -0.34822
   0.39645  0.09270 -0.35575
   0.37898  0.09336 -0.36375
   0.36163  0.09382 -0.37229
   0.34440  0.09409 -0.38145
   0.32729  0.09415 -0.39131
   0.31030  0.09400 -0.40199
   0.29344  0.09362 -0.41362
   0.27672  0.09303 -0.42636
   0.26016  0.09221 -0.44042
   0.24379  0.09116 -0.45603
   0.22763  0.08988 -0.47353
   0.21174  0.08836 -0.49335
   0.19615  0.08660 -0.51613
   0.18090  0.08460 -0.54287
   0.16606  0.08238 -0.57587
   0.15171  0.07995 -0.61849
   0.13796  0.07734 -0.68995
   0.12489  0.07456 -0.71563
   0.11257  0.07165 -0.71683
   0.10108  0.06865 -0.71793
   0.09046  0.06560 -0.71892
   0.08074  0.06256 -0.71976
   0.07191  0.05954 -0.72048
   0.06392  0.05658 -0.72111
   0.05672  0.05368 -0.72166
   0.05024  0.05086 -0.72221
   0.04440  0.04812 -0.72284
   0.03913  0.04546 -0.72367
   0.03438  0.04287 -0.72485
   0.03008  0.04035 -0.72668
   0.02620  0.03789 -0.72964
   0.02268  0.03549 -0.73439
   0.01949  0.03313 -0.74197
   0.01660  0.03082 -0.75411
   0.01398  0.02853 -0.77338
   0.01163  0.02626 -0.80352
   0.00950  0.02401 -0.84768
   0.00760  0.02178 -0.90656
   0.00592  0.01956 -0.97793
   0.00445  0.01734 -1.04600
   0.00319  0.01514 -1.09159
   0.00215  0.01295 -1.10047
   0.00131  0.01077 -1.06373
   0.00067  0.00859 -0.98535
   0.00023  0.00644 -0.87669
  -0.00003  0.00431 -0.74315
  -0.00011  0.00221 -0.58353
  -0.00001  0.00013 -0.40259
   0.00028 -0.00195 -0.20127
   0.00077 -0.00403  0.00259
   0.00145 -0.00612  0.19492
   0.00233 -0.00822  0.37276
   0.00343 -0.01032  0.53140
   0.00476 -0.01241  0.66791
   0.00631 -0.01448  0.78102
   0.00810 -0.01651  0.86674
   0.01013 -0.01851  0.92863
   0.01238 -0.02046  0.96866
   0.01485 -0.02238  0.99098
   0.01757 -0.02427  0.99965
   0.02054 -0.02613  0.99728
   0.02380 -0.02797  0.98615
   0.02739 -0.02980  0.96860
   0.03132 -0.03162  0.94525
   0.03564 -0.03344  0.91783
   0.04040 -0.03525  0.88734
   0.04564 -0.03706  0.85478
   0.05143 -0.03886  0.82001
   0.05784 -0.04067  0.78357
   0.06495 -0.04246  0.74643
   0.07287 -0.04424  0.70906
   0.08166 -0.04599  0.67079
   0.09140 -0.04769  0.63281
   0.10214 -0.04932  0.59567
   0.11390 -0.05084  0.55946
   0.12665 -0.05224  0.52493
   0.14035 -0.05348  0.49218
   0.15491 -0.05455  0.46126
   0.17020 -0.05543  0.43262
   0.18612 -0.05611  0.40632
   0.20258 -0.05661  0.38224
   0.21948 -0.05692  0.35996
   0.23676 -0.05705  0.33971
   0.25434 -0.05702  0.32108
   0.27219 -0.05684  0.30391
   0.29027 -0.05652  0.28802
   0.30856 -0.05607  0.27330
   0.32702 -0.05552  0.25927
   0.34565 -0.05486  0.24590
   0.36440 -0.05413  0.23267
   0.38322 -0.05331  0.21957
   0.40208 -0.05243  0.20658
   0.42093 -0.05149  0.19358
   0.43976 -0.05047  0.18111
   0.45859 -0.04936  0.16948
   0.47746 -0.04818  0.15889
   0.49642 -0.04692  0.14888
   0.51544 -0.04560  0.13925
   0.53452 -0.04423  0.12990
   0.55364 -0.04280  0.12078
   0.57279 -0.04132  0.11181
   0.59199 -0.03979  0.10294
   0.61123 -0.03823  0.09420
   0.63052 -0.03663  0.08538
   0.64985 -0.03499  0.07646
   0.66919 -0.03334  0.06720
   0.68854 -0.03165  0.05770
   0.70789 -0.02994  0.04806
   0.72725 -0.02821  0.03837
   0.74664 -0.02645  0.02831
   0.76603 -0.02467  0.01788
   0.78541 -0.02287  0.00684
   0.80477 -0.02106 -0.00456
   0.82409 -0.01923 -0.01637
   0.84336 -0.01739 -0.02884
   0.86253 -0.01554 -0.04208
   0.88153 -0.01368 -0.05626
   0.90022 -0.01184 -0.07136
   0.91844 -0.01002 -0.08723
   0.93595 -0.00824 -0.10389
   0.95244 -0.00655 -0.12152
   0.96758 -0.00498 -0.13990
   0.98112 -0.00357 -0.16084
   0.99298 -0.00231 -0.18069
   1.00000 -0.00157 -0.21901
