NACA 2415                                       
 Alfa =  17.25000 Re =    86121.125 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00157 -0.19214
   0.99318  0.00326 -0.19315
   0.98173  0.00600 -0.19487
   0.96880  0.00906 -0.19682
   0.95446  0.01238 -0.19902
   0.93889  0.01591 -0.20144
   0.92241  0.01956 -0.20406
   0.90530  0.02327 -0.20684
   0.88776  0.02697 -0.20975
   0.86990  0.03064 -0.21280
   0.85186  0.03426 -0.21595
   0.83372  0.03780 -0.21922
   0.81551  0.04126 -0.22259
   0.79724  0.04464 -0.22608
   0.77892  0.04793 -0.22969
   0.76059  0.05113 -0.23342
   0.74224  0.05423 -0.23729
   0.72388  0.05724 -0.24129
   0.70551  0.06016 -0.24545
   0.68713  0.06297 -0.24977
   0.66875  0.06569 -0.25426
   0.65038  0.06831 -0.25894
   0.63203  0.07083 -0.26381
   0.61369  0.07324 -0.26891
   0.59536  0.07554 -0.27424
   0.57704  0.07773 -0.27983
   0.55874  0.07980 -0.28571
   0.54048  0.08177 -0.29189
   0.52226  0.08361 -0.29840
   0.50409  0.08532 -0.30528
   0.48596  0.08690 -0.31257
   0.46787  0.08835 -0.32033
   0.44982  0.08966 -0.32860
   0.43188  0.09084 -0.33742
   0.41408  0.09185 -0.34684
   0.39645  0.09270 -0.35693
   0.37898  0.09336 -0.36780
   0.36163  0.09382 -0.37958
   0.34440  0.09409 -0.39243
   0.32729  0.09415 -0.40652
   0.31030  0.09400 -0.42208
   0.29344  0.09362 -0.43939
   0.27672  0.09303 -0.45882
   0.26016  0.09221 -0.48084
   0.24379  0.09116 -0.50611
   0.22763  0.08988 -0.53555
   0.21174  0.08836 -0.57061
   0.19615  0.08660 -0.61388
   0.18090  0.08460 -0.67174
   0.16606  0.08238 -0.78351
   0.15171  0.07995 -0.78975
   0.13796  0.07734 -0.79101
   0.12489  0.07456 -0.79219
   0.11257  0.07165 -0.79328
   0.10108  0.06865 -0.79428
   0.09046  0.06560 -0.79519
   0.08074  0.06256 -0.79602
   0.07191  0.05954 -0.79682
   0.06392  0.05658 -0.79767
   0.05672  0.05368 -0.79867
   0.05024  0.05086 -0.79996
   0.04440  0.04812 -0.80177
   0.03913  0.04546 -0.80443
   0.03438  0.04287 -0.80841
   0.03008  0.04035 -0.81448
   0.02620  0.03789 -0.82382
   0.02268  0.03549 -0.83796
   0.01949  0.03313 -0.85924
   0.01660  0.03082 -0.89092
   0.01398  0.02853 -0.93535
   0.01163  0.02626 -0.99236
   0.00950  0.02401 -1.05992
   0.00760  0.02178 -1.12933
   0.00592  0.01956 -1.18791
   0.00445  0.01734 -1.22541
   0.00319  0.01514 -1.22916
   0.00215  0.01295 -1.19404
   0.00131  0.01077 -1.11569
   0.00067  0.00859 -1.00131
   0.00023  0.00644 -0.86006
  -0.00003  0.00431 -0.70014
  -0.00011  0.00221 -0.52075
  -0.00001  0.00013 -0.32326
   0.00028 -0.00195 -0.11258
   0.00077 -0.00403  0.09492
   0.00145 -0.00612  0.28780
   0.00233 -0.00822  0.46134
   0.00343 -0.01032  0.61204
   0.00476 -0.01241  0.73888
   0.00631 -0.01448  0.83895
   0.00810 -0.01651  0.91215
   0.01013 -0.01851  0.96054
   0.01238 -0.02046  0.98827
   0.01485 -0.02238  0.99923
   0.01757 -0.02427  0.99760
   0.02054 -0.02613  0.98583
   0.02380 -0.02797  0.96663
   0.02739 -0.02980  0.94158
   0.03132 -0.03162  0.91210
   0.03564 -0.03344  0.87875
   0.04040 -0.03525  0.84364
   0.04564 -0.03706  0.80702
   0.05143 -0.03886  0.76888
   0.05784 -0.04067  0.72967
   0.06495 -0.04246  0.69020
   0.07287 -0.04424  0.65109
   0.08166 -0.04599  0.61160
   0.09140 -0.04769  0.57288
   0.10214 -0.04932  0.53552
   0.11390 -0.05084  0.49941
   0.12665 -0.05224  0.46534
   0.14035 -0.05348  0.43325
   0.15491 -0.05455  0.40334
   0.17020 -0.05543  0.37600
   0.18612 -0.05611  0.35103
   0.20258 -0.05661  0.32841
   0.21948 -0.05692  0.30780
   0.23676 -0.05705  0.28903
   0.25434 -0.05702  0.27205
   0.27219 -0.05684  0.25650
   0.29027 -0.05652  0.24225
   0.30856 -0.05607  0.22913
   0.32702 -0.05552  0.21662
   0.34565 -0.05486  0.20490
   0.36440 -0.05413  0.19316
   0.38322 -0.05331  0.18150
   0.40208 -0.05243  0.17002
   0.42093 -0.05149  0.15840
   0.43976 -0.05047  0.14737
   0.45859 -0.04936  0.13715
   0.47746 -0.04818  0.12795
   0.49642 -0.04692  0.11938
   0.51544 -0.04560  0.11116
   0.53452 -0.04423  0.10315
   0.55364 -0.04280  0.09550
   0.57279 -0.04132  0.08790
   0.59199 -0.03979  0.08045
   0.61123 -0.03823  0.07315
   0.63052 -0.03663  0.06573
   0.64985 -0.03499  0.05829
   0.66919 -0.03334  0.05041
   0.68854 -0.03165  0.04246
   0.70789 -0.02994  0.03430
   0.72725 -0.02821  0.02612
   0.74664 -0.02645  0.01766
   0.76603 -0.02467  0.00877
   0.78541 -0.02287 -0.00059
   0.80477 -0.02106 -0.01027
   0.82409 -0.01923 -0.02031
   0.84336 -0.01739 -0.03095
   0.86253 -0.01554 -0.04222
   0.88153 -0.01368 -0.05432
   0.90022 -0.01184 -0.06723
   0.91844 -0.01002 -0.08073
   0.93595 -0.00824 -0.09492
   0.95244 -0.00655 -0.10987
   0.96758 -0.00498 -0.12541
   0.98112 -0.00357 -0.14312
