  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2415                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.401 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.9579   0.02029   0.01367  -0.0333   0.9982   0.0536
  -9.900  -0.9445   0.02007   0.01345  -0.0340   0.9972   0.0545
  -9.800  -0.9309   0.01985   0.01322  -0.0347   0.9963   0.0554
  -9.700  -0.9171   0.01964   0.01298  -0.0354   0.9953   0.0563
  -9.600  -0.9030   0.01945   0.01275  -0.0362   0.9945   0.0572
  -9.500  -0.8883   0.01931   0.01255  -0.0370   0.9937   0.0580
  -9.400  -0.8765   0.01885   0.01213  -0.0375   0.9927   0.0592
  -9.300  -0.8643   0.01858   0.01188  -0.0380   0.9913   0.0602
  -9.200  -0.8513   0.01839   0.01169  -0.0385   0.9899   0.0612
  -9.100  -0.8378   0.01821   0.01150  -0.0391   0.9886   0.0624
  -9.000  -0.8240   0.01804   0.01130  -0.0398   0.9874   0.0637
  -8.900  -0.8096   0.01790   0.01112  -0.0405   0.9863   0.0648
  -8.800  -0.7964   0.01757   0.01080  -0.0412   0.9852   0.0661
  -8.700  -0.7826   0.01729   0.01055  -0.0420   0.9843   0.0675
  -8.600  -0.7680   0.01711   0.01037  -0.0428   0.9834   0.0688
  -8.500  -0.7531   0.01695   0.01020  -0.0437   0.9827   0.0704
  -8.400  -0.7378   0.01680   0.01003  -0.0446   0.9821   0.0720
  -8.300  -0.7252   0.01666   0.00984  -0.0450   0.9804   0.0733
  -8.200  -0.7147   0.01632   0.00955  -0.0451   0.9782   0.0750
  -8.100  -0.7018   0.01612   0.00937  -0.0455   0.9765   0.0767
  -8.000  -0.6879   0.01596   0.00921  -0.0462   0.9751   0.0784
  -7.900  -0.6734   0.01582   0.00905  -0.0469   0.9739   0.0804
  -7.800  -0.6585   0.01568   0.00888  -0.0477   0.9728   0.0821
  -7.700  -0.6445   0.01537   0.00861  -0.0485   0.9718   0.0845
  -7.600  -0.6294   0.01518   0.00845  -0.0494   0.9710   0.0868
  -7.500  -0.6137   0.01503   0.00829  -0.0504   0.9703   0.0892
  -7.400  -0.5975   0.01492   0.00814  -0.0515   0.9697   0.0914
  -7.300  -0.5823   0.01462   0.00789  -0.0525   0.9691   0.0944
  -7.200  -0.5729   0.01446   0.00775  -0.0522   0.9658   0.0966
  -7.100  -0.5602   0.01432   0.00761  -0.0525   0.9637   0.0993
  -7.000  -0.5456   0.01421   0.00747  -0.0532   0.9621   0.1019
  -6.900  -0.5315   0.01396   0.00726  -0.0539   0.9608   0.1052
  -6.800  -0.5167   0.01377   0.00710  -0.0548   0.9597   0.1086
  -6.700  -0.5015   0.01363   0.00695  -0.0556   0.9587   0.1120
  -6.600  -0.4867   0.01347   0.00679  -0.0564   0.9577   0.1154
  -6.500  -0.4722   0.01325   0.00662  -0.0571   0.9567   0.1194
  -6.400  -0.4574   0.01310   0.00648  -0.0579   0.9558   0.1235
  -6.300  -0.4424   0.01298   0.00634  -0.0587   0.9549   0.1273
  -6.200  -0.4333   0.01280   0.00621  -0.0583   0.9516   0.1312
  -6.100  -0.4227   0.01267   0.00610  -0.0582   0.9486   0.1353
  -6.000  -0.4101   0.01256   0.00598  -0.0584   0.9464   0.1395
  -5.900  -0.3976   0.01238   0.00583  -0.0587   0.9445   0.1441
  -5.800  -0.3846   0.01222   0.00570  -0.0591   0.9428   0.1492
  -5.700  -0.3710   0.01211   0.00558  -0.0595   0.9413   0.1542
  -5.600  -0.3579   0.01193   0.00544  -0.0599   0.9398   0.1596
