NACA 2415                                       
 Alfa =  17.37500 Re =    86121.125 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00157 -0.19813
   0.03913  0.04546 -0.73268
   0.03438  0.04287 -0.73627
   0.03008  0.04035 -0.74181
   0.02620  0.03789 -0.75041
   0.02268  0.03549 -0.76353
   0.01949  0.03313 -0.78338
   0.01660  0.03082 -0.81315
   0.01398  0.02853 -0.85532
   0.01163  0.02626 -0.90975
   0.00950  0.02401 -0.97490
   0.00760  0.02178 -1.04189
   0.00592  0.01956 -1.09939
   0.00445  0.01734 -1.13536
   0.00319  0.01514 -1.13954
   0.00215  0.01295 -1.10484
   0.00131  0.01077 -1.02803
   0.00067  0.00859 -0.91734
   0.00023  0.00644 -0.77953
  -0.00003  0.00431 -0.62451
  -0.00011  0.00221 -0.44973
  -0.00001  0.00013 -0.25941
   0.00028 -0.00195 -0.05612
   0.00077 -0.00403  0.14476
   0.00145 -0.00612  0.32993
   0.00233 -0.00822  0.49629
   0.00343 -0.01032  0.64016
   0.00476 -0.01241  0.76025
   0.00631 -0.01448  0.85461
   0.00810 -0.01651  0.92300
   0.01013 -0.01851  0.96713
   0.01238 -0.02046  0.99152
   0.01485 -0.02238  0.99986
   0.01757 -0.02427  0.99609
   0.02054 -0.02613  0.98259
   0.02380 -0.02797  0.96191
   0.02739 -0.02980  0.93593
   0.03132 -0.03162  0.90584
   0.03564 -0.03344  0.87197
   0.04040 -0.03525  0.83628
   0.04564 -0.03706  0.79951
   0.05143 -0.03886  0.76143
   0.05784 -0.04067  0.72197
   0.06495 -0.04246  0.68265
   0.07287 -0.04424  0.64371
   0.08166 -0.04599  0.60438
   0.09140 -0.04769  0.56598
   0.10214 -0.04932  0.52871
   0.11390 -0.05084  0.49289
   0.12665 -0.05224  0.45909
   0.14035 -0.05348  0.42727
   0.15491 -0.05455  0.39771
   0.17020 -0.05543  0.37046
   0.18612 -0.05611  0.34584
   0.20258 -0.05661  0.32327
   0.21948 -0.05692  0.30289
   0.23676 -0.05705  0.28426
   0.25434 -0.05702  0.26750
   0.27219 -0.05684  0.25203
   0.29027 -0.05652  0.23794
   0.30856 -0.05607  0.22483
   0.32702 -0.05552  0.21253
   0.34565 -0.05486  0.20080
   0.36440 -0.05413  0.18913
   0.38322 -0.05331  0.17752
   0.40208 -0.05243  0.16608
   0.42093 -0.05149  0.15452
   0.43976 -0.05047  0.14351
   0.45859 -0.04936  0.13328
   0.47746 -0.04818  0.12411
   0.49642 -0.04692  0.11553
   0.51544 -0.04560  0.10733
   0.53452 -0.04423  0.09935
   0.55364 -0.04280  0.09164
   0.57279 -0.04132  0.08406
   0.59199 -0.03979  0.07658
   0.61123 -0.03823  0.06924
   0.63052 -0.03663  0.06184
   0.64985 -0.03499  0.05432
   0.66919 -0.03334  0.04648
   0.68854 -0.03165  0.03842
   0.70789 -0.02994  0.03024
   0.72725 -0.02821  0.02201
   0.74664 -0.02645  0.01348
   0.76603 -0.02467  0.00457
   0.78541 -0.02287 -0.00487
   0.80477 -0.02106 -0.01465
   0.82409 -0.01923 -0.02476
   0.84336 -0.01739 -0.03547
   0.86253 -0.01554 -0.04683
   0.88153 -0.01368 -0.05906
   0.90022 -0.01184 -0.07205
   0.91844 -0.01002 -0.08570
   0.93595 -0.00824 -0.10002
   0.95244 -0.00655 -0.11510
   0.96758 -0.00498 -0.13077
   0.98112 -0.00357 -0.14863
   0.99298 -0.00231 -0.16532
   1.00000 -0.00157 -0.19813
