  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2422                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.912 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.7896   0.01340   0.00758  -0.0679   0.9053   0.1131
  -9.800  -0.7748   0.01319   0.00735  -0.0665   0.8977   0.1157
  -9.700  -0.7673   0.01307   0.00723  -0.0659   0.8940   0.1172
  -9.600  -0.7589   0.01296   0.00711  -0.0654   0.8907   0.1187
  -9.500  -0.7500   0.01286   0.00699  -0.0650   0.8874   0.1202
  -9.400  -0.7407   0.01277   0.00690  -0.0647   0.8842   0.1217
  -9.300  -0.7312   0.01269   0.00681  -0.0644   0.8808   0.1230
  -9.200  -0.7221   0.01259   0.00670  -0.0641   0.8772   0.1244
  -9.100  -0.7135   0.01247   0.00658  -0.0636   0.8737   0.1262
  -9.000  -0.7046   0.01236   0.00647  -0.0632   0.8702   0.1279
  -8.900  -0.6953   0.01227   0.00637  -0.0629   0.8668   0.1297
  -8.800  -0.6858   0.01218   0.00628  -0.0626   0.8635   0.1314
  -8.700  -0.6759   0.01211   0.00620  -0.0624   0.8598   0.1329
  -8.500  -0.6573   0.01192   0.00599  -0.0617   0.8520   0.1366
  -8.400  -0.6480   0.01182   0.00589  -0.0614   0.8483   0.1386
  -8.300  -0.6384   0.01173   0.00580  -0.0611   0.8448   0.1405
  -8.200  -0.6285   0.01165   0.00572  -0.0609   0.8413   0.1424
  -8.100  -0.6184   0.01159   0.00565  -0.0607   0.8375   0.1440
  -8.000  -0.6085   0.01152   0.00556  -0.0604   0.8337   0.1457
  -7.900  -0.5992   0.01142   0.00546  -0.0601   0.8299   0.1481
  -7.800  -0.5896   0.01134   0.00537  -0.0598   0.8261   0.1504
  -7.700  -0.5797   0.01126   0.00530  -0.0596   0.8227   0.1526
  -7.600  -0.5695   0.01119   0.00523  -0.0594   0.8189   0.1547
  -7.500  -0.5592   0.01114   0.00516  -0.0592   0.8149   0.1564
  -7.400  -0.5494   0.01106   0.00507  -0.0590   0.8107   0.1588
  -7.300  -0.5399   0.01097   0.00499  -0.0587   0.8065   0.1613
  -7.200  -0.5300   0.01091   0.00491  -0.0584   0.8025   0.1638
  -7.100  -0.5198   0.01083   0.00485  -0.0582   0.7988   0.1662
  -7.000  -0.5094   0.01078   0.00479  -0.0581   0.7947   0.1683
  -6.800  -0.4894   0.01065   0.00464  -0.0576   0.7864   0.1733
  -6.700  -0.4796   0.01058   0.00456  -0.0573   0.7822   0.1760
  -6.600  -0.4693   0.01052   0.00451  -0.0572   0.7785   0.1786
  -6.500  -0.4588   0.01046   0.00445  -0.0570   0.7745   0.1811
  -6.400  -0.4482   0.01043   0.00440  -0.0569   0.7701   0.1831
  -6.300  -0.4383   0.01035   0.00432  -0.0566   0.7656   0.1863
  -6.200  -0.4285   0.01029   0.00426  -0.0564   0.7611   0.1893
  -6.100  -0.4183   0.01024   0.00420  -0.0562   0.7572   0.1922
  -6.000  -0.4077   0.01018   0.00415  -0.0560   0.7531   0.1950
  -5.900  -0.3970   0.01015   0.00410  -0.0559   0.7488   0.1973
  -5.800  -0.3869   0.01009   0.00404  -0.0557   0.7445   0.2004
  -5.700  -0.3771   0.01003   0.00398  -0.0554   0.7400   0.2037
  -5.600  -0.3669   0.00999   0.00393  -0.0552   0.7359   0.2069
  -5.500  -0.3562   0.00994   0.00388  -0.0551   0.7319   0.2099
  -5.400  -0.3455   0.00990   0.00384  -0.0550   0.7274   0.2125
  -5.300  -0.3352   0.00986   0.00379  -0.0548   0.7227   0.2156
  -5.200  -0.3253   0.00981   0.00373  -0.0545   0.7181   0.2193
  -5.100  -0.3151   0.00976   0.00369  -0.0543   0.7139   0.2227
  -5.000  -0.3044   0.00972   0.00365  -0.0542   0.7100   0.2260
  -4.900  -0.2936   0.00969   0.00361  -0.0541   0.7057   0.2288
  -4.800  -0.2832   0.00965   0.00356  -0.0539   0.7011   0.2321
  -4.700  -0.2733   0.00960   0.00352  -0.0537   0.6965   0.2360
  -4.600  -0.2631   0.00957   0.00348  -0.0535   0.6921   0.2397
  -4.500  -0.2523   0.00953   0.00344  -0.0534   0.6882   0.2432
  -4.400  -0.2414   0.00950   0.00341  -0.0533   0.6837   0.2462
  -4.300  -0.2311   0.00947   0.00337  -0.0531   0.6790   0.2498
  -4.200  -0.2211   0.00943   0.00333  -0.0528   0.6744   0.2539
  -4.100  -0.2109   0.00940   0.00330  -0.0526   0.6701   0.2579
  -4.000  -0.2000   0.00936   0.00327  -0.0525   0.6664   0.2616
  -3.900  -0.1890   0.00935   0.00324  -0.0525   0.6621   0.2646
  -3.800  -0.1788   0.00931   0.00320  -0.0523   0.6575   0.2688
  -3.700  -0.1687   0.00927   0.00317  -0.0520   0.6529   0.2732
  -3.600  -0.1585   0.00926   0.00314  -0.0518   0.6484   0.2774
  -3.500  -0.1475   0.00923   0.00312  -0.0517   0.6446   0.2812
  -3.400  -0.1365   0.00921   0.00309  -0.0517   0.6403   0.2844
  -3.300  -0.1263   0.00917   0.00306  -0.0515   0.6359   0.2892
  -3.200  -0.1162   0.00914   0.00304  -0.0512   0.6315   0.2937
  -3.100  -0.1060   0.00914   0.00302  -0.0510   0.6270   0.2980
  -3.000  -0.0949   0.00911   0.00300  -0.0510   0.6235   0.3019
  -2.900  -0.0841   0.00908   0.00297  -0.0509   0.6194   0.3060
  -2.800  -0.0738   0.00904   0.00295  -0.0507   0.6150   0.3110
  -2.700  -0.0635   0.00903   0.00293  -0.0505   0.6106   0.3157
  -2.600  -0.0533   0.00903   0.00291  -0.0502   0.6061   0.3201
  -2.500  -0.0422   0.00902   0.00290  -0.0502   0.6027   0.3237
  -2.400  -0.0316   0.00897   0.00287  -0.0501   0.5990   0.3292
  -2.300  -0.0211   0.00894   0.00285  -0.0499   0.5949   0.3344
  -2.200  -0.0106   0.00893   0.00284  -0.0497   0.5908   0.3393
  -2.100  -0.0002   0.00894   0.00283  -0.0495   0.5864   0.3434
  -2.000   0.0101   0.00893   0.00282  -0.0494   0.5825   0.3486
  -1.900   0.0208   0.00888   0.00280  -0.0492   0.5792   0.3542
  -1.800   0.0316   0.00886   0.00279  -0.0491   0.5754   0.3595
  -1.700   0.0423   0.00886   0.00278  -0.0490   0.5715   0.3643
  -1.600   0.0526   0.00885   0.00276  -0.0488   0.5676   0.3696
  -1.500   0.0625   0.00883   0.00275  -0.0485   0.5635   0.3757
  -1.400   0.0732   0.00882   0.00275  -0.0484   0.5602   0.3814
  -1.300   0.0843   0.00880   0.00274  -0.0484   0.5570   0.3865
  -1.200   0.0948   0.00877   0.00273  -0.0482   0.5534   0.3928
  -1.100   0.1052   0.00875   0.00272  -0.0480   0.5497   0.3995
  -1.000   0.1156   0.00875   0.00272  -0.0478   0.5460   0.4058
  -0.900   0.1257   0.00875   0.00272  -0.0476   0.5422   0.4118
  -0.800   0.1360   0.00872   0.00271  -0.0474   0.5391   0.4194
  -0.700   0.1469   0.00870   0.00271  -0.0474   0.5363   0.4268
  -0.600   0.1577   0.00868   0.00270  -0.0473   0.5330   0.4337
  -0.500   0.1680   0.00865   0.00270  -0.0471   0.5296   0.4419
  -0.400   0.1784   0.00865   0.00270  -0.0469   0.5262   0.4497
  -0.300   0.1886   0.00866   0.00271  -0.0467   0.5227   0.4567
